	price	start_lat	start_lon	end_lat	end_lon	end_state	distance	duration	rating	rider_waiting_time	vehicle_type_id
42	4,000	19.4229157028	-99.1750018671	19.4230911	-99.1702686	drop off	1,360	419	6.0	1,436	21620ea5749f2e0679a8c72c7fbafb9e
43	4,000	19.4412527404	-99.1835574433	19.4228147	-99.1748655	drop off	2,763	2,066	6.0	503	21620ea5749f2e0679a8c72c7fbafb9e
44	0	19.4219174706	-99.17459517719999	19.438666	-99.1808212	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
45	4,000	19.4411401863	-99.1835704954	19.4228147	-99.1748655	drop off	3,260	1,545	8.0	257	21620ea5749f2e0679a8c72c7fbafb9e
46	0	19.4220243814	-99.1703851149	19.441434215999998	-99.18350312860001	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
47	0	19.422973	-99.170483	19.441434215999998	-99.18350312860001	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
48	0	19.422973	-99.170483	19.441434215999998	-99.18350312860001	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
49	4,000	19.4062279	-99.1762413	19.4231033325	-99.1748778149	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
50	7,635	19.4217770789	-99.1745016351	19.440310581600002	-99.1841465235	drop off	2,529	714	8.0	1,409	077866c3fd1a75f51ca7f8eae166ae32
51	4,992	19.4360100944	-99.20440055430001	19.4254358	-99.1784349	drop off	3,538	934	8.0	365	21620ea5749f2e0679a8c72c7fbafb9e
52	21,157	19.4230911	-99.1702686	19.3772193	-99.2545027	drop off	13,992	3,373	9.0	1,849	21620ea5749f2e0679a8c72c7fbafb9e
53	0	19.436179278399997	-99.20441438450001	19.4254358	-99.1784349	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
54	4,000	19.406537533199998	-99.16970986870001	19.4219595249	-99.1745589674	drop off	1,992	800	10.0	562	21620ea5749f2e0679a8c72c7fbafb9e
55	4,000	19.422015808	-99.1745743901	19.441413600000004	-99.183993	rider cancel	14	245	8.0	1,027	077866c3fd1a75f51ca7f8eae166ae32
56	0	19.422015808	-99.1745743901	19.441413600000004	-99.183993	rider cancel	0	0	8.0		077866c3fd1a75f51ca7f8eae166ae32
57	5,206	19.4199617779	-99.17195521299999	19.441434215999998	-99.18350312860001	drop off	2,809	1,810	9.0	756	077866c3fd1a75f51ca7f8eae166ae32
58	4,000	19.4151200327	-99.1701360047	19.4254358	-99.1784349	drop off	1,627	495	9.0	378	077866c3fd1a75f51ca7f8eae166ae32
59	17,122	19.295311143699998	-99.1826050958	19.4228107259	-99.1748660803	drop off	20,231	2,600	9.0	337	077866c3fd1a75f51ca7f8eae166ae32
60	0	19.429759	-99.1638454	19.407004418099998	-99.1758300126	rider cancel	0	0	9.0		077866c3fd1a75f51ca7f8eae166ae32
61	11,825	19.4062102	-99.1761735	19.429759	-99.1638454	drop off	7,869	1,360	9.0	2,832	077866c3fd1a75f51ca7f8eae166ae32
62	18,130	19.4250811	-99.1677673	19.421496	-99.077809	drop off	12,863	3,517	8.0	2,051	21620ea5749f2e0679a8c72c7fbafb9e
63	4,000	19.4330670778	-99.192516273	19.441434215999998	-99.18350312860001	drop off	2,482	861	10.0	378	21620ea5749f2e0679a8c72c7fbafb9e
64	14,335	19.4405986045	-99.1766242683	19.435117	-99.084082	drop off	14,863	1,385	7.0	351	077866c3fd1a75f51ca7f8eae166ae32
65	15,730	19.438248	-99.1810371	19.435117	-99.084082	drop off	17,811	4,415	8.0	1,314	21620ea5749f2e0679a8c72c7fbafb9e
66	10,000	19.407004418099998	-99.1758300126	19.429759	-99.1638454	rider cancel	0	0	10.0	234	21620ea5749f2e0679a8c72c7fbafb9e
67	4,161	19.4217875135	-99.1744835302	19.440310600000004	-99.1841465	drop off	2,473	887	8.0	825	21620ea5749f2e0679a8c72c7fbafb9e
68	4,298	19.4137787	-99.1649223	19.4230911	-99.1702686	drop off	4,421	953	6.0	400	21620ea5749f2e0679a8c72c7fbafb9e
69	4,000	19.4069056	-99.1758675	19.4231033325	-99.1748778149	drop off	2,430	1,188	10.0	475	21620ea5749f2e0679a8c72c7fbafb9e
70	10,000	19.4068505979	-99.1751990095	19.4228147	-99.1748655	drop off	2,742	1,582	8.0	2,709	21620ea5749f2e0679a8c72c7fbafb9e
71	4,000	19.406133800000006	-99.17626640000002	19.438666	-99.1808212	rider cancel	0	0	10.0	619	077866c3fd1a75f51ca7f8eae166ae32
72	0	19.4151200327	-99.1701360047	19.4361364	-99.204448	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
73	0	19.4068784259	-99.1750712693	19.3424516	-99.1386633	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
74	0	19.4068784259	-99.1750712693	19.3424516	-99.1386633	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
75	22,359	19.4230911	-99.1702686	19.3772193	-99.2545027	drop off	15,953	3,877	9.0	2,449	21620ea5749f2e0679a8c72c7fbafb9e
76	0	19.4068784259	-99.1750712693	19.3422314	-99.1398542	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
77	4,195	19.4227491	-99.1749373	19.406537533199998	-99.16970986870001	drop off	3,067	520	10.0	441	21620ea5749f2e0679a8c72c7fbafb9e
78	0	19.441434215999998	-99.18350312860001	19.42277	-99.174517	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
