	price	start_lat	start_lon	end_lat	end_lon	end_state	distance	duration	rating	rider_waiting_time	vehicle_type_id
670	4,971	19.4412947	-99.1841513	19.4227491	-99.1749373	drop off	4,655	2,517	8.0	478	21620ea5749f2e0679a8c72c7fbafb9e
671	16,845	19.4254358	-99.1784349	19.3591670605	-99.2704596743	drop off	16,123	3,234	9.0	317	21620ea5749f2e0679a8c72c7fbafb9e
672	4,000	19.423200278499998	-99.1749549285	19.3560000407	-99.2752685398	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
673	14,145	19.423200278499998	-99.1749549285	19.3560000407	-99.2752685398	drop off	15,139	1,220	9.0	378	21620ea5749f2e0679a8c72c7fbafb9e
674	16,653	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	13,889	2,337	9.0	473	21620ea5749f2e0679a8c72c7fbafb9e
675	4,557	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,274	531	9.0	494	21620ea5749f2e0679a8c72c7fbafb9e
676	4,171	19.423189211700002	-99.17488653209999	19.440310600000004	-99.1841465	drop off	4,190	943	9.0	476	21620ea5749f2e0679a8c72c7fbafb9e
677	0	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
678	4,000	19.441336206600003	-99.1834796593	19.4227491	-99.1749373	drop off	4,099	2,385	9.0	626	21620ea5749f2e0679a8c72c7fbafb9e
679	0	19.4231869983	-99.1750327125	19.428029	-99.1696198	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
680	0	19.3771096835	-99.25481560700001	19.422973	-99.170483	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
681	4,321	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,268	559	9.0	610	21620ea5749f2e0679a8c72c7fbafb9e
682	0	19.4231734019	-99.1749760509	19.3560000407	-99.2752685398	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
683	0	19.4227491	-99.1749373	19.438138100000003	-99.1810366	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
684	9,994	19.423200100000006	-99.1703957	19.4266129	-99.2041609	drop off	5,824	1,391	6.0	2,378	21620ea5749f2e0679a8c72c7fbafb9e
685	17,587	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,224	3,140	8.0	2,650	21620ea5749f2e0679a8c72c7fbafb9e
686	17,181	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	16,459	2,170	9.0	203	21620ea5749f2e0679a8c72c7fbafb9e
687	4,000	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,239	588	9.0	584	21620ea5749f2e0679a8c72c7fbafb9e
688	0	19.4150444946	-99.17013384389999	19.421496	-99.077809	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
689	6,176	19.4230911	-99.1702686	19.43926	-99.2003283	drop off	5,014	834	7.0	446	21620ea5749f2e0679a8c72c7fbafb9e
690	4,237	19.4227491	-99.1749373	19.438138100000003	-99.1810366	drop off	3,150	705	8.0	227	21620ea5749f2e0679a8c72c7fbafb9e
691	5,594	19.4391535	-99.1996711	19.4230911	-99.1702686	drop off	4,216	973	8.0	83	21620ea5749f2e0679a8c72c7fbafb9e
692	6,258	19.4393044326	-99.2031283158	19.4230911	-99.1702686	drop off	4,788	563	8.0	142	21620ea5749f2e0679a8c72c7fbafb9e
693	13,622	19.420198928599998	-99.1727427766	19.3560000407	-99.2752685398	drop off	15,289	1,231	9.0	170	21620ea5749f2e0679a8c72c7fbafb9e
694	17,695	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,054	2,666	8.0	2,413	21620ea5749f2e0679a8c72c7fbafb9e
695	16,781	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	15,022	2,466	9.0	596	21620ea5749f2e0679a8c72c7fbafb9e
696	4,547	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,232	677	9.0	146	21620ea5749f2e0679a8c72c7fbafb9e
697	4,000	19.4217492535	-99.1743836179	19.4413561	-99.1838485	drop off	3,504	944	8.0	179	21620ea5749f2e0679a8c72c7fbafb9e
698	0	19.3643653694	-99.26726114	19.3770968613	-99.2548208909	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
699	4,000	19.4217293331	-99.1744543612	19.4403135	-99.1841112	drop off	3,414	687	8.0	406	21620ea5749f2e0679a8c72c7fbafb9e
700	4,000	19.4409849529	-99.1836084053	19.4227491	-99.1749373	drop off	5,752	1,228	8.0	191	21620ea5749f2e0679a8c72c7fbafb9e
701	4,000	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,357	699	9.0	993	21620ea5749f2e0679a8c72c7fbafb9e
702	4,000	19.4412843564	-99.1835208982	19.4227491	-99.1749373	drop off	3,594	1,343	8.0	179	21620ea5749f2e0679a8c72c7fbafb9e
703	12,944	19.4230911	-99.1702686	19.421496	-99.077809	drop off	11,965	2,494	6.0	498	21620ea5749f2e0679a8c72c7fbafb9e
704	0	19.422734838900002	-99.1750883684	19.4230911	-99.1702686	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
705	4,000	19.4230911	-99.1702686	19.4141483	-99.1625499	drop off	2,162	525	8.0	248	21620ea5749f2e0679a8c72c7fbafb9e
706	4,000	19.4227491	-99.1749373	19.438138100000003	-99.1810366	drop off	3,100	503	8.0	440	21620ea5749f2e0679a8c72c7fbafb9e
707	14,143	19.423194587	-99.17490933090001	19.3560000407	-99.2752685398	drop off	15,782	1,125	9.0	167	21620ea5749f2e0679a8c72c7fbafb9e
708	4,000	19.4141483	-99.1625499	19.4230911	-99.1702686	drop off	2,275	674	9.0	91	21620ea5749f2e0679a8c72c7fbafb9e
709	8,550	19.4230208	-99.1704821	19.4266129	-99.2041609	drop off	8,625	2,575	6.0	668	21620ea5749f2e0679a8c72c7fbafb9e
710	17,597	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,140	2,276	8.0	2,681	21620ea5749f2e0679a8c72c7fbafb9e
711	0	19.4272145	-99.2039672	19.440310600000004	-99.1841465	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
712	17,480	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	13,929	3,384	9.0	288	21620ea5749f2e0679a8c72c7fbafb9e
713	4,585	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,210	688	9.0	173	21620ea5749f2e0679a8c72c7fbafb9e
714	4,000	19.440816123199998	-99.1835463792	19.4227491	-99.1749373	drop off	3,573	2,002	8.0	97	21620ea5749f2e0679a8c72c7fbafb9e
715	6,652	19.4396782	-99.1844334	19.4266129	-99.2041609	drop off	6,210	2,369	6.0	138	21620ea5749f2e0679a8c72c7fbafb9e
716	0	19.4266129	-99.2041609	19.4231172	-99.1703956	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
717	4,000	19.4230911	-99.1702686	19.415755	-99.1607723	drop off	1,697	363	6.0	531	21620ea5749f2e0679a8c72c7fbafb9e
718	5,534	19.438138100000003	-99.1810366	19.4458544	-99.1537692	drop off	4,039	734	8.0	287	21620ea5749f2e0679a8c72c7fbafb9e
719	15,173	19.4323535474	-99.2004784942	19.3560000407	-99.2752685398	drop off	16,163	1,583	9.0	590	21620ea5749f2e0679a8c72c7fbafb9e
720	4,000	19.4344750819	-99.1824905947	19.4405277	-99.1766564	drop off	1,754	339	8.0	265	21620ea5749f2e0679a8c72c7fbafb9e
721	5,908	19.4230911	-99.1702686	19.439331	-99.20226	drop off	5,357	744	8.0	236	21620ea5749f2e0679a8c72c7fbafb9e
722	0	19.3563834267	-99.2748249695	19.361774800000006	-99.2735759	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
723	0	19.4328219098	-99.18306293709999	19.422973	-99.170483	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
724	0	19.4328219098	-99.18306293709999	19.422973	-99.170483	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
725	5,656	19.4328219098	-99.18306293709999	19.422973	-99.170483	drop off	4,165	829	8.0	505	21620ea5749f2e0679a8c72c7fbafb9e
726	4,000	19.3563834267	-99.2748249695	19.361774800000006	-99.2735759	drop off	1,597	391	9.0	967	21620ea5749f2e0679a8c72c7fbafb9e
727	0	19.3560000407	-99.2752685398	19.4227491	-99.1749373	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
728	0	19.4405277	-99.1766564	19.4227491	-99.1749373	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
729	9,270	19.4231172	-99.1703956	19.4266129	-99.2041609	drop off	5,598	2,095	6.0	280	21620ea5749f2e0679a8c72c7fbafb9e
730	17,566	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,087	3,137	8.0	2,496	21620ea5749f2e0679a8c72c7fbafb9e
731	4,000	19.4405277	-99.1766564	19.4227491	-99.1749373	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
732	0	19.4266129	-99.2041609	19.4230911	-99.1702686	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
733	5,300	19.4266129	-99.2041609	19.4230911	-99.1702686	drop off	3,745	717	6.0	242	21620ea5749f2e0679a8c72c7fbafb9e
734	0	19.4227491	-99.1749373	19.438136	-99.1810772	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
735	14,135	19.4227394604	-99.1746135289	19.3560000407	-99.2752685398	drop off	15,323	1,192	9.0	275	21620ea5749f2e0679a8c72c7fbafb9e
736	0	19.4230418598	-99.17034432950001	19.4414111	-99.1837011	rider cancel	0	0	7.0		21620ea5749f2e0679a8c72c7fbafb9e
737	0	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
738	0	19.4405277	-99.1766564	19.4227491	-99.1749373	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
739	10,055	19.4231172	-99.1703956	19.4266129	-99.2041609	drop off	4,730	1,840	6.0	2,422	21620ea5749f2e0679a8c72c7fbafb9e
740	17,573	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,518	3,297	8.0	295	21620ea5749f2e0679a8c72c7fbafb9e
741	16,632	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	14,997	2,500	9.0	705	21620ea5749f2e0679a8c72c7fbafb9e
742	4,000	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,398	985	9.0	131	21620ea5749f2e0679a8c72c7fbafb9e
743	4,176	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,394	672	9.0	81	21620ea5749f2e0679a8c72c7fbafb9e
744	4,000	19.421794786	-99.1744369268	19.4405277	-99.1766564	drop off	2,975	711	8.0	382	21620ea5749f2e0679a8c72c7fbafb9e
745	14,127	19.4230517093	-99.1753417534	19.3560000407	-99.2752685398	drop off	15,151	1,280	9.0	483	21620ea5749f2e0679a8c72c7fbafb9e
746	0	19.438138100000003	-99.1810366	19.4227491	-99.1749373	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
747	4,386	19.4230911	-99.1702686	19.4413561	-99.1838485	drop off	3,089	1,315	6.0	241	21620ea5749f2e0679a8c72c7fbafb9e
748	4,584	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,338	635	9.0	169	21620ea5749f2e0679a8c72c7fbafb9e
749	4,000	19.4404095	-99.1838086	19.4227491	-99.1749373	drop off	2,826	1,944	6.0	209	21620ea5749f2e0679a8c72c7fbafb9e
750	6,120	19.3904115555	-99.1859593027			drop off	5,079	1,081	6.0	369	21620ea5749f2e0679a8c72c7fbafb9e
751	5,127	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	4,682	1,180	9.0	309	21620ea5749f2e0679a8c72c7fbafb9e
752		19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	not found			9.0		21620ea5749f2e0679a8c72c7fbafb9e
753	0	19.4230911	-99.1702686	19.4223652	-99.1675919	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
754	4,000	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	2,994	446	9.0	450	21620ea5749f2e0679a8c72c7fbafb9e
755	4,000	19.421772336	-99.17438663540001	19.4405277	-99.1766564	drop off	3,145	478	9.0	281	21620ea5749f2e0679a8c72c7fbafb9e
756	14,266	19.4223901851	-99.1676381975	19.3560000407	-99.2752685398	drop off	17,262	1,192	9.0	340	21620ea5749f2e0679a8c72c7fbafb9e
757	4,000	19.422885	-99.1749806	19.438138100000003	-99.1810366	drop off	3,446	491	8.0	301	21620ea5749f2e0679a8c72c7fbafb9e
758	0	19.4405277	-99.1766564	19.4227491	-99.1749373	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
759	17,625	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,152	2,301	8.0	2,388	21620ea5749f2e0679a8c72c7fbafb9e
760	10,180	19.4231216	-99.17030909999998	19.4266129	-99.2041609	drop off	6,270	2,479	6.0	784	21620ea5749f2e0679a8c72c7fbafb9e
761	20,481	19.3471119	-99.1328077	19.4201355	-99.2181202	drop off	17,732	2,316	6.0	452	21620ea5749f2e0679a8c72c7fbafb9e
762	6,384	19.4266129	-99.2041609	19.4241407	-99.1649826	drop off	6,282	1,766	6.0	774	21620ea5749f2e0679a8c72c7fbafb9e
763	4,000	19.4280058	-99.1702226	19.438138100000003	-99.1810366	drop off	2,459	581	9.0	232	21620ea5749f2e0679a8c72c7fbafb9e
764	15,170	19.4137787	-99.1649223	19.3560000407	-99.2752685398	drop off	16,478	1,581	9.0	303	21620ea5749f2e0679a8c72c7fbafb9e
765		19.499203323099998	-99.231441915	19.4230746125	-99.17040158549999	not found			8.0		21620ea5749f2e0679a8c72c7fbafb9e
766	17,627	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,139	2,782	8.0	2,671	21620ea5749f2e0679a8c72c7fbafb9e
767	9,430	19.4230295	-99.17030909999998	19.4266129	-99.2041609	drop off	5,611	1,461	6.0	3,070	21620ea5749f2e0679a8c72c7fbafb9e
768	23,105	19.3560000407	-99.2752685398	19.4216895	-99.1743933	drop off	19,259	2,825	9.0	332	21620ea5749f2e0679a8c72c7fbafb9e
769	12,850	19.4268452722	-99.2045433384	19.3728286	-99.1737878	drop off	9,912	1,208	6.0	129	21620ea5749f2e0679a8c72c7fbafb9e
770	0	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
771	0	19.4266129	-99.2041609	19.4230295	-99.17030909999998	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
772	0	19.4266129	-99.2041609	19.4230295	-99.17030909999998	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
773	4,759	19.4280702	-99.1702618	19.424491	-99.151992	drop off	2,529	1,438	9.0	170	21620ea5749f2e0679a8c72c7fbafb9e
774	4,000	19.4230911	-99.1702686	19.4079596	-99.1717625	drop off	1,799	418	8.0	297	21620ea5749f2e0679a8c72c7fbafb9e
775	4,000	19.4217495697	-99.1744543612	19.4413799	-99.1839265	drop off	2,487	690	8.0	251	21620ea5749f2e0679a8c72c7fbafb9e
776	0	19.4405277	-99.1766564	19.4403135	-99.1841112	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
777	4,000	19.4230911	-99.1702686	19.4255212	-99.1783842	drop off	1,215	457	8.0	493	21620ea5749f2e0679a8c72c7fbafb9e
778	4,000	19.4255212	-99.1783842	19.4230911	-99.1702686	drop off	2,894	356	6.0	392	21620ea5749f2e0679a8c72c7fbafb9e
779	10,049	19.4231216	-99.17030909999998	19.4266129	-99.2041609	drop off	4,765	1,924	6.0	2,459	21620ea5749f2e0679a8c72c7fbafb9e
780	4,268	19.438138100000003	-99.1810366	19.4227491	-99.1749373	drop off	3,111	1,125	9.0	846	21620ea5749f2e0679a8c72c7fbafb9e
781	4,597	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,324	622	9.0	286	21620ea5749f2e0679a8c72c7fbafb9e
782	0	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
783	4,000	19.421608300000006	-99.17429	19.4413561	-99.1838485	drop off	2,636	545	6.0	282	21620ea5749f2e0679a8c72c7fbafb9e
784	0	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
785	4,086	19.4413561	-99.1838485	19.4227491	-99.1749373	drop off	3,725	1,407	6.0	986	21620ea5749f2e0679a8c72c7fbafb9e
786	0	19.4218535987	-99.1743856296	19.4405277	-99.1766564	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
787	5,209	19.4266129	-99.2041609	19.4231216	-99.17030909999998	drop off	6,686	2,470	6.0	980	21620ea5749f2e0679a8c72c7fbafb9e
788	0	19.422793	-99.1749806	19.438138100000003	-99.1810366	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
789	16,828	19.4232104	-99.1746906	19.4254701	-99.1693741	drop off	16,468	1,927	9.0	306	21620ea5749f2e0679a8c72c7fbafb9e
790	4,616	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,311	614	9.0	526	21620ea5749f2e0679a8c72c7fbafb9e
791	17,962	19.4990860485	-99.231512826	19.4414111	-99.1837011	drop off	12,550	3,091	7.0	2,328	21620ea5749f2e0679a8c72c7fbafb9e
792	4,225	19.4381425	-99.1809501	19.4227491	-99.1749373	drop off	3,123	1,336	9.0	854	21620ea5749f2e0679a8c72c7fbafb9e
793	4,000	19.377064469	-99.2549822919	19.364365600000006	-99.2672613	drop off	2,390	427	8.0	429	21620ea5749f2e0679a8c72c7fbafb9e
794	0	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
795	4,000	19.364365600000006	-99.2672613	19.3772193	-99.2545027	drop off	3,175	600	8.0	924	21620ea5749f2e0679a8c72c7fbafb9e
796	0	19.4266129	-99.2041609	19.4229769	-99.1704388	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
797	0	19.3772193	-99.2545027	19.422973	-99.170483	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
798	4,000	19.4218045881	-99.17441245170001	19.4405277	-99.1766564	drop off	2,763	362	9.0	361	21620ea5749f2e0679a8c72c7fbafb9e
799	4,000	19.423038326900002	-99.1749448118	19.4230911	-99.1702686	drop off	622	436	8.0	142	21620ea5749f2e0679a8c72c7fbafb9e
800	0	19.3560000407	-99.2752685398	19.4227491	-99.1749373	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
801	0	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
802	4,000	19.4230911	-99.1702686	19.4413799	-99.1839265	drop off	4,302	984	8.0	1,364	21620ea5749f2e0679a8c72c7fbafb9e
803	10,617	19.4231216	-99.17030909999998	19.4266129	-99.2041609	drop off	6,983	2,207	6.0	2,730	21620ea5749f2e0679a8c72c7fbafb9e
804	4,259	19.438138100000003	-99.1810366	19.4227491	-99.1749373	drop off	4,913	1,387	8.0	1,086	21620ea5749f2e0679a8c72c7fbafb9e
805	18,013	19.3560000407	-99.2752685398	19.4227491	-99.1749373	drop off	15,626	3,119	9.0	418	21620ea5749f2e0679a8c72c7fbafb9e
806	4,000	19.4413799	-99.1839265	19.4231033325	-99.1748778149	drop off	3,634	1,455	8.0	238	21620ea5749f2e0679a8c72c7fbafb9e
807	6,483	19.423126	-99.1702226	19.4413561	-99.1838485	drop off	5,083	1,705	6.0	547	21620ea5749f2e0679a8c72c7fbafb9e
808	4,000	19.421526966400002	-99.1741546243	19.4413561	-99.1838485	drop off	2,572	575	6.0	948	21620ea5749f2e0679a8c72c7fbafb9e
809	4,000	19.421849172	-99.1743537784	19.4405277	-99.1766564	drop off	2,801	576	9.0	385	21620ea5749f2e0679a8c72c7fbafb9e
810	4,000	19.422793	-99.1749806	19.438138100000003	-99.1810366	drop off	2,953	677	8.0	344	21620ea5749f2e0679a8c72c7fbafb9e
811	0	19.423038326900002	-99.1749448118	19.4230911	-99.1702686	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
812	14,137	19.423038326900002	-99.1749448118	19.3560000407	-99.2752685398	drop off	15,206	1,123	9.0	349	21620ea5749f2e0679a8c72c7fbafb9e
813	10,905	19.4229769	-99.1704388	19.4266129	-99.2041609	drop off	4,785	2,521	6.0	2,750	21620ea5749f2e0679a8c72c7fbafb9e
814		19.438138100000003	-99.1810366	19.4227491	-99.1749373	not found			8.0		21620ea5749f2e0679a8c72c7fbafb9e
815	17,522	19.422973	-99.170483	19.3772193	-99.2545027	drop off	11,450	4,294	8.0	2,431	21620ea5749f2e0679a8c72c7fbafb9e
816	4,000	19.4413516984	-99.183582589	19.4227491	-99.1749373	drop off	3,121	1,134	9.0	133	21620ea5749f2e0679a8c72c7fbafb9e
817	4,000	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,615	959	9.0	562	21620ea5749f2e0679a8c72c7fbafb9e
818	4,196	19.3591670605	-99.2704596743	19.3769093949	-99.2549008504	drop off	3,355	607	9.0	206	21620ea5749f2e0679a8c72c7fbafb9e
819	0	19.4266129	-99.2041609	19.4230911	-99.1702686	rider cancel	0	0	7.0		21620ea5749f2e0679a8c72c7fbafb9e
820	4,000	19.4228107259	-99.1748660803	19.4150444946	-99.17013384389999	drop off	1,826	1,344	7.0	425	21620ea5749f2e0679a8c72c7fbafb9e
821	0	19.4279146361	-99.16998355129999	19.4192562	-99.1672493	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
822	0	19.4190188631	-99.16715104129999	19.3560000407	-99.2752685398	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
823	11,795	19.4231172	-99.1703956	19.4547225	-99.2191233	drop off	10,102	1,111	6.0	379	21620ea5749f2e0679a8c72c7fbafb9e
824	0	19.4217745493	-99.1744154692	19.4405277	-99.1766564	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
825	4,966	19.4266129	-99.2041609	19.4231172	-99.1703956	drop off	6,561	2,683	7.0	1,182	21620ea5749f2e0679a8c72c7fbafb9e
826	4,000	19.4230911	-99.1702686	19.424491	-99.151992	drop off	2,341	860	8.0	528	21620ea5749f2e0679a8c72c7fbafb9e
827	4,000	19.423038776600002	-99.17494507299999	19.4230911	-99.1702686	drop off	609	371	8.0	260	21620ea5749f2e0679a8c72c7fbafb9e
828	0	19.423038776600002	-99.17494507299999	19.4269989	-99.1667057	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
829	0	19.428611	-99.161667	19.4190233	-99.1674073	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
830	0	19.4284382	-99.1628389	19.4190233	-99.1674073	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
831	4,000	19.4247651	-99.1542024	19.414062	-99.164226	drop off	2,503	383	8.0	484	21620ea5749f2e0679a8c72c7fbafb9e
832	4,000	19.428611	-99.161667	19.4190233	-99.1674073	drop off	2,396	487	9.0	997	21620ea5749f2e0679a8c72c7fbafb9e
833	4,000	19.418715	-99.16641640000002	19.4231172	-99.1703956	drop off	1,014	354	6.0	139	21620ea5749f2e0679a8c72c7fbafb9e
834	4,000	19.4230990892	-99.1703241876	19.4405277	-99.1766564	drop off	2,659	800	8.0	93	21620ea5749f2e0679a8c72c7fbafb9e
835	4,000	19.3560000407	-99.2752685398	19.3609733	-99.2742686	drop off	1,584	452	9.0	135	21620ea5749f2e0679a8c72c7fbafb9e
836	4,000	19.3620676829	-99.27629347889999	19.3560000407	-99.2752685398	drop off	2,945	487	9.0	240	21620ea5749f2e0679a8c72c7fbafb9e
837	4,000	19.4405277	-99.1766564	19.439331	-99.20226	drop off	3,277	666	9.0	371	21620ea5749f2e0679a8c72c7fbafb9e
838	4,329	19.4313292	-99.1850043	19.4201223	-99.1673303	drop off	2,787	574	8.0	126	21620ea5749f2e0679a8c72c7fbafb9e
839	4,394	19.4405277	-99.1766564	19.4201223	-99.1673303	drop off	3,000	475	9.0	333	21620ea5749f2e0679a8c72c7fbafb9e
840	4,000	19.4201223	-99.1673303	19.4405277	-99.1766564	drop off	3,668	576	9.0	160	21620ea5749f2e0679a8c72c7fbafb9e
841	0	19.3596409062	-99.270504266	19.439331	-99.20226	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
842	6,576	19.4405277	-99.1766564	19.404766100000003	-99.1732063	drop off	5,608	858	9.0	268	21620ea5749f2e0679a8c72c7fbafb9e
843	6,373	19.4059053935	-99.1715961322	19.4405277	-99.1766564	drop off	5,495	819	9.0	382	21620ea5749f2e0679a8c72c7fbafb9e
844	16,964	19.3559405	-99.2762526	19.438138100000003	-99.1810366	drop off	17,281	1,673	9.0	1,241	21620ea5749f2e0679a8c72c7fbafb9e
845	10,228	19.4231172	-99.1703956	19.4266129	-99.2041609	drop off	8,094	1,930	7.0	2,538	21620ea5749f2e0679a8c72c7fbafb9e
846	4,000	19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	drop off	3,500	905	9.0	317	21620ea5749f2e0679a8c72c7fbafb9e
847	4,131	19.4413561	-99.1838485	19.4227491	-99.1749373	drop off	3,465	792	6.0	291	21620ea5749f2e0679a8c72c7fbafb9e
848	0	19.4217720198	-99.1744355857	19.4405277	-99.1766564	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
849	5,125	19.4266129	-99.2041609	19.4231172	-99.1703956	drop off	3,895	1,216	7.0	1,195	21620ea5749f2e0679a8c72c7fbafb9e
850	4,000	19.3560000407	-99.2752685398	19.4227491	-99.1749373	rider cancel	814	251	9.0	640	21620ea5749f2e0679a8c72c7fbafb9e
851	0	19.4259685414	-99.17883440850001	19.3884772	-99.1738004	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
852	0	19.4201209	-99.1692955	19.4227861	-99.1748915	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
853	4,000	19.4218504368	-99.1744325683	19.4403135	-99.1841112	drop off	2,498	983	9.0	352	21620ea5749f2e0679a8c72c7fbafb9e
854	6,802	19.3884299	-99.1745047	19.4254358	-99.1784349	drop off	5,458	1,971	6.0	1,474	21620ea5749f2e0679a8c72c7fbafb9e
855	0	19.4382501433	-99.1753331199	19.4322669	-99.1546509	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
856	0	19.4382501433	-99.1753331199	19.4322669	-99.1546509	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
857		19.3769093949	-99.2549008504	19.3591670605	-99.2704596743	not found			9.0		21620ea5749f2e0679a8c72c7fbafb9e
858	4,000	19.4227491	-99.1749373	19.4201209	-99.1692955	drop off	993	413	6.0	366	21620ea5749f2e0679a8c72c7fbafb9e
859	17,408	19.4230911	-99.1702686	19.4990860485	-99.231512826	drop off	13,144	3,255	7.0	478	21620ea5749f2e0679a8c72c7fbafb9e
