Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
1998.07.06.a,1998,Unprovoked,SOUTH AFRICA,N,3.5
1998.06.28.a,1998,Unprovoked,AUSTRALIA,Y,2.25
1998.06.22,1998,Unprovoked,SOUTH AFRICA,Y,3.0
1998.06.08,1998,Unprovoked,USA,N,2.75
1998.06.05,1998,Unprovoked,SOUTH AFRICA,N,5.0
1998.05.30,1998,Unprovoked,SOUTH AFRICA,N,4.0
1998.05.29.b,1998,Unprovoked,SOUTH AFRICA,N,3.5
1998.05.29.a,1998,Unprovoked,SOUTH AFRICA,N,2.8003003003003
1998.05.25,1998,Unprovoked,USA,N,2.5
1998.05.16.c,1998,Unprovoked,USA,N,2.5
1998.05.16.b,1998,Unprovoked,USA,N,3.0
1998.05.16.a,1998,Unprovoked,SOUTH AFRICA,N,2.5
1998.04.26,1998,Unprovoked,MOZAMBIQUE,Y,3.0
1998.04.21,1998,Unprovoked,USA,N,2.5
1998.04.17,1998,Provoked,USA,N,3.25
1998.04.01,1998,Unprovoked,BRAZIL,Y,5.5
1998.04.00,1998,Unprovoked,NEW CALEDONIA,N,8.0
1998.03.31,1998,Unprovoked,USA,N,3.5
1998.03.15,1998,Unprovoked,SOUTH AFRICA,N,2.5
1998.03.08.a,1998,Unprovoked,USA,N,2.8003003003003
1998.02.23,1998,Unprovoked,USA,N,3.5
1998.01.28.R ,1998,0,AUSTRALIA,Y,3.0
1998.01.28.a,1998,Unprovoked,NEW CALEDONIA,N,4.5
1998.01.25.b,1998,Unprovoked,REUNION,Y,5.3003003003003
1998.01.25.a,1998,Unprovoked,SOUTH AFRICA,N,4.0
1998.01.17,1998,Unprovoked,AUSTRALIA,N,4.3003003003003
1998.01.14,1998,Unprovoked,MOZAMBIQUE,N,2.5
1998.00.00.c,1998,Unprovoked,SOUTH AFRICA,Y,4.95045045045045
1998.00.00.b,1998,Unprovoked,REUNION,Y,8.45045045045045
1998.00.00.a,1998,Unprovoked,USA,N,4.95045045045045
1997.12.28.b,1997,Unprovoked,SOUTH AFRICA,Y,2.5
1997.12.28.a,1997,Unprovoked,SOUTH AFRICA,N,5.0
1997.12.25.b,1997,0,USA,N,3.5
1997.12.25.a,1997,Unprovoked,USA,N,4.0
1997.11.09,1997,Unprovoked,AUSTRALIA,N,2.8003003003003
1997.11.05.R,1997,Unprovoked,USA,N,4.3003003003003
1997.11.05,1997,0,AUSTRALIA,Y,3.25
1997.10.28.b,1997,Unprovoked,AUSTRALIA,N,3.25
1997.10.28.a,1997,Unprovoked,USA,N,2.25
1997.10.24,1997,Unprovoked,USA,N,2.5
1997.10.21,1997,Unprovoked,USA,N,2.5
1997.10.11.R,1997,Boat,SOUTH AFRICA,N,5.25
1997.10.04,1997,Unprovoked,USA,N,2.75
1997.09.16,1997,Unprovoked,BRAZIL,Y,4.0
1997.09.09,1997,Unprovoked,USA,N,3.5
1997.09.08,1997,Unprovoked,USA,N,4.3003003003003
1997.09.06,1997,Unprovoked,USA,N,3.0
1997.08.30,1997,Unprovoked,USA,N,3.0
1997.08.27,1997,Unprovoked,USA,N,3.0
1997.08.24,1997,Unprovoked,USA,N,2.5
1997.08.14.b,1997,0,MEXICO,Y,3.5
1997.08.14.a,1997,Unprovoked,MEXICO,Y,3.5
1997.08.11.c,1997,Unprovoked,USA,N,3.5
1997.08.11.b,1997,Unprovoked,EGYPT,N,4.0
1997.08.11.a,1997,Unprovoked,EGYPT,Y,3.5
1997.08.10,1997,Unprovoked,USA,N,3.5
1997.08.09,1997,Unprovoked,USA,N,4.5
1997.08.05,1997,Unprovoked,USA,N,4.0
1997.08.04,1997,Unprovoked,USA,N,4.5
1997.08.02.b,1997,Unprovoked,USA,N,2.5
1997.08.02.a,1997,Unprovoked,USA,N,2.5
1997.07.27,1997,Unprovoked,AUSTRALIA,N,3.0
1997.07.21,1997,Unprovoked,SOUTH AFRICA,Y,2.5
1997.07.17,1997,Unprovoked,BRAZIL,N,5.5
1997.07.14,1997,Unprovoked,USA,N,2.8003003003003
1997.07.12,1997,Unprovoked,OKINAWA,Y,3.5
1997.07.02.R,1997,Unprovoked,BRAZIL,N,6.0
1997.06.24,1997,Unprovoked,USA,N,4.0
1997.06.15,1997,Unprovoked,FIJI,N,2.5
1997.06.09,1997,Unprovoked,USA,N,2.5
1997.06.07,1997,Unprovoked,BRAZIL,0,6.5
1997.06.02,1997,Unprovoked,USA,N,2.5
1997.05.31.c,1997,Unprovoked,USA,N,2.8003003003003
1997.05.31.b,1997,Unprovoked,USA,N,2.5
1997.05.31.a,1997,Unprovoked,USA,N,2.5
1997.05.26,1997,Unprovoked,BAHAMAS,N,3.5
1997.05.17,1997,Unprovoked,BAHAMAS,N,4.3003003003003
1997.04.20,1997,Unprovoked,BRAZIL,N,4.0
1997.02.28.b,1997,Unprovoked,AUSTRALIA,N,3.5
1997.02.28.a,1997,Unprovoked,AUSTRALIA,N,2.8003003003003
1997.02.21,1997,Unprovoked,USA,0,6.0
1997.02.20,1997,Unprovoked,REUNION,N,6.0
1997.02.03,1997,Boat,AUSTRALIA,N,3.75
1997.01.25,1997,Unprovoked,AUSTRALIA,N,2.5
1997.01.20,1997,Unprovoked,AUSTRALIA,Y,2.25
1997.01.03.a,1997,Unprovoked,REUNION,Y,5.5
1997.01.01,1997,Boat,AUSTRALIA,N,5.75
1996.12.29,1996,Unprovoked,AUSTRALIA,0,4.0
1996.12.10,1996,Unprovoked,SOUTH AFRICA,N,3.5
1996.12.00.b,1996,Unprovoked,NEW CALEDONIA,Y,6.75
1996.12.00.a,1996,Unprovoked,NEW CALEDONIA,N,5.5
1996.11.29.a,1996,Unprovoked,USA,N,2.5
1996.11.18,1996,Unprovoked,USA,N,3.0
1996.10.28.b,1996,Unprovoked,BRAZIL,N,6.0
1996.10.28.a,1996,Unprovoked,BRAZIL,N,5.0
1996.10.09,1996,Unprovoked,OKINAWA,Y,5.5
1996.10.05.,1996,Unprovoked,USA,N,2.5
1996.10.03.b,1996,Unprovoked,USA,N,2.5
1996.10.03.a,1996,Unprovoked,USA,N,2.5
1996.10.00,1996,Unprovoked,BRAZIL,N,7.0
1996.09.18,1996,Unprovoked,USA,N,3.0
1996.09.06.b,1996,Unprovoked,NEW ZEALAND,N,2.5
1996.09.06.a,1996,Unprovoked,USA,N,2.25
1996.09.02.b,1996,Unprovoked,USA,N,3.5
1996.09.02.a,1996,Unprovoked,USA,N,3.0
1996.09.01.b,1996,0,USA,N,3.3003003003003
1996.09.01.a,1996,Provoked,SOUTH AFRICA,N,2.5
1996.08.29,1996,Unprovoked,USA,N,2.5
1996.08.13,1996,Unprovoked,USA,N,2.25
1996.08.11,1996,Unprovoked,USA,N,2.25
1996.07.26,1996,Unprovoked,USA,N,3.5
1996.07.23.b,1996,Unprovoked,OKINAWA,Y,3.75
1996.07.23.a,1996,Unprovoked,EGYPT / ISRAEL,N,3.5
1996.07.21,1996,Unprovoked,USA,N,3.5
1996.07.20,1996,Unprovoked,USA,N,3.5
1996.07.14,1996,Unprovoked,USA,0,7.0
1996.07.10,1996,Unprovoked,USA,N,3.0
1996.07.04.b,1996,Unprovoked,USA,N,2.5
1996.07.04.a,1996,Unprovoked,BAHAMAS,N,5.0
1996.06.25,1996,Unprovoked,USA,N,3.3003003003003
1996.06.06,1996,Unprovoked,AUSTRALIA,N,3.5
1996.06.04,1996,Unprovoked,SOUTH AFRICA,N,5.0
1996.05.28,1996,Unprovoked,SOUTH AFRICA,N,3.0
1996.05.24,1996,0,AUSTRALIA,Y,3.25
1996.05.18,1996,Unprovoked,USA,N,2.5
1996.05.10,1996,Unprovoked,SOUTH KOREA,Y,5.0
1996.05.07,1996,Unprovoked,USA,N,2.5
1996.04.28.b,1996,Unprovoked,USA,0,6.0
1996.04.25.b,1996,Unprovoked,AUSTRALIA,N,3.5
1996.04.25.a,1996,Unprovoked,AUSTRALIA,N,3.5
1996.04.07,1996,Unprovoked,BRAZIL,Y,5.0
1996.03.05,1996,Unprovoked,AUSTRALIA,N,2.5
1996.03.00,1996,Unprovoked,AUSTRALIA,N,4.0
1996.02.26,1996,Unprovoked,AUSTRALIA,N,2.8003003003003
1996.02.19.R,1996,Provoked,USA,N,3.25
1996.02.10.c,1996,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1996.02.10.b,1996,Unprovoked,PAPUA NEW GUINEA,N,6.5
1996.02.10.a,1996,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1996.02.05,1996,Sea Disaster,DOMINICAN REPUBLIC,Y,6.0
1996.02.04,1996,Unprovoked,AUSTRALIA,N,3.3003003003003
1996.01.23,1996,Provoked,USA,N,3.25
1996.01.22,1996,Unprovoked,AUSTRALIA,N,3.5
1996.01.16,1996,Unprovoked,USA,N,2.5
1996.01.14.b,1996,Unprovoked,AUSTRALIA,0,7.5
1996.01.12,1996,Boat,AUSTRALIA,N,4.25
1996.01.10,1996,Unprovoked,REUNION,Y,3.0
1996.00.00.b,1996,Unprovoked,FIJI,Y,6.45045045045045
1996.00.00.a,1996,Unprovoked,USA,N,6.45045045045045
1995.12.18,1995,Unprovoked,USA,0,6.0
1995.11.29,1995,Unprovoked,NEW ZEALAND,N,4.5
1995.11.25.b,1995,0,USA,N,4.5
1995.11.25.a,1995,Unprovoked,NORTHERN ARABIAN SEA,N,6.75
1995.11.17,1995,Unprovoked,AUSTRALIA,N,5.0
1995.10.28.R,1995,Unprovoked,USA,N,5.0
1995.10.21,1995,Unprovoked,USA,N,4.0
1995.10.11,1995,Unprovoked,AUSTRALIA,N,2.5
1995.10.01,1995,Unprovoked,USA,N,2.5
1995.09.30.b,1995,Unprovoked,USA,N,2.8003003003003
1995.09.30.a,1995,Unprovoked,USA,N,4.0
1995.09.28,1995,Unprovoked,USA,N,2.5
1995.09.19.,1995,Unprovoked,USA,N,3.5
1995.09.17,1995,Unprovoked,USA,N,3.0
1995.09.16,1995,Unprovoked,REUNION,Y,6.0
1995.09.13,1995,Unprovoked,USA,Y,3.5
1995.09.11,1995,Unprovoked,AUSTRALIA,Y,2.25
1995.09.03.b,1995,Unprovoked,USA,N,2.25
1995.09.03.a,1995,0,USA,N,4.0
1995.08.31.b,1995,Unprovoked,USA,N,3.5
1995.08.31.a,1995,Unprovoked,USA,N,4.0
1995.08.27,1995,Unprovoked,BRAZIL,N,5.0
1995.08.26/b,1995,Unprovoked,USA,N,2.5
1995.08.26.a,1995,Unprovoked,USA,N,2.5
1995.08.25,1995,Unprovoked,USA,N,2.8003003003003
1995.08.22.c,1995,Unprovoked,USA,N,2.8003003003003
1995.08.22.a,1995,Unprovoked,USA,N,2.5
1995.08.21,1995,Unprovoked,USA,N,6.5
1995.08.19,1995,Unprovoked,TONGA,N,2.5
1995.08.15,1995,Unprovoked,USA,N,2.5
1995.08.13.a,1995,0,USA,Y,3.25
1995.08.10.b,1995,Unprovoked,USA,N,3.5
1995.08.10.a,1995,Unprovoked,USA,N,3.5
1995.08.07,1995,Unprovoked,USA,N,2.5
1995.08.01,1995,0,TONGA,N,4.25
1995.08.00,1995,0,USA,N,4.5
1995.07.28.e,1995,Unprovoked,USA,N,4.5
1995.07.28.d,1995,Unprovoked,USA,N,4.5
1995.07.28.c,1995,Unprovoked,USA,N,3.0
1995.07.28.b,1995,Unprovoked,USA,N,3.0
1995.07.28.a,1995,Unprovoked,USA,N,4.5
1995.07.24,1995,Unprovoked,USA,N,4.5
1995.07.23,1995,Unprovoked,USA,N,4.5
1984.11.08,1984,Unprovoked,SOUTH AFRICA,N,3.0
1995.07.07,1995,Unprovoked,BRAZIL,Y,4.5
1995.07.06,1995,Unprovoked,USA,N,4.0
1995.07.03,1995,Provoked,USA,N,3.25
1995.07.00,1995,Provoked,USA,N,5.0
1995.06.30,1995,Unprovoked,USA,N,2.5
1995.06.24,1995,Unprovoked,USA,N,5.0
1995.06.23,1995,Unprovoked,USA,N,3.5
1995.06.17.b,1995,Unprovoked,USA,N,5.0
1995.06.17.a,1995,Unprovoked,USA,N,2.5
1995.06.16,1995,Unprovoked,USA,N,2.5
1995.06.14,1995,Unprovoked,USA,N,2.25
1995.06.13,1995,Unprovoked,HONG KONG,Y,3.5
1995.06.02,1995,Unprovoked,HONG KONG,Y,2.5
1995.05.31,1995,Unprovoked,HONG KONG,Y,5.0
1995.05.26,1995,Unprovoked,USA,N,3.5
1995.05.24,1995,Unprovoked,FIJI,Y,3.25
1995.05.18,1995,Unprovoked,AUSTRALIA,0,7.5
1995.05.12,1995,Unprovoked,SOUTH KOREA,Y,4.5
1995.04.16,1995,0,USA,N,3.0
1995.04.13,1995,Unprovoked,USA,N,3.0
1995.04.09.b,1995,Unprovoked,AUSTRALIA,N,4.5
1995.04.09.a,1995,Unprovoked,JAPAN,Y,2.5
1995.03.21,1995,Unprovoked,AUSTRALIA,N,5.0
1995.03.11,1995,Unprovoked,AUSTRALIA,N,2.5
1995.03.05,1995,Unprovoked,BRAZIL,Y,5.8003003003003
1995.02.19,1995,Unprovoked,SOUTH AFRICA,N,2.5
1995.02.00,1995,Unprovoked,VENEZUELA,N,7.0
1995.01.24,1995,Unprovoked,SOUTH AFRICA,Y,2.0
1995.01.02,1995,Unprovoked,BRAZIL,N,4.0
1995.00.00.e,1995,0,SOUTH AFRICA,N,6.20045045045045
1995.00.00.d,1995,Provoked,AUSTRALIA,N,5.20045045045045
1995.00.00.c,1995,0,USA,Y,5.70045045045045
1995.00.00.b,1995,Unprovoked,USA,0,6.95045045045045
1994.12.30,1994,Unprovoked,SOUTH AFRICA,N,2.5
1994.12.18,1994,Unprovoked,USA,N,5.5
1994.12.13,1994,Unprovoked,BRAZIL,N,5.0
1994.12.11,1994,Unprovoked,BRAZIL,N,5.5
1994.12.10,1994,Unprovoked,VANUATU,0,8.0
1994.12.09.b,1994,0,AUSTRALIA,N,4.0
1994.12.09.a,1994,Unprovoked,USA,Y,2.25
1994.12.01,1994,Unprovoked,BRAZIL,Y,5.0
1994.11.25.a,1994,Unprovoked,SOUTH AFRICA,N,4.5
1994.11.13,1994,Unprovoked,USA,N,2.5
1994.11.06.a,1994,Unprovoked,USA,N,5.5
1994.10.18,1994,Unprovoked,BRAZIL,N,6.5
1994.10.17,1994,Unprovoked,BRAZIL,N,5.0
1994.10.08,1994,Provoked,USA,N,2.25
1994.10.05,1994,Unprovoked,USA,N,3.0
1994.09.26,1994,Unprovoked,USA,N,4.0
1994.09.21,1994,Unprovoked,USA,N,2.5
1994.09.11.R,1994,Sea Disaster,USA,Y,4.5
1994.09.05,1994,Unprovoked,USA,N,2.5
1994.08.22,1994,Unprovoked,JAPAN,N,6.0
1994.07.24,1994,Unprovoked,BRAZIL,N,4.0
1994.07.09.d,1994,Unprovoked,BRAZIL,Y,5.0
1994.07.09.c,1994,Unprovoked,REUNION,Y,2.5
1994.07.09.b,1994,Unprovoked,SOUTH AFRICA,Y,2.5
1994.07.09.a,1994,Unprovoked,SOUTH AFRICA,N,2.5
1994.07.08.b,1994,Unprovoked,BRAZIL,N,5.0
1994.07.08.a,1994,Unprovoked,USA,N,2.5
1994.06.24,1994,Unprovoked,BAHAMAS,N,2.5
1994.05.31.b,1994,Unprovoked,USA,N,3.0
1994.05.31.a,1994,Unprovoked,USA,N,2.5
1994.05.28,1994,Unprovoked,USA,N,3.5
1994.05.24,1994,Unprovoked,USA,N,4.0
1994.05.23,1994,Unprovoked,USA,N,3.3003003003003
1994.05.15,1994,Unprovoked,USA,N,2.5
1994.04.16,1994,0,USA,Y,3.25
1994.04.15,1994,Unprovoked,REUNION,Y,6.5
1994.04.06,1994,Unprovoked,BAHAMAS,N,3.5
1994.04.03,1994,Unprovoked,USA,N,3.0
1994.04.02,1994,Unprovoked,SOUTH AFRICA,Y,4.5
1994.03.23.b,1994,Unprovoked,CHILE,N,3.5
1994.03.23.a,1994,Unprovoked,CHILE,N,4.5
1994.03.07,1994,Provoked,USA,N,4.25
1994.03.01,1994,Unprovoked,BRAZIL,N,3.5
1994.02.27,1994,Unprovoked,SOUTH AFRICA,N,3.5
1994.02.19,1994,Unprovoked,USA,N,2.5
1994.02.13,1994,Provoked,USA,N,4.25
1994.02.12,1994,Unprovoked,SOUTH AFRICA,N,2.5
1994.02.00,1994,Unprovoked,NEW CALEDONIA,Y,6.0
1994.01.31.b,1994,Unprovoked,BRAZIL,N,5.5
1994.01.31.a,1994,Unprovoked,USA,Y,4.5
1994.01.30,1994,Unprovoked,SOUTH AFRICA,N,3.0
1994.01.12.R,1994,Boat,AUSTRALIA,N,4.75
1994.01.09,1994,Unprovoked,AUSTRALIA,N,3.5
1994.01.03,1994,Unprovoked,SOUTH AFRICA,N,2.5
1994.00.00.b,1994,Unprovoked,HONG KONG,N,7.45045045045045
1994.00.00.a,1994,Unprovoked,USA,N,6.45045045045045
1993.12.00,1993,Unprovoked,USA,Y,4.5
1993.11.28,1993,Unprovoked,USA,N,4.0
1993.11.21,1993,Unprovoked,AUSTRALIA,Y,2.5
1993.11.12,1993,Unprovoked,USA,N,4.0
1993.11.00,1993,Unprovoked,SOMALIA,Y,5.5
1993.10.30,1993,Unprovoked,USA,N,2.5
1993.10.26,1993,Unprovoked,USA,N,2.5
1993.10.10,1993,Boat,USA,N,2.5
1993.10.00,1993,Unprovoked,USA,N,6.5
1993.09.30,1993,Unprovoked,SOMALIA,Y,4.5
1993.09.26,1993,Unprovoked,SOUTH AFRICA,N,2.5
1993.09.16.b,1993,Unprovoked,EL SALVADOR,N,4.5
1993.09.16.a,1993,Unprovoked,EL SALVADOR,Y,4.0
1993.09.14,1993,Unprovoked,USA,N,3.5
1993.09.09,1993,Unprovoked,USA,N,4.0
1993.09.03,1993,Unprovoked,SPAIN,N,2.5
1993.08.21,1993,Unprovoked,BAHAMAS,N,2.5
1993.08.19.R,1993,Unprovoked,USA,N,5.0
1993.08.19,1993,Unprovoked,USA,N,4.0
1993.08.15.b,1993,Boat,USA,N,4.75
1993.08.15.a,1993,Unprovoked,USA,N,2.5
1993.08.14,1993,Boat,AUSTRALIA,N,5.75
1993.08.12,1993,Unprovoked,USA,N,3.0
1993.08.00.b,1993,Unprovoked,NEW CALEDONIA,Y,5.0
1993.08.00.a,1993,Boat,EL SALVADOR,Y,6.0
1993.07.30,1993,Unprovoked,SOUTH AFRICA,N,2.5
1993.07.07,1993,Unprovoked,USA,N,2.5
1993.06.30,1993,Unprovoked,BRAZIL,Y,5.0
1993.06.29,1993,Unprovoked,REUNION,N,4.0
1993.06.11.b,1993,Unprovoked,HONG KONG,Y,3.0
1993.06.11.a,1993,Unprovoked,MEXICO,Y,3.0
1993.06.10,1993,Unprovoked,USA,N,2.5
1993.06.09,1993,Unprovoked,AUSTRALIA,Y,2.5
1993.06.05,1993,Unprovoked,AUSTRALIA,Y,2.5
1993.06.01,1993,Unprovoked,HONG KONG,Y,4.0
1993.06.00,1993,Unprovoked,USA,N,2.8003003003003
1993.05.00.b,1993,Unprovoked,HONG KONG,Y,6.5
1993.05.00.a,1993,Unprovoked,SOMALIA,Y,5.5
1993.04.00,1993,0,AUSTRALIA,N,4.0
1993.03.27,1993,Unprovoked,BRAZIL,N,5.5
1993.03.22,1993,Unprovoked,USA,N,3.0
1993.03.17,1993,Unprovoked,JAPAN,N,5.5
1993.03.14,1993,Unprovoked,USA,N,2.5
1993.03.12,1993,Unprovoked,USA,N,2.5
1993.03.00,1993,Unprovoked,NEW CALEDONIA,N,6.0
1993.02.19,1993,Sea Disaster,TONGA,N,4.0
1993.02.18,1993,Sea Disaster,TONGA,N,3.8003003003003
1993.02.04,1993,Provoked,AUSTRALIA,N,2.25
1993.01.23,1993,Unprovoked,BRAZIL,N,4.0
1993.01.05,1993,Unprovoked,AUSTRALIA,N,2.5
1993.01.04,1993,Boat,CARIBBEAN SEA,N,4.5
1993.01.02,1993,Unprovoked,USA,N,2.5
1993.00.00.d,1993,Unprovoked,ANGOLA,N,5.95045045045045
1993.00.00.c,1993,Unprovoked,SOMALIA,Y,7.5
1993.00.00.b,1993,Unprovoked,TONGA,N,5.95045045045045
1993.00.00.a,1993,Unprovoked,USA,N,6.95045045045045
1992.12.28,1992,Unprovoked,USA,N,2.8506006006006004
1992.12.23,1992,Unprovoked,USA,N,2.75
1992.11.29,1992,Unprovoked,USA,N,2.5
1992.11.25.a,1992,Unprovoked,USA,N,2.25
1992.11.23,1992,Unprovoked,USA,N,3.5
1992.11.14,1992,Boat,USA,N,2.5
1992.11.12.R,1992,Unprovoked,FIJI,N,4.5
1992.11.11,1992,Unprovoked,USA,N,2.5
1992.11.05.b,1992,Unprovoked,USA,N,3.0
1992.11.05.a,1992,Unprovoked,USA,Y,3.0
1992.10.29,1992,Unprovoked,USA,N,2.5
1992.10.22,1992,Unprovoked,USA,N,2.75
1992.10.15,1992,Unprovoked,AUSTRALIA,N,4.25
1992.10.11,1992,Unprovoked,BRAZIL,N,5.8003003003003
1992.10.01,1992,Unprovoked,AUSTRALIA,Y,2.5
1992.09.18,1992,Unprovoked,BRAZIL,N,4.3003003003003
1992.09.13,1992,Unprovoked,USA,N,2.5
1992.09.11,1992,Unprovoked,USA,N,3.0
1992.09.10,1992,Unprovoked,BRAZIL,Y,5.0
1992.09.00,1992,Unprovoked,USA,N,5.25
1992.08.29,1992,Unprovoked,BAHAMAS,N,3.5
1992.08.25,1992,Unprovoked,AUSTRALIA,N,2.5
1992.08.21,1992,0,USA,Y,4.0
1992.08.18,1992,Unprovoked,USA,N,2.5
1992.08.17,1992,Provoked,USA,N,3.25
1992.08.00,1992,0,USA,0,6.5
1992.07.23,1992,0,USA,Y,3.5
1992.07.21,1992,Unprovoked,USA,N,2.5
1992.07.08.b,1992,Unprovoked,BRAZIL,N,4.5
1992.07.08.a,1992,Unprovoked,BRAZIL,N,4.8003003003003
1992.06.28.b,1992,Unprovoked,BRAZIL,Y,5.0
1992.06.28.a,1992,Unprovoked,REUNION,Y,2.5
1992.06.19,1992,Unprovoked,VANUATU,N,3.75
1992.06.17,1992,Boat,JAPAN,N,4.5
1992.06.00,1992,Unprovoked,REUNION,N,7.5
1992.05.31,1992,0,USA,Y,3.25
1992.05.22,1992,Unprovoked,REUNION,Y,3.5
1992.05.00,1992,Unprovoked,MEXICO,N,5.0
1992.04.24,1992,Unprovoked,NEW ZEALAND,N,3.25
1992.04.09,1992,Unprovoked,SOUTH AFRICA,N,2.5
1992.03.28,1992,Unprovoked,USA,N,2.25
1992.03.10,1992,Unprovoked,AUSTRALIA,N,3.5
1992.03.08.c,1992,Unprovoked,JAPAN,Y,2.5
1992.03.08.b,1992,Boat,JAPAN,N,5.5
1992.03.08.a,1992,Unprovoked,USA,N,2.5
1992.02.19,1992,Unprovoked,USA,Y,3.3003003003003
1992.02.14,1992,Unprovoked,JAPAN,N,3.5
1992.02.09,1992,0,AUSTRALIA,N,2.5
1992.01.29.b,1992,Unprovoked,REUNION,N,3.5
1992.01.29.a,1992,Unprovoked,AUSTRALIA,N,2.5
1992.01.23,1992,Unprovoked,SOUTH AFRICA,N,2.5
1992.01.08,1992,Unprovoked,SOUTH AFRICA,N,2.5
1992.01.06,1992,Unprovoked,MAURITIUS,N,6.0
1992.01.03,1992,Unprovoked,JAPAN,N,5.5
1992.01.00,1992,0,JAPAN,N,6.0
1992.00.00,1992,Unprovoked,FIJI,Y,5.45045045045045
1991.12.04,1991,Unprovoked,USA,N,2.25
1991.11.26.b,1991,Unprovoked,USA,Y,2.25
1991.11.26.a,1991,Unprovoked,USA,N,3.5
1991.11.19,1991,Unprovoked,USA,Y,3.0
1991.11.14,1991,Provoked,USA,N,3.25
1991.11.00,1991,Unprovoked,AUSTRALIA,N,3.5
1991.10.12,1991,Unprovoked,USA,N,2.5
1991.10.05,1991,Unprovoked,USA,N,2.5
1991.09.19,1991,0,BAHAMAS,Y,3.0
1991.09.08,1991,Unprovoked,AUSTRALIA,Y,2.5
1991.08.30,1991,Provoked,AUSTRALIA,N,3.0503003003003
1991.08.26,1991,Unprovoked,USA,N,2.5
1991.08.12,1991,Unprovoked,USA,N,2.5
1991.08.09,1991,Provoked,USA,N,4.5
1991.07.30,1991,Boat,ITALY,N,2.5
1991.07.27,1991,Unprovoked,USA,N,3.5
1991.07.18,1991,Unprovoked,USA,N,3.25
1991.07.07,1991,Unprovoked,USA,N,3.0
1991.07.01.b,1991,Unprovoked,REUNION,N,2.5
1991.07.01.a,1991,Unprovoked,USA,N,2.5
1991.07.00,1991,Unprovoked,USA,N,3.5
1991.06.29,1991,Unprovoked,HONG KONG,Y,5.5
1991.06.28,1991,Unprovoked,HONG KONG,Y,5.5
1991.06.26,1991,Unprovoked,USA,N,3.0
1991.06.07.b,1991,Unprovoked,USA,N,2.5
1991.06.07.a,1991,Unprovoked,HONG KONG,Y,2.5
1991.05.26,1991,Unprovoked,USA,N,3.0
1991.05.19,1991,Unprovoked,SOUTH AFRICA,N,3.5
1991.04.24,1991,Provoked,BRAZIL,N,5.0503003003003
1991.04.16.b,1991,Provoked,USA,N,5.0
1991.04.16.a,1991,Unprovoked,USA,N,2.5
1991.04.03,1991,Unprovoked,USA,N,4.0
1991.03.03,1991,Unprovoked,AUSTRALIA,N,3.5
1991.02.24,1991,Unprovoked,USA,N,2.5
1991.02.12,1991,Unprovoked,SOUTH AFRICA,N,2.5
1991.01.19,1991,Unprovoked,AUSTRALIA,N,3.0
1991.01.09,1991,Unprovoked,AUSTRALIA,N,4.5
1991.01.00,1991,Unprovoked,AUSTRALIA,N,3.5
1990.12.26,1990,0,SOUTH AFRICA,N,5.5
1990.11.28,1990,Unprovoked,AUSTRALIA,N,3.5
1990.11.03,1990,Unprovoked,USA,N,3.5
1990.11.01,1990,Unprovoked,USA,N,2.5
1990.10.30.b,1990,Unprovoked,USA,N,2.5
1990.10.30.a,1990,Unprovoked,USA,N,3.0
1990.10.27,1990,Unprovoked,AUSTRALIA,N,3.0
1990.10.25,1990,Unprovoked,AUSTRALIA,N,4.5
1990.10.20,1990,Unprovoked,USA,N,2.5
1990.10.15,1990,Unprovoked,USA,N,2.5
1990.10.12,1990,Unprovoked,USA,N,2.5
1990.09.15,1990,Unprovoked,SOUTH AFRICA,N,2.5
1990.09.08,1990,Unprovoked,USA,N,1.75
1990.09.05,1990,Boat,USA,N,2.5
1990.08.30,1990,0,USA,Y,3.25
1990.08.28,1990,Unprovoked,USA,N,2.5
1990.08.19.b,1990,Unprovoked,USA,N,5.5
1990.08.19.a,1990,Unprovoked,USA,N,3.0
1990.07.22,1990,Unprovoked,USA,N,3.3003003003003
1990.07.08,1990,Unprovoked,USA,N,4.0
1990.06.24,1990,Unprovoked,SOUTH AFRICA,Y,2.5
1990.06.23,1990,Unprovoked,BAHAMAS,N,3.5
1990.05.13,1990,Provoked,SOUTH AFRICA,N,5.75
1990.05.10,1990,Unprovoked,AUSTRALIA,N,4.0
1990.05.06,1990,Unprovoked,SOUTH AFRICA,N,2.5
1990.04.14,1990,Unprovoked,SOUTH AFRICA,N,2.5
1990.04.09,1990,Unprovoked,AUSTRALIA,N,2.5
1990.04.08,1990,Unprovoked,AUSTRALIA,Y,4.0
1990.04.07,1990,Unprovoked,AUSTRALIA,N,5.0
1990.04.06,1990,Unprovoked,AUSTRALIA,N,3.5
1990.04.01,1990,Unprovoked,USA,N,3.75
1990.03.24,1990,Unprovoked,FIJI,N,5.0
1990.03.05,1990,Unprovoked,REUNION,N,3.5
1990.02.17,1990,Unprovoked,USA,Y,4.0
1990.02.05,1990,Unprovoked,USA,N,4.0
1990.01.12,1990,Unprovoked,USA,N,4.5
1990.00.00,1990,Unprovoked,USA,0,6.95045045045045
1989.12.19,1989,Provoked,USA,N,4.75
1989.12.03,1989,Unprovoked,AUSTRALIA,0,4.5
1989.12.02,1989,0,AUSTRALIA,Y,4.0
