,Year,Country,Area,Activity,Sex,Age,Fatal_Y_N
4837,1929,MEXICO,Tamaulipas,Swimming,M,,N
4838,1929,CAPE VERDE,Santiago Island,,F,,Y
4839,1929,USA,Florida,Fishing,M,,N
4841,1929,AUSTRALIA,Queensland,Diving for trepang,M,,N
4842,1929,AUSTRALIA,Queensland,Diving for trochus,M,,N
4843,1929,AUSTRALIA,Queensland,Standing in knee-deep water,M,19,N
4844,1929,AUSTRALIA,Torres Strait,,M,,Y
4845,1929,AUSTRALIA,Torres Strait,Swimming between boats,M,,Y
4846,1929,USA,Florida,Swimming,M,26,N
4847,1929,AUSTRALIA,Torres Strait,Bathing,M,,Y
4848,1929,AUSTRALIA,South Australia,Launching rowboat through the surf,M,9,N
4849,1929,AUSTRALIA,South Australia,Launching rowboat through the surf,M,12,N
4850,1929,AUSTRALIA,New South Wales,Body surfing,M,20,Y
4851,1929,AUSTRALIA,Western Australia,Canoeing,,,N
4852,1929,AUSTRALIA,New South Wales,Swimming,M,39,Y
4853,1929,AUSTRALIA,Queensland,Swimming,M,  ,Y
4854,1929,NEW ZEALAND,North Island,Bathing,F,,N
4855,1929,AUSTRALIA,New South Wales,Body surfing,M,14,Y
4856,1929,TURKEY,,Fishing boat,M,,Y
4857,1929,FIJI,Viti Levu Island,Diving for coins thrown from ship S.S. Moeraki,M,,Y
4858,1929,AUSTRALIA,New South Wales,Swimming,M,,N
4859,1929,AUSTRALIA,South Australia,"Wading, netting fish",M,,N
4861,1929,AUSTRALIA,New South Wales,,M,,N
4862,1929,USA,Florida,Hardhat diving ,M,27,N
4863,1928,AUSTRALIA,,Pearl diving,M,,N
4864,1928,USA,New Jersey,Fishing,M,,N
4865,1928,INDIA,,,M,24,N
4866,1928,USA,Virginia,"Sea Disaster, sinking of the  SS Vestris",M,,Y
4867,1928,PANAMA,Gulf of Panama,Swimming,M,17,Y
4868,1928,USA,Texas,Fishing,M,,N
4871,1928,ITALY,Tuscany,Boating,M,,N
4872,1928,USA,Florida,Swimming,M,,N
4874,1928,AUSTRALIA,Queensland,Fishing,M,,N
4875,1928,AUSTRALIA,New South Wales,Treading water,M,19,N
4876,1928,JAMAICA,,Diving,M,,Y
4877,1928,AUSTRALIA,Queensland,Bathing,M,15,N
4878,1928,AUSTRALIA,New South Wales,Standing in waist-deep water,M,28,Y
4879,1928,AUSTRALIA,Queensland,,M,,N
4880,1928,AUSTRALIA,Torres Strait,Pearl diving,M,,Y
4881,1928,COSTA RICA,Near Puntarenas,Swimming,F,,N
4882,1928,COSTA RICA,Near Puntarenas,Swimming,M,,N
4883,1928,AUSTRALIA,Torres Strait,Retrieving meat from a cage in the water,M,78,Y
4884,1928,USA,Florida,Swimming,,,Y
4885,1928,USA,Florida,Jumped overboard and swimming,M,,Y
4886,1928,SOUTH AFRICA,Eastern Cape Province,,F,,N
4887,1928,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,18,N
4888,1928,SOUTH AFRICA,KwaZulu-Natal,Standing,M,25,N
4889,1927,SOUTH AFRICA,Western Cape Province,Swimming,M,17,Y
4890,1927,AUSTRALIA,New South Wales,The steamer Tahiti collided with the ferry Greycliffe,,,Y
4891,1927,BRAZIL,Porto Seguro,Italian liner Principessa Mafalda sank,,,Y
4892,1927,AUSTRALIA,New South Wales,Riding horseback across the creek,M,,N
4893,1927,FIJI,,"Standing, collecting bananas",M,,N
4894,1927,AUSTRALIA,New South Wales,,,,N
4895,1927,PHILIPPINES,Luzon Island,Sea disaster,,,Y
4896,1927,AUSTRALIA,Queensland,Walking,M,,Y
4897,1927,AUSTRALIA,Torres Strait,Diving,M,,N
4898,1927,AUSTRALIA,Queensland,Pearl diving,M,,N
4899,1927,AUSTRALIA,New South Wales,Body surfing / treading water,M,17,N
4900,1927,NICARAGUA,Salinas Bay,Feeling the sharks teeth,M,,N
4901,1927,AUSTRALIA,Queensland,Attempting to rescue drowning man,M,,N
4902,1927,NEW ZEALAND,South Island,Fishing,M,70,N
4903,1927,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,,N
4904,1927,USA,California,Swimming,M,,N
4905,1927,AUSTRALIA,New South Wales,Swimming,M,15,Y
4906,1927,AUSTRALIA,New South Wales,Swimming,M,10,Y
4907,1927,AUSTRALIA,Torres Strait,Pearl diving,M,,N
4908,1926,AUSTRALIA,Torres Strait,Diving for trochus,M,,Y
4909,1926,AUSTRALIA,Torres Strait,Diving,M,,N
4910,1926,PAPUA NEW GUINEA,Central Province,Jumped into the water,M,,Y
4911,1926,AUSTRALIA,New South Wales,Bathing,M,17,N
4912,1926,BERMUDA,,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,,N
4913,1926,PAPUA NEW GUINEA,,Jumped out of canoe,M,,Y
4914,1926,USA,New Jersey,Swimming,M,18,Y
4915,1926,ITALY,Golfo di Genova in the Ligurian Sea,Swimming,M,20,Y
4916,1926,USA,New Jersey,Fishing,M,,N
4917,1926,USA,California,Swimming with dog near canning factory,M,15,N
4918,1926,SPAIN,Sants-Montjic,Bathing,M,,N
4919,1926,USA,Hawaii,Swimming,M,,Y
4920,1926,SOUTH ATLANTIC OCEAN,South of the Equator ,Fell overboard from SS Ripley Castle,M,26,N
4921,1926,USA,Hawaii,Swimming,F,,N
4922,1926,AUSTRALIA,South Australia,Swimming ,F,,Y
4923,1926,SOUTH AFRICA,Eastern Cape Province,Swimming,M,,N
4924,1926,AUSTRALIA,Victoria,,M,,N
4925,1926,MONACO,Bay of Monaco,,M,,Y
4926,1926,NEW ZEALAND,Cook Islands,Shark hoisted on board liner Tahiti,M,,N
4927,1926,SINGAPORE,,Dived onto shark from floating stage,F,,Y
4929,1925,AUSTRALIA,Western Australia,Floating on his back,M,55,Y
4930,1925,USA,Puerto Rico,,,,N
4931,1925,USA,Puerto Rico,,M,,N
4932,1925,SPAIN,Valencia ,Fishing,M,,N
4933,1925,ENGLAND,Isle of Wight,Fishing,M,,N
4934,1925,USA,South Carolina,Swimming,F,,N
4937,1925,AUSTRALIA,New South Wales,Bathing in waist-deep water,M,16,N
4938,1925,AUSTRALIA,New South Wales,Swimming,M,16,Y
4939,1925,PAPUA NEW GUINEA,Central Province,Swimming,M,A.M.,Y
4940,1925,USA,Florida,Swimming,M,,N
4941,1925,CANADA,Vancouver,"Diving, repairing water main at depth of 90'",M,,N
4942,1925,FIJI,Viti Levu Island,Diving for coins tossed from passenger ship,M,,N
4943,1924,MEXICO,Tamaulipas,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,Y
4944,1924,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean","Inebriated, woke from sleep and fell off deck into the water ",M,35,N
4945,1924,USA,Puerto Rico,Bathing,M,35,Y
4946,1924,FRENCH POLYNESIA,Tuamotus,Pearl diving,M,,N
4947,1924,AUSTRALIA,Victoria,Bathing,M,,N
4948,1924,USA,South Carolina,Standing,M,,N
4949,1924,ENGLAND,Dorset,Fishing for mackerel,M,,N
4950,1924,USA,California,Fishing,M,?    &   14,N
4951,1924,USA,Florida,Removing shark from a net,M,,N
4952,1924,AUSTRALIA,New South Wales,"Fishing, fell in water & swimming strongly to shore",M,20,Y
4953,1924,PANAMA,150 miles offshore,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,N
4954,1924,AUSTRALIA,Western Australia,Swimming ,M,,N
4955,1924,SOLOMON ISLANDS,Central Province,Swimming,M,,N
4956,1924,SPAIN,Galica,Fishing,,,N
4957,1924,AUSTRALIA,New South Wales,Bathing in 5' of water,F,30,N
4959,1924,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,22,Y
4960,1924,SOUTH AFRICA,Eastern Cape Province,Swimming,M,,N
4961,1924,AUSTRALIA,New South Wales,Had just dived into water & was swimming,M,16,Y
4962,1923,AUSTRALIA,New South Wales,Swimming,M,,N
4963,1923,AUSTRALIA,New South Wales,"Fishing, standing in waist-deep water",M,,Y
4964,1923,AUSTRALIA,Western Australia,Dry shelling,M,,Y
4965,1923,AUSTRALIA,New South Wales,Fishing,M,,Y
4966,1923,AUSTRALIA,New South Wales,Sailing,M,,Y
4967,1923,AUSTRALIA,New South Wales,Fishing,,,N
4968,1923,AUSTRALIA,Torres Strait,Pearl diving,M,,N
4969,1923,GUYANA,Demerara County,Fishing,M,,N
4970,1923,AUSTRALIA,Queensland,Diving for pearl,M,,N
4971,1923,AUSTRALIA,New South Wales,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,Y
4972,1923,MEXICO,Vera Cruz,Dismantling cable buoys of the cable ship All America,,,N
4973,1923,AUSTRALIA,Western Australia,Wading,M,,N
4974,1923,AUSTRALIA,Queensland,Diving?,M,,Y
4975,1923,AUSTRALIA,Queensland,Diving,M,,N
4976,1923,USA,Puerto Rico,Swimming ,M,25,N
4978,1923,AUSTRALIA,Western Australia,Swimming,M,13,Y
4979,1923,CUBA,Caribbean Sea,seaplane Columbus ditched in the sea,M,,Y
4980,1923,USA,New Jersey,Fishing,M,,N
4981,1923,PHILIPPINES, Manila Bay,,M,,Y
4982,1923,USA,New Jersey,Hoisting shark aboard fishing boat,M,,N
4983,1922,USA,New Jersey,Hoisting shark aboard fishing boat,M,,N
4984,1922,USA,Puerto Rico,Bathing,F,,Y
4985,1922,AUSTRALIA,Queensland,Bathing in 3' to 4' of water,M,19,Y
4986,1922,BARBADOS,Lucy,Fishing,M,16,Y
4988,1922,USA,Hawaii,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,N
4989,1922,ENGLAND,East Yorkshire,Swimming ,M,,Y
4990,1922,USA,Massachusetts,Fishing,,,N
4991,1922,USA,Florida,,M,,N
4992,1922,USA,Florida,Floating,F,18,Y
4993,1922,JAMAICA,Westmoreland Parish,Swimming,M,19,Y
4994,1922,SOUTH AFRICA,Western Cape Province,Swimming,M,18,N
4995,1922,AUSTRALIA,New South Wales,Swimming,M,,Y
4996,1922,JAMAICA,Kingston Parish,Fishing,M,,N
4997,1922,JAMAICA,Kingston Parish,Standing,F,14,Y
4998,1922,AUSTRALIA,New South Wales,Bathing in knee-deep water,M,21,Y
5000,1922,AUSTRALIA,New South Wales,Swimming,M,18,Y
5001,1922,IRAQ,,Bathing,M,,Y
5002,1922,AUSTRALIA,Queensland,Swimming ,M,54,Y
5003,1922,AUSTRALIA,New South Wales,Standing,M,,N
5004,1922,AUSTRALIA,New South Wales,Surfing,M,26,Y
5005,1921,AUSTRALIA,Queensland,Swimming,M,20,N
5006,1921,AUSTRALIA,Queensland,Fell from his father's back into the water,M,8,Y
5007,1921,AUSTRALIA,Queensland,"Wading to dinghy, carrying his son",M,40,N
5008,1921,FIJI,Viti Levu Island,Swimming,,,Y
5009,1921,AUSTRALIA,Queensland,Diving for beche-de-mer ,M,,N
5010,1921,AUSTRALIA,Queensland,Diving for beche-de-mer,M,22,Y
5011,1921,ENGLAND,Dorset,Fishing,M,,N
5012,1921,AUSTRALIA,Torres Strait,,M,,N
5013,1921,PHILIPPINES,Luzon Island,Swimming,M,21,Y
5015,1920,AUSTRALIA,Western Australia,Wading,M,,N
5016,1921,HAITI,Cape Haitien,Dived into a school of baitfish,M,,Y
5017,1920,AUSTRALIA,Western Australia,Standing,M,,N
5018,1920,PHILIPPINES,Leyte,The coastwise steamer San Basilio capsized in a typhoon,,,Y
5019,1920,USA,New York,Swimming ,M,30,Y
5020,1920,AUSTRALIA,Torres Strait,Diving for trochus shell,M,,N
5021,1920,USA,Florida,Swimming ,M,13,N
5022,1920,CANADA,Halifax,Harpooned shark,,,N
5023,1920,AUSTRALIA,Queensland,"Boat capsized, swimming to shore",M,20,N
5024,1920,AUSTRALIA,Torres Strait,Diving,M,,N
5025,1920,SOUTH AFRICA,Eastern Cape Province,Floating face down,F,18,N
5026,1920,AUSTRALIA,Torres Strait,Free diving,M,,Y
5027,1920,AUSTRALIA,New South Wales,Swimming ,M,12,Y
5028,1920,JAMAICA,Westmoreland Parish,Jumped overboard,M,,Y
5029,1920,NEW ZEALAND,North Island,,F,,N
5030,1920,SOUTH AFRICA,KwaZulu-Natal,Splashing,M,12,N
5031,1919,AUSTRALIA,Queensland,Swimming,M,29,N
5032,1919,AUSTRALIA,New South Wales,Swimming,M,47,Y
5033,1919,AUSTRALIA,Northern Territory,Sitting in a boat,M,,N
5034,1919,COSTA RICA,Turtle Bogue,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,Y
5035,1919,USA,Florida,Swimming,M,,N
5036,1919,USA,South Carolina,"""Swimming vigorously""",M,,N
5037,1919,USA,Florida,Knocked into the water,M,,Y
5039,1919,AUSTRALIA,New South Wales,Swimming,M,,N
5040,1919,NEW ZEALAND,South Island,Swimming,F,,N
5041,1919,AUSTRALIA,New South Wales,Wading,M,13,Y
5042,1919,AUSTRALIA,Queensland,Wading (shrimping),M,38,Y
5043,1919,ITALY,,Fishing,M,,N
5044,1919,USA,Florida,Swimming,F,,N
5045,1918,USA,Hawaii,Fishing,M,,Y
5046,1918,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,Y
5047,1918,AUSTRALIA,Queensland,Bathing,M,22,Y
5048,1918,AUSTRALIA,New South Wales,Surfing,M,,N
5049,1918,AUSTRALIA,Queensland,Diving,M,,N
5050,1917,AUSTRALIA,Western Australia,Swimming,M,,N
5051,1917,MOZAMBIQUE,Maputo Province,Wreck of the tug Magellan,M,,Y
5052,1917,USA,New Jersey,"Swimming, towing an empty barrel",M,,N
5053,1917,USA,Hawaii,Stuffing a shark into an automobile,M,,N
5054,1917,PANAMA,Colon,Swimming to shore from the Medic,M,,Y
5055,1917,USA,Florida,Diving,M,,Y
5056,1917,IRELAND,Off Ireland,Ship Mariston torpedoed & sunk,M,,Y
5057,1917,USA,South Carolina,Swimming beside launch,M,,N
5058,1917,PHILIPPINES,Luzon Island,Swimming,M,,Y
5059,1917,KUWAIT,,Diving for pearls,M,,N
5060,1917,LIBYA,Mediterranean Sea,Diving for sponges,M,,N
5061,1916,AUSTRALIA,Queensland,Bathing,M,25,N
5062,1916,AUSTRALIA,New South Wales,Taking wife to beach & about 1 m from the shore,M,41,Y
5063,1916,AUSTRALIA,New South Wales,Swimming 10 m from shore,F,,N
5064,1916,PANAMA,,,M,,N
5065,1916,AUSTRALIA,Queensland,Swimming,M,,Y
5066,1916,AUSTRALIA,Queensland,Bathing,M,27,Y
5067,1916,USA,Florida,"Fishing, attempted to take a netted shark",M,,Y
5068,1916,USA,Louisiana,Netting shrimp,M,,N
5069,1916,USA,North Carolina,Fishing,M,,N
5070,1916,USA,New York,Swimming,F,,N
5071,1916,USA,New York,Swimming,M,,N
5072,1916,USA,New Jersey,Swimming,M,12,N
5073,1916,USA,New Jersey,Swimming (recovering remains of Stilwell) ,M,24,Y
5074,1916,USA,New Jersey,Swimming,M,10,Y
5075,1916,BAHAMAS,,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Y
5076,1916,SPAIN,Gran Canaria,Diving,M,,N
5077,1916,PHILIPPINES,Luzon Island,Bathing,M,,N
5078,1916,USA,New Jersey,Swimming,M,,Y
5079,1916,USA,New Jersey,Swimming,M,24,Y
5080,1916,USA,New Jersey,Swimming,M,10 or 12,N
5081,1916,ATLANTIC OCEAN,,Jumped overboard from Norwegian steamship Venator,M,,Y
5082,1916,USA,Florida,,M,26,N
5083,1916,AUSTRALIA,New South Wales,Swimming,M,,Y
5084,1916,AUSTRALIA,Victoria,Clinging to overturned rowing boat,M,17,Y
5085,1916,AUSTRALIA,New South Wales,Bathing,M,,N
5086,1915,AUSTRALIA,Torres Strait,Diving,M,,N
5087,1915,AUSTRALIA,Queensland,Bathing,M,10,N
5088,1915,AUSTRALIA,New South Wales,Bathing,M,,N
5089,1915,USA,Florida,,M,,N
5090,1915,MEXICO,Tamaulipas,Fishing,M,,Y
5091,1915,MEXICO,,Wading,M,,Y
5092,1915,EGYPT,,Fell overboard,M,,Y
5093,1915,AUSTRALIA,Torres Strait,Skin diving for trepang but at surface next to the boat,M,,N
5094,1915,AUSTRALIA,Queensland,Swimming,M,,N
5095,1915,NEW ZEALAND,North Island,Fishing,M,,Y
5096,1915,AUSTRALIA,New South Wales,Bathing,M,17,Y
5098,1914,AUSTRALIA,Queensland,Swimming,M,,N
5099,1914,SAMOA,Apolima Strait,Copra vessel with 19 on board was wrecked in a squall,F,,N
5100,1914,JAMAICA,Kingston Parish,Fell overboard,M,,Y
5101,1914,USA,Louisiana,Swimming,M,17,Y
5102,1914,CROATIA,Zadar County,Washing clothes,F,,N
5103,1914,USA,Louisiana,Fishing,M,,N
5104,1914,CROATIA, Primorje-Gorski Kotar County,,M,,N
5105,1914,MONTENEGRO,Adriatic Sea,Fishing boat,M,,N
5106,1914,AUSTRALIA,Victoria,Bathing,M,43,Y
5107,1914,NEW CALEDONIA,South Province,Swimming ashore from swamped 13-ft boat,M,,Y
5108,1914,USA,Florida,Fishing,F,,N
5109,1914,USA,Florida,Swimming,M,,Y
5110,1914,USA,Hawaii,Washed into sea while picking opihi & attacked by 2 large sharks ,M,,Y
5111,1914,AUSTRALIA,South Australia,Wading,M,,N
5112,1914,AUSTRALIA,New South Wales,Canoeing,M,,N
5113,1914,AUSTRALIA,Queensland,Wading,F,,N
5115,1913,USA,Florida,Fishing for mackerel,,,N
5116,1913,NIGERIA,Lagos ,Boat swamped,M,,Y
5117,1913,AUSTRALIA,Queensland,Swimming,M,12,N
5118,1913,USA,Florida,,M,,N
5119,1913,CROATIA,Istria County,,M,,N
5122,1913,ITALY,Trieste,,,,Y
5123,1913,USA,South Carolina,,M,,Y
5124,1913,USA,Florida,Fishing,M,,N
5125,1913,AUSTRALIA,New South Wales,Hauling in net,M,,N
5126,1913,SAMOA,Upolu Island,,M,,N
5127,1913,AUSTRALIA,Torres Strait,Diving,M,,N
5128,1913,REUNION,Saint-Denis,Swimming after his hat,M,,Y
5129,1913,REUNION,5aint-Denis,Swimming,M,,Y
5130,1913,AUSTRALIA,Victoria,,M,,N
5131,1912,USA,Georgia,Swimming,M,12,Y
5132,1912,USA,South Carolina,Swimming,M,,N
5133,1912,SOLOMON ISLANDS,Central Province,Bathing,M,,Y
5135,1912,NEW ZEALAND,North Island,Swimming,M,,N
5136,1912,AUSTRALIA,Western Australia,Hard hat diving,M,,N
5137,1912,AUSTRALIA,New South Wales,Swimming,M,18,N
5138,1912,NEW CALEDONIA,South Province,Swimming,M,,N
5139,1912,AUSTRALIA,New South Wales,Swimming,M,21,Y
5140,1912,FIJI,Viti Levu group,Washed overboard,M,7,Y
5141,1912,AUSTRALIA,New South Wales,,M,,N
5142,1912,AUSTRALIA,Queensland,Bathing,M,,Y
5143,1912,SPAIN,Balearics,Fell into the water,M,,Y
5144,1911,USA,Florida,,M,,Y
5145,1911,USA,South Carolina,Fell overboard from steamship Rio Grande,M,,Y
5146,1911,AUSTRALIA,Queensland,Diving,M,23,N
5147,1911,USA,Texas,Jumped overboard to rescue companion,M,,Y
5148,1911,USA,Florida,Fell overboard & swimming,M,,Y
5149,1911,USA,Florida,Bathing,M,,N
5150,1911,SPAIN,Málaga ,Bathing,M,,Y
5151,1911,USA,Delaware,Fishing,M,,N
5152,1911,SOUTH AFRICA,Western Cape Province,Bathing,M,64,Y
5153,1911,USA,Texas,Fishing,M,,N
5154,1911,SOUTH AFRICA,Western Cape Province,Swimming,M,,Y
5155,1911,NEW ZEALAND,Chatham Islands,Fishing,,,N
