Case Number,Date,Year,Country,Area,Fatal (Y/N),Activity,original order
1963.07.00,Jul-63,1963,PANAMA,San Blas coast,Y,"Seining for bait, standing in chest-deep water",2472
1963.06.01.b,01-Jun-63,1963,GREECE,Thessaly,Y,Swimming,2471
1963.06.01.a,01-Jun-63,1963,PAPUA NEW GUINEA,Central Province,N,Fishing,2470
1963.05.18,18-May-63,1963,USA,California,N,Swimming,2469
1963.05.14,14-May-63,1963,PHILIPPINES,Luzon Island,Y,"Boat, with 42 passengers onboard, capsized in rough seas",2468
1963.04.22,22-Apr-63,1963,AUSTRALIA,New South Wales,N,Fishing,2467
1963.04.20,20-Apr-63,1963,USA,US Virgin Islands,Y,Swimming,2466
1963.04.17,17-Apr-63,1963,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,2465
1963.04.13,13-Apr-63,1963,AUSTRALIA,Western Australia,N,"Surfing on ""chest board"" (boogie board?)",2464
1963.04.12,12-Apr-63,1963,USA,Hawaii,N,Surfing ,2463
1963.04.08,08-Apr-63,1963,USA,Hawaii,Y,Washed into sea while picking opihi,2462
1963.03.30,30-Mar-63,1963,SOLOMON ISLANDS,Bougainville (North Solomons),Y,The 500-ton coastal trader Polurrian foundered ,2461
1963.02.27,27-Feb-63,1963,PAPUA NEW GUINEA,New Ireland Province,N,Swimming,2460
1963.02.24,24-Feb-63,1963,AUSTRALIA,New South Wales,N,Spearfishing,2459
1963.02.08,08-Feb-63,1963,FIJI,Lomaiviti  Island Group,N,Spearfishing,2458
1963.02.06,06-Feb-63,1963,MAURITIUS,Rodrigues,N,,2457
1963.02.04,04-Feb-63,1963,USA,Florida,Y,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",2456
1963.01.30,30-Jan-63,1963,FIJI,,N,Freediving,2455
1963.01.28,28-Jan-63,1963,AUSTRALIA,New South Wales,Y,Wading,2454
1963.01.26,26-Jan-63,1963,AUSTRALIA,New South Wales,Y,Swimming,2453
1963.01.22,22-Jan-63,1963,SOUTH AFRICA,Western Cape Province,N,Fishing ,2452
1963.01.14,14-Jan-63,1963,NEW ZEALAND,North Island,N,Fishing,2451
1963.01.12,12-Jan-63,1963,SOUTH AFRICA,Eastern Cape Province,N,Fishing,2450
1963.01.11,11-Jan-63,1963,SOUTH AFRICA,KwaZulu-Natal,N,"Free diving, hunting crayfish",2449
1963.01.06,06-Jan-63,1963,SOUTH AFRICA,KwaZulu-Natal,N,Spearfishing,2448
1963.01.04,04-Jan-63,1963,AUSTRALIA,South Australia,N,Shark fishing,2447
1963.01.00,Jan-63,1963,MOZAMBIQUE,,N,,2446
1963.00.00.b,Early 1963,1963,FIJI,Vita Levu,UNKNOWN,,2445
1963.00.00.a,1963,1963,SEYCHELLES,,Y,Fishing for turtles,2444
1962.12.30,30-Dec-62,1962,SOUTH AFRICA,KwaZulu-Natal,N,Scuba diving,2443
1962.12.09,09-Dec-62,1962,AUSTRALIA,South Australia,Y,Spearfishing,2442
1962.12.00,Dec-62,1962,SOUTH AFRICA,Western Cape Province,N,Fishing,2441
1962.11.29,29-Nov-62,1962,AUSTRALIA,New South Wales,N,"Spearfishing, Scuba diving",2440
1962.11.25,25-Nov-62,1962,AUSTRALIA,Queensland,Y,,2439
1962.11.11,11-Nov-62,1962,USA,California,N,Spearfishing / Scuba diving (at surface),2438
1962.11.10,10-Nov-62,1962,AUSTRALIA,New South Wales,N,Fishing,2437
1962.11.00,Nov-62,1962,MID ATLANTIC OCEAN,,N,Abandoning burning ship Captain George in raging seas,2436
1962.10.28,28-Oct-62,1962,SOUTH AFRICA,KwaZulu-Natal,N,Spearfishing,2435
1962.10.25,25-Oct-62,1962,MEXICO,Veracruz,Y,Wading,2434
1962.10.15,15-Oct-62,1962,ADMIRALTY ISLANDS,Manus Island,N,,2433
1962.10.14,14-Oct-62,1962,AUSTRALIA,South Australia,N,Adrift after wave swamped engine,2432
1962.10.06,06-Oct-62,1962,USA,California,N,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",2431
1962.10.00,Oct-62,1962,PANAMA,Pinas Bay,Y,Sitting in shallows,2430
1962.09.30,30-Sep-62,1962,BRITISH WEST INDIES,Grand Turk Island,N,Spearfishing,2429
1962.09.22,22-Sep-62,1962,MEXICO,Veracruz,N,Swimming,2428
1962.09.13,13-Sep-62,1962,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Y,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",2427
1962.09.02,02-Sep-62,1962,ITALY,Tyrrhenian Sea,Y,Spearfishing with Scuba gear,2426
1962.08.31.R,Reported 31-Aug-1962,1962,ISRAEL,Sharon,UNKNOWN,Fishing,2425
"1962,08.30.b",30-Aug-62,1962,TURKEY,Antalya Province,N,,2424
1962.08.30.a,30-Aug-62,1962,PAPUA NEW GUINEA,Northern District,N,Fishing,2423
1962.08.29,29-Aug-62,1962,USA,California,N,Diving for abalone,2422
1962.08.26,26-Aug-62,1962,USA,Florida,N,,2421
1962.08.23,23-Aug-62,1962,SOUTH AFRICA,Western Cape Province,N,Fishing,2420
1962.08.19,19-Aug-62,1962,USA,Texas,Y,Surf fishing in waist-deep water,2419
1962.08.12,12-Aug-62,1962,USA,New Jersey,N,Standing,2418
1962.08.01,01-Aug-62,1962,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Y,Spearfishing,2417
1962.08.00.b,Late Aug-1962,1962,ITALY,Tyrrhenian Sea,N,Diving,2416
1962.08.00.a,Aug-62,1962,SENEGAL,Cap Vert Peninsula,N,Beach seine netting,2415
1962.07.28,28-Jul-62,1962,USA,South Carolina,N,Standing,2414
1962.07.20,20-Jul-62,1962,MADAGASCAR,,N,Finning the shark,2413
1962.07.19,19-Jul-62,1962,USA,California,N,Fishing for albacore,2412
1962.07.10,10-Jul-62,1962,USA,Georgia,N,Playing in surf with his child  (9),2411
1962.07.07,07-Jul-62,1962,USA,Georgia,N,Dived from inner-tube,2410
1962.07.03.R,Reported 03-Jul-1962,1962,GREECE,Cyclades,N,,2409
1962.06.25,25-Jun-62,1962,USA,Florida,Y,U.S. Airforce crewman reported missing after bailing out of jet,2408
1962.06.21,21-Jun-62,1962,SOUTH AFRICA,Western Cape Province,N,"On a ""shark hunt""",2407
1962.06.17,17-Jun-62,1962,USA,Florida,N,Rolled off raft,2406
1962.06.11.b,11-Jun-62,1962,USA,California,N,Escaping from Alacatraz,2405
1962.06.11.b,11-Jun-62,1962,USA,California,Y,Escaping from Alacatraz,2404
1962.06.11.a,11-Jun-62,1962,USA,California,Y,Escaping from Alacatraz,2403
1962.06.10.b,10-Jun-62,1962,PAPUA NEW GUINEA,Madang Province,Y,Washing,2402
1962.06.10.a,10-Jun-62,1962,USA,South Carolina,N,Standing,2401
1962.06.07,07-Jun-62,1962,AUSTRALIA,Western Australia,N,Fishing,2400
1962.06.04,04-Jun-62,1962,USA,California,N,"Scuba diving, attempting to catch a captive shark",2399
1962.06.03,03-Jun-62,1962,USA,Florida,N,Free diving,2398
1962.05.29,29-May-62,1962,USA,Florida,N,,2397
1962.05.12,12-May-62,1962,USA,California,Y,25-foot cabin cruiser Happy Jack sank in heavy seas,2396
1962.05.00.R,May-62,1962,FIJI,Viti Levu,N,Fishing,2395
1962.04.20,20-Apr-62,1962,AUSTRALIA,Queensland,N,Fishing,2394
1962.04.09,09-Apr-62,1962,MOZAMBIQUE,Gaza,N,Swimming,2393
1962.04.07,07-Apr-62,1962,SOUTH AFRICA,KwaZulu-Natal,N,Wading,2392
1962.04.05,05-Apr-62,1962,SOUTH AFRICA,Eastern Cape Province,N,Fishing,2391
1962.03.25.b,25-Mar-62,1962,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",N,,2390
1962.03.25.a,25-Mar-62,1962,AUSTRALIA,New South Wales,N,Fishing & spearfishing,2389
1962.03.24,24-Mar-62,1962,PAPUA NEW GUINEA,Madang,Y,Swimming,2388
1962.02.23,23-Feb-62,1962,PAPUA NEW GUINEA,Central Province,N,Swimming along a row of nets,2387
1962.02.18,18-Feb-62,1962,NEW ZEALAND,Southland,N,Swimming,2386
1962.02.15,15-Feb-62,1962,AUSTRALIA,Queensland,N,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,2385
1962.02.07,07-Feb-62,1962,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,2384
1962.02.05,05-Feb-62,1962,SOUTH AFRICA,KwaZulu-Natal,Y,Treading water,2383
1962.02.04,04-Feb-62,1962,AUSTRALIA,Queensland,N,Swimming,2382
1962.02.02,02-Feb-62,1962,NEW ZEALAND,North Island,UNKNOWN,Fishing,2381
1962.02.00,Feb-62,1962,SOLOMON ISLANDS,Guadalcanal Province,Y,Swimming outside fishing net,2380
1962.01.27,27-Jan-62,1962,NEW ZEALAND,South Island,N,Splashing ,2379
1962.01.26,26-Jan-62,1962,MOZAMBIQUE,Gaza,UNKNOWN,,2378
1962.01.21,21-Jan-62,1962,AUSTRALIA,New South Wales,N,Spearfishing,2377
1962.01.18,18-Jan-62,1962,SOUTH AFRICA,KwaZulu-Natal,Y,"Fishing, slipped on rocks & fell into sea",2376
1962.01.16,16-Jan-62,1962,NEW ZEALAND,South Island,N,Fishing,2375
1962.01.15,15-Jan-62,1962,NEW ZEALAND,North Island,N,Spearfishing,2374
1962.01.14.c,14-Jan-62,1962,USA,California,N,Spearfishing / Scuba diving (at surface),2373
1962.01.14.b,14-Jan-62,1962,AUSTRALIA,New South Wales,N,Spearfishing,2372
1962.01.14.a,14-Jan-62,1962,AUSTRALIA,New South Wales,N,Surfing,2371
1962.01.11.c,11-Jan-62,1962,AUSTRALIA,South Australia,N,Fishing,2370
1962.01.11.b,11-Jan-62,1962,PAPUA NEW GUINEA,"10ºS, 142ºE",N,Spearfishing,2369
1962.01.11.a,11-Jan-62,1962,NEW ZEALAND,South Island,N,Surf fishing,2368
1962.01.10,10-Jan-62,1962,AUSTRALIA,South Australia,N,Fishing for sharks,2367
1962.01.08,08-Jan-62,1962,AUSTRALIA,New South Wales,Y,Swimming,2366
1962.01.07.b,07-Jan-62,1962,AUSTRALIA,Queensland,N,Rowing,2365
1962.01.07.a,07-Jan-62,1962,AUSTRALIA,New South Wales,N,Surfing,2364
1962.01.06,06-Jan-62,1962,SOUTH AFRICA,Western Cape Province,N,Fishing,2363
1962.01.02,02-Jan-62,1962,AUSTRALIA,New South Wales,N,Fishing,2362
1962.01.01,01-Jan-62,1962,MARSHALL ISLANDS,Kwajalein Atoll,N,Fishing with hand net in 2' of water,2361
1962.00.00.c,1962,1962,SPAIN,Catalonia,N,Dangling feet in the water,2360
1962.00.00.b,Jan-Jun-1962,1962,INDONESIA,East Flores,Y,,2359
1962.00.00.a,Ca. 1962,1962,AUSTRALIA,South Australia,N,Diving,2358
1961.12.28.c,28-Dec-61,1961,AUSTRALIA,Queensland,Y,Standing,2357
1961.12.28.b,28-Dec-61,1961,AUSTRALIA,Queensland,N,Standing,2356
1961.12.28.a,28-Dec-61,1961,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,2355
1961.12.27,27-Dec-61,1961,AUSTRALIA,Western Australia,N,Spearfishing,2354
1961.12.19,19-Dec-61,1961,AUSTRALIA,South Australia,N,"Fishing, hauling in a 5-lb snapper",2353
1961.12.18.b,18-Dec-61,1961,MOZAMBIQUE,Gaza,N,Swimming,2352
1961.12.18.a,18-Dec-61,1961,AUSTRALIA,Queensland,Y,"Surfing, pushing board ashore",2351
1961.12.13,13-Dec-61,1961,AUSTRALIA,Torres Strait,N,Swimming with other crew near wharf,2350
1961.11.14,14-Nov-61,1961,MEXICO,Guerrrero,Y,,2349
1961.10.27,17-Oct-61,1961,PHILIPPINES,Western Luzon Island,N,Gathering shells,2348
1961.10.09,09-Oct-61,1961,USA,Florida,Y,Swimming,2347
1961.10.00.b,Oct-61,1961,VANUATU,Shefa Province,N,Paddling outrigger canoe,2346
1961.10.00.a,Oct-61,1961,USA,Florida,Y,,2345
1961.09.26,26-Sep-61,1961,USA,Florida,N,,2344
1961.09.24.b,24-Sep-61,1961,CROATIA,Primorje-Gorski Kotar County ,Y,Swimming,2343
1961.09.24.a,24-Sep-61,1961,TANZANIA,,N,Fishing,2342
1961.09.23,23-Sep-61,1961,MID ATLANTIC OCEAN,165  miles from Bermuda,N,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",2341
1961.09.07,07-Sep-61,1961,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,N,"Free diving, surveying a pipeline & examing cathodes under jetty",2340
1961.09.02.R,Reported 06-Sep-1961,1961,ITALY,Venice Province,N,Fishing,2339
1961.09.06,06-Sep-61,1961,AUSTRALIA,Western Australia,Y,Attaching a line at sea,2338
1961.08.20,20-Aug-61,1961,USA,California,N,Swimming,2337
1961.08.16,16-Aug-61,1961,USA,South Carolina,N,Wading,2336
1961.08.04,04-Aug-61,1961,BERMUDA,,N,Spearfishing,2335
1961.08.02,02-Aug-61,1961,USA,Hawaii,N,"Net fishing, picking catch from the net",2334
1961.08.01,01-Aug-61,1961,PAPUA NEW GUINEA,Sandaun Province,N,"Fishing, two large sharks passed. He speared one and it bit him",2333
1961.07.29,29-Jul-61,1961,USA,New York,N,Spearfishing,2332
1961.07.16,16-Jul-61,1971,TURKEY,Anatolia,N,Swimming,2331
1961.07.07.b,07-Jul-61,1961,AUSTRALIA,Queensland,N,Shark fishing,2330
1961.07.00.b,Jul-61,1961,ITALY,Adriatic Sea,N,Spearfishing,2329
1961.07.00.a,Jul-61,1961,PANAMA,,Y,Fishing (trolling)  from canoe,2328
1961.06.24,24-Jun-61,1961,USA,Florida,Y,Scuba diving & spearfishing ,2327
1961.06.18,18-Jun-61,1961,USA,Florida,N,Standing,2326
1961.06.06.R,Reported 06-Jun-1961,1961,USA,Florida,N,Spearfishing on Scuba,2325
1961.06.02,02-Jun-61,1961,NEW BRITAIN,East New Britain Province,N,Spearfishing,2324
1961.06.01,01-Jun-61,1961,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",N,"Fishing, speared shark upset canoe & man fell in water",2323
1961.05.21,21-May-61,1961,USA,California,N,Free diving for abalone,2322
1961.05.17,17-May-61,1961,NEW BRITAIN,East New Britain Province,N,Collecting dynamited fish,2321
1961.05.15,15-May-61,1961,USA,Florida,N,Walking in chest-deep water,2320
1961.05.07,07-May-61,1961,AUSTRALIA,Western Australia,N,Spearfishing,2319
1961.04.30,30-Apr-61,1961,USA,Florida,N,Splashing ,2318
1961.04.25,25-Apr-61,1961,AUSTRALIA,New South Wales,N,Spearfishing,2317
1961.04.21,21-Apr-61,1961,MOZAMBIQUE,Gaza,N,Swimming,2316
1961.04.17,17-Apr-61,1961,SOUTH AFRICA,Eastern Cape Province,N,Diving,2315
1961.04.16.b,16-Apr-61,1961,USA,Florida,N,Spearfishing,2314
1961.04.16.a,16-Apr-61,1961,AUSTRALIA,New South Wales,N,Spearfishing,2313
1961.04.14,14-Apr-61,1961,AUSTRALIA,New South Wales,N,"Checking fish traps, fell into the water",2312
1961.04.09,09-Apr-61,1961,MOZAMBIQUE,Gaza,Y,"Swimming, using bundles of sticks as raft",2311
1961.04.08,08-Apr-61,1961,PERSIAN GULF,United Arab Emirates,Y,Cargo ship Dara sank after collision with another ship during a severe storm,2310
1961.04.03,03-Apr-61,1961,AUSTRALIA,Victoria,N,Spearfishing,2309
1961.04.00,Apr-61,1961,AUSTRALIA,Western Australia,N,Spearfishing,2308
1961.03.30,30-Mar-61,1961,AUSTRALIA,South Australia,N,Spearfishing,2307
1961.03.18,18-Mar-61,1961,AUSTRALIA,Victoria,N,Swimming,2306
1961.03.14,14-Mar-61,1961,AUSTRALIA,Western Australia,N,Fishing from dinghy,2305
1961.03.12,12-Mar-61,1961,AUSTRALIA,South Australia,N,Spearfishing,2304
1961.03.09,09-Mar-61,1961,NORTH PACIFIC OCEAN,Wake Island (EnenKio),N,Free diving,2303
1961.03.07,07-Mar-61,1961,SOUTH AFRICA,KwaZulu-Natal,N,Fishing,2302
1961.03.00,Mar-61,1961,FIJI,"19S, 178?E",N,Floating on back,2301
1961.02.17.b,17-Feb-61,1961,USA,Pennsylvania,N,Cleaning a tank,2300
1961.02.17.a,17-Feb-61,1961,AUSTRALIA,Victoria,N,Standing,2299
1961.02.16,16-Feb-61,1961,JAMAICA,,Y,,2298
1961.02.12,12-Feb-61,1961,SOUTH AFRICA,Western Cape Province,N,"Spearfishing, shark grabbed his white t-shirt and towed him ",2297
1961.02.01.b,01-Feb-61,1961,SOUTH AFRICA,Eastern Cape Province,Y,Swimming,2296
1961.02.01.a,01-Feb-61,1961,AUSTRALIA,Western Australia,N,Collecting crayfish,2295
1961.02.00,Feb-61,1961,USA,California,N,,2294
1961.01.25,25-Jan-61,1961,SOUTH AFRICA,Western Cape Province,N,Fishing for kob,2293
1961.01.22,22-Jan-61,1961,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,2292
1961.01.15,15-Jan-61,1961,AUSTRALIA,New South Wales,N,Collecting aquarium specimens,2291
1961.01.06.c,06-Jan-61,1961,SOUTH AFRICA,KwaZulu-Natal,N,Standing,2290
1961.01.06.b,06-Jan-61,1961,ATLANTIC OCEAN,9.35N 79.35W,Y,Pacific Seafarer of US Navy,2289
1961.01.06.a,06-Jan-61,1961,AUSTRALIA,Northern Territory,N,Fishing,2288
1961.01.05,05-Jan-61,1961,MOZAMBIQUE,Limpopo River,N,Swimming,2287
1961.01.03.b,03-Jan-61,1961,SOUTH AFRICA,Western Cape Province,N,Standing,2286
1961.01.03.a,03-Jan-61,1961,SOUTH AFRICA,KwaZulu-Natal,Y,,2285
1961.01.02.R,Reported 02-Jan-1961,1961,AUSTRALIA,Tasmania,N,Ocean racing,2284
1961.00.00.e,1961,1961,AUSTRALIA,New South Wales,N,Fishing for mackerel,2283
1961.01.01,01-Jan-61,1961,COLUMBIA,Roncador Bank,N,Taking boat from California to Florida when it ran aground & he was swimming back to boat,2282
1961.00.00.d,1961,1961,NEW CALEDONIA,,N,Spearfishing,2281
1961.00.00.b,1961,1961,SENEGAL,Cap Vert Peninsula,Y,Free diving for molluscs,2280
1961.00.00.a,1961,1961,USA,Hawaii,Y,Light aircraft ditched at sea,2279
1960.12.27.b,27-Dec-60,1960,USA,Hawaii,Y,Swept out to sea while net fishing,2278
1960.12.27.a.,27-Dec-60,1960,AUSTRALIA,New South Wales, N,,2277
1960.12.24,24-Dec-60,1960,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,2276
1960.12.20,20-Dec-60,1960,AUSTRALIA,Queensland, N,"Fishing, when line became snagged on rock & he dived into water to free it ",2275
1960.12.01,01-Dec-60,1960,AUSTRALIA,Queensland,N,Fishing,2274
1960.11.27,27-Nov-60,1960,AUSTRALIA,Queensland, N,Swimming,2273
1960.11.22,22-Nov-60,1960,USA,Florida,Y,"Fell overboard, prop slashed arm",2272
1960.11.11,11-Nov-60,1960,AUSTRALIA,Queensland, N,Chasing shark out of bathing area while riding on a surf-ski,2271
1960.11.06,06-Nov-60,1960,AUSTRALIA,Western Australia, N,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",2270
1960.11.00.d,Nov-60,1960,SOUTH AFRICA,Western Cape Province,N,Hand lining for shad,2269
1960.11.00.c,Nov-60,1960,NEW GUINEA,Western District, N,,2268
1960.11.00.b,Nov-60,1960,PAPUA NEW GUINEA,Central Province,Y,Fishing,2267
1960.10.25,25-Oct-60,1960,USA,California,N,Ejected from F3H-2 aircraft ,2266
1960.10.24,24-Oct-60,1960,SOUTH AFRICA,Western Cape Province,N,Fishing for rock lobsters,2265
1960.10.02,01-Oct-60,1960,AUSTRALIA,New South Wales, N,Fishing,2264
1960.10.00.e,Oct-60,1960,PAPUA NEW GUINEA,New Britain, N,Collecting shells,2263
1960.10.00.d,Oct-60,1960,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),Y,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,2262
1960.10.00.c,Oct-60,1960,USA,Florida,Y,Diving,2261
1960.10.00.b,Oct-60,1960,SOUTH AFRICA,Western Cape Province,N,Fishing,2260
1960.10.00.a,Oct-60,1960,JOHNSTON ISLAND,,N,"Free diving / photography, kneeling on sand",2259
1960.09.24,24-Sep-60,1960,USA,South Carolina,N,Fishing inside net,2258
1960.09.22,22-Sep-60,1960,PACIFIC OCEAN,180 miles southeast of Okinawa,N,R5D aircraft went down with 29 on board,2257
1960.09.18,18-Sep-60,1960,AUSTRALIA,Western Australia,N,,2256
1960.09.02,02-Sep-60,1960,MARSHALL ISLANDS,Eniwetok Atoll,N,Free diving / Spearfishing,2255
1960.09.01,01-Sep-60,1960,MARSHALL ISLANDS,Eniwetok Atoll,N,Free diving / Spearfishing,2254
1960.08.30,30-Aug-60,1960,USA,New Jersey,N,Swimming 3 miles offshore,2253
1960.08.29,29-Aug-60,1960,SENEGAL,Cap-Vert Peninsula,Y,Air disaster: crash of Air France Super Constellation ,2252
1960.08.25,25-Aug-60,1960,USA,Texas,Y,Aircraft crashed into sea,2251
1960.08.24,24-Aug-60,1960,USA,Connecticut,N,Free diving,2250
1960.08.22.R.,Reported 22-Aug-1960,1960,PAPUA NEW GUINEA,Milne Bay Province,N,Free-diving,2249
1960.08.22,22-Aug-60,1960,USA,New Jersey,N,,2248
1960.08.21,21-Aug-60,1960,USA,New Jersey,N,Standing in knee-deep water,2247
1960.08.14,14-Aug-60,1960,MOZAMBIQUE,Delagoa Bay,N,boat with 46 people on board capsized,2246
1960.08.10,10-Aug-60,1960,USA,Florida,N,Holding shark on leader & dangling it above the water,2245
1960.08.04.b,04-Aug-60,1960,ENGLAND,In the English Channel ,N,Helping angler land a shark,2244
1960.08.04.a,04-Aug-60,1960,USA,Delaware,N,"Fishing, Struck by another shark when removing shark from line",2243
1960.08.00,Aug-60,1960,USA,South Carolina,Y,Swimming from camp,2242
1960.07.27,27-Jul-60,1960,PAPUA NEW GUINEA,Milne Bay Province,N,Spearfishing,2241
1960.07.05,05-Jul-60,1960,USA,Mississippi,N,Pulling raft out to ride to shore,2240
1960.07.03,03-Jul-60,1960,USA,Virginia,N,"Fishing, tossing netted shark onboard",2239
1960.07.02.a,02-Jul-60,1960,PAPUA NEW GUINEA,Madang,N,Fishing,2238
1960.06.29,29-Jun-60,1960,USA,South Carolina,N,Surf fishing,2237
1960.06.27.b,27-Jun-60,1960,NEW ZEALAND,Cook Strait,N,Shark fishing,2236
1960.06.27.a,27-Jun-60,1960,NORTH SEA,"Unknown, treated at Wick, SCOTLAND",N,Fishing,2235
1960.06.24,24-Jun-60,1960,USA,Florida,N,Scuba diving,2234
1960.06.07,07-Jun-60,1960,USA,California,N,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",2233
1960.06.05,05-Jun-60,1960,PHILIPPINES,Corregidor Island,Y,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",2232
1960.06.04,04-Jun-60,1960,USA,Georgia,N,Swimming,2231
1960.05.29,29-May-60,1960,PANAMA,San Blas Islands,N,"Spearfishing, free diving, possibly ascended into path of cruising shark",2230
1960.05.24,24-May-60,1960,BERMUDA,Paget,N,Free diving but treading water at surface,2229
1960.05.19,19-May-60,1960,USA,California,N,Swimming ,2228
1960.05.16,16-May-60,1960,USA,Florida,N,,2227
1960.05.01,01-May-60,1960,PAPUA NEW GUINEA,Madang,Y,,2226
1960.04.30,30-Apr-60,1960,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,2225
1960.04.24,24-Apr-60,1960,USA,California,N,Skindiving for abalone (but at surface),2224
1960.04.22,22-Apr-60,1960,AUSTRALIA,Western Australia,N,"Fishing, hauling in a set line",2223
1960.04.20.R,Reported 20-Apr-1960,1960,SOUTH AFRICA,Eastern Cape Province,N,Fishing,2222
1960.04.14,14-Apr-60,1960,BERMUDA,"33N, 68W",N,Floating on a raft,2221
1960.04.12,12-Apr-60,1960,AUSTRALIA,New South Wales,N,Surfing,2220
1960.04.10,10-Apr-60,1960,AUSTRALIA,Western Australia,N,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",2219
1960.04.03.b,03-Apr-60,1960,AUSTRALIA,Victoria,N,Spearfishing,2218
1960.04.03.a,03-Apr-60,1960,AUSTRALIA,New South Wales,N,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",2217
1960.04.01,01-Apr-60,1960,AUSTRALIA,South Australia,N,Shark fishing,2216
1960.04.00.c,Apr-60,1960,FIJI,Vanua Levu,Y,Fishing in shoulder-deep water,2215
1960.04.00.b,Apr-60,1960,PHILIPPINES,Luzon Island,Y,"Fishing, hooked shark towed boat out to sea, storm swamped boat",2214
1960.04.00.a,Apr-60,1960,SOUTH AFRICA,Western Cape Province,N,Fishing,2213
1960.03.31,31-Mar-60,1960,USA,Florida,N,Treading water,2212
1960.03.28,28-Mar-60,1960,GUAM,,N,"Spearfishing, carrying fish on belt",2211
1960.02.29,29-Feb-60,1960,AUSTRALIA,Tasmania,N,"Wading, fishing for flounder",2210
1960.02.27.b,27-Feb-60,1960,NEW ZEALAND,North Island,N,Spearfishing,2209
1960.02.27.a,27-Feb-60,1960,USA,Hawaii,N,Spearfishing,2208
1960.02.24,24-Feb-60,1960,SENEGAL,Casamance,N,Fishing,2207
1960.02.19,19-Feb-60,1960,PAPUA NEW GUINEA,Central Province,Y,Spearfishing,2206
1960.02.10.,10-Feb-60,1960,AUSTRALIA,New South Wales,N,Shark fishing,2205
1960.02.07,07-Feb-60,1960,AUSTRALIA,New South Wales,N,Spearfishing,2204
1960.02.03,03-Feb-60,1960,USA,Hawaii,Y,S2F-1 airplane crashed immediately after carrier take-off,2203
1960.01.30,30-Jan-60,1960,PAPUA NEW GUINEA,Madang (WO),N,,2202
1960.01.26,26-Jan-60,1960,,"Between Timor & Darwin, Australia",N,Portuguese Airliner with 9 people aboard went down. ,2201
1960.01.21,21-Jan-60,1960,AUSTRALIA,South Australia,N,,2200
1960.01.16,16-Jan-60,1960,AUSTRALIA,New South Wales,Y,Free diving,2199
1960.01.13,13-Jan-60,1960,AUSTRALIA,Western Australia,N,"Fishing, lifting shark out of craypot",2198
1960.01.07,07-Jan-60,1960,AUSTRALIA,Tasmania,N,Setting crayfish pots,2197
1960.01.01,01-Jan-60,1960,SOUTH AFRICA,Western Cape Province,N,"Standing, watching seine netters",2196
1960.00.00.j,1960,1960,NICARAGUA ,Pacific coast,N,Swimming,2195
