,Case Number,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,pdf,href,original order
26,2016.07.23.b,23-Jul-16,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,Calf bumped but no injury,N,Unknown,2016.07.23.b-Critchlow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.b-Critchlow.pdf,5967
27,2016.07.23.a,23-Jul-16,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,Lacerations to face and right leg,N,Unknown,2016.07.23.a-Cutbirth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23-Cutbirth.pdf,5966
28,2016.07.20,20-Jul-16,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,2016.07.20-Burck.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.20-Burck.pdf,5965
29,2016.07.17,17-Jul-16,2016,Boat,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,"No injury, shark bit trolling motor",N,Unknown,2016.07.17-Gulf.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.17-Gulf.pdf,5964
30,2016.07.16.b,16-Jul-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor injury to leg,N,1300,2016.07.16.b-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.b-NSB.pdf,5963
31,2016.07.16.a,16-Jul-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,Minor injury to toes,N,11h00,2016.07.16.a-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.a-NSB.pdf,5962
32,2016.07.15,15-Jul-16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,Puncture wounds to foot,N,Unknown,2016.07.14-MyrtleBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.14-MyrtleBeach.pdf,5961
33,2016.07.14.4,Reported  14-Jul-2016,2016,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,Face bruised when partly blind shark collided with him,N,Unknown,2016.07.14.R-TigerBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.14.R-TigerBeach.pdf,5960
34,2016.07.08.R,Reported 08-Jul-2016,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,Unknown,2016.07.08.R-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08.R-Spain.pdf,5959
35,2016.07.08,08-Jul-16,2016,Boat,USA,California,"Capitola, Santa Cruz County",Fishing for squid,"No injury. Hull bitten, tooth fragment recovered",N,Unknown,2016.07.08-CapitolaBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08-CapitolaBoat.pdf,5958
36,2016.07.07.b,07-Jul-16,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,2016.07.07.b-Brissom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.b-Brissom.pdf,5957
37,2016.07.07.a,07-Jul-16,2016,Boat,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,"No injury. Hull bitten, tooth fragment recovered",N,Unknown,2016.07.07.a-PoeBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.a-PoeBoat.pdf,5956
38,2016.07.06,06-Jul-16,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,"Buttocks, thigh, left hand & wrist injured",N,14h30 / 15h30,2016.07.06-Njwoman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.06-Njwoman.pdf,5955
39,2016.07.04,04-Jul-16,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,2016.07.04-Oliver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.04-Oliver.pdf,5954
40,2016.06.27,27-Jun-16,2016,Unprovoked,USA,South Carolina,Sullivan's Island,Unknown,Minor injury,N,16h20,2016.06.27-Sullivans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.27-Sullivans.pdf,5953
41,2016.06.25,25-Jun-16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,Foot injured,N,14h34,2016.06.25-AtlanticBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.25-AtlanticBeach.pdf,5952
42,2016.06.24,24-Jun-16,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,Severe bite to right hand,N,11h00,2016.06.24-Velez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.24-Velez.pdf,5951
43,2016.06.23,23-Jun-16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,Injuries to left leg & right hand,N,Unknown,2016.06.23-Rysport.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.23-Rysport.pdf,5950
44,2016.06.21.b,21-Jun-16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,Lacerations and punctures to foot,N,15h25,2016.06.21.b-Schott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.b-Schott.pdf,5949
45,2016.06.21.a,21-Jun-16,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,Injuries to right calf,N,14h55,2016.06.21.a-SatelliteBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.a-SatelliteBeach.pdf,5948
46,2016.06.15.b,15-Jun-16,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,Single puncture wound to arm,N,06h00,2016.06.15.b-Kauai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.b-Kauai.pdf,5947
47,2016.06.15.a,15-Jun-16,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,Unknown,2016.06.15.a-Vale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.a-Vale.pdf,5946
48,2016.06.14,14-Jun-16,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,Injury to lower leg,N,17h30,2016.06.14-Melton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.14-Melton.pdf,5945
49,2016.06.11,11-Jun-16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,Laceration to wrist,N,15h00,2016.06.11-Bowen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.11-Bowen.pdf,5944
50,2016.06.07,07-Jun-16,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,"No injury, board damaged",N,11h30,2016.06.07-Oneill.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.07-Oneill.pdf,5943
51,2016.06.05.b,05-Jun-16,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,Leg bitten,N,08h30,2016.06.05.b-Flagler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.b-Flagler.pdf,5942
52,2016.06.05.a,05-Jun-16,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,FATAL,Y,11h30,2016.06.05.a-Collyer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.a-Collyer.pdf,5941
53,2016.06.04,04-Jun-16,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,"Leg severely bitten, surgically amputated",N,Morning,2016.06.04-Qader.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Qader.pdf,5940
54,2016.06.02.b,02-Jun-16,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,"No injury, but sharks repeatedly hit their fins and guns",Unknown,Unknown,2016.06.02.b-Matigan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.b-Matigan.pdf,5939
55,2016.06.02.a,02-Jun-16,2016,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,Laceration to heel,N,Afternoon,2016.06.02.a-Pierre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.a-Pierre.pdf,5938
56,2016.05.31,31-May-16,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,FATAL,Y,16h00,2016.05.31-Gerring.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.31-Gerring.pdf,5937
57,2016.05.29.b,29-May-16,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,Injuries to arm and shoulder,N,16h00,2016.05.29.b-Corona.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.b-Corona.pdf,5936
58,2016.05.29.a,29-May-16,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,Injury to posterior right leg,N,15h45,2016.05.29.a-Neptune.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.a-Neptune.pdf,5935
59,2016.05.22,22-May-16,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,Puncture wounds to thigh,N,12h00,2016.05.22-Marcus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.22-Marcus.pdf,5934
60,2016.05.21.b,21-May-16,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,Lacerations and puncture wounds to foot and ankle,N,18h00,2016.05.21.b-Magee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.b-Magee.pdf,5933
61,2016.05.21.a,21-May-16,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,"Back, arm & hand injured",N,17h46,2016.05.21.a-Girl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.a-Girl.pdf,5932
62,2016.05.18,18-May-16,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,Ankle bitten,N,Morning ,2016.05.18-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.18-Wilson.pdf,5931
63,2016.05.15,15-May-16,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,Arm grabbed PROVOKED INCIDENT,N,13h20,2016.05.15-Boca.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.15-Boca.pdf,5930
64,2016.05.03,03-May-16,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,Minor lacerations to right shoulder,N,15h49,2016.05.03-Maui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.03-Maui.pdf,5929
65,2016.05.02,02-May-16,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,N,Afternoon,2016.05.02-NZ-pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.02-NZ-pdf,5928
66,2016.04.25,25-Apr-16,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,Elbow bitten,N,07h00,2016.04.25-Boarman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.25-Boarman.pdf,5927
67,2016.04.23,23-Apr-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor injury to left foot,N,17h30,2016.04.23-Beardall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.23-Beardall.pdf,5926
68,2016.04.22,22-Apr-16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,"No injury, surf-ski bitten",N,08h00,2016.04.22-Manson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.22-Manson.pdf,5925
69,2016.04.19,19-Apr-16,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,Minor puncture wound to foot,N,12h00,2016.04.19-Kedem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.19-Kedem.pdf,5924
70,2016.04.18,18-Apr-16,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Unknown,2016.04.18-Tokoragi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.18-Tokoragi.pdf,5923
71,2016.04.13,13-Apr-16,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,Multiple bites to right arm,N,Unknown,2016.04.13-Senkowicz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.13-Senkowicz.pdf,5922
72,2016.04.09,09-Apr-16,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,FATAL,Y,10h45,2016.04.09-Malignon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.09-Malignon.pdf,5921
73,2016.04.08,08-Apr-16,2016,Invalid,CAPE VERDE,Boa Vista Island,,Unknown,"""Serious""",N,Unknown,2016.04.08-CapeVerde.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.08-CapeVerde.pdf,5920
74,2016.04.07.b,07-Apr-16,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,Left hand bitten,N,Unknown,2016.04.07.b-Lester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.b-Lester.pdf,5919
75,2016.04.07.a,07-Apr-16,2016,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,N,Unknown,2016.04.07.a-Trinidad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.a-Trinidad.pdf,5918
76,2016.03.31,31-Mar-16,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,Minor injury to left foot,N,11h00,2016.03.31-Orr.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.31-Orr.pdf,5917
77,2016.03.30,30-Mar-16,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,Severe injury to thigh,N,19h00,2016.03.30-Connellan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.30-Connellan.pdf,5916
78,2016.03.28.b,28-Mar-16,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",Unknown,Minor injury to arm. Possibly caused by smalll nurse shark,N,Unknown,2016.03.28.b-Kawa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.28.b-Kawa.pdf,5915
79,2016.03.28.a,28-Mar-16,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,"No injury, board dented",N,11h00,2013.03.28.a-Smyth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.28.a-Smyth.pdf,5914
80,2016.03.26,26-Mar-16,2016,Provoked,BAHAMAS,,,Unknown,Minor injury to chest PROVOKED INCIDENT,N,Unknown,2016.03.26-Kreckman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.26-Kreckman.pdf,5913
81,2016.03.13,13-Mar-16,2016,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,Board reportedly bumped by shark. No injury,N,Morning,2016.03.13-BolsaChicaSurfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.13-BolsaChicaSurfer.pdf,5912
82,2016.03.11,11-Mar-16,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,Lacerations to right foot and ankle,N,13h30,2016.03.11-Kenny.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.11-Kenny.pdf,5911
83,2016.03.10,10-Mar-16,2016,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,FATAL,Y,Afternoon,2016.03.10-Tabua.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.10-Tabua.pdf,5910
84,2016.03.04,04-Mar-16,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,Superficial injury to foot,N,Afternoon,2016.03.04-OCPark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.04-OCPark.pdf,5909
85,2016.03.03.R,Reported 03-Mar-2016,2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,Puncture wounds to right calf,N,Midnight,2016.03.03.R-Taplin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.03.R-Taplin.pdf,5908
86,2016.03.02,02-Mar-16,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,Minor injury to head,N,Unknown,2016.03.02-Thomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.02-Thomas.pdf,5907
87,2016.02.22,22-Feb-16,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,Puncture wounds to right thigh,N,19h00,2016.02.22-Noumea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.22-Noumea.pdf,5906
88,2016.02.19, 19-Feb-2016,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,Forearm bitten,N,16h00,2016.02.19-NewCaledonia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.19-NewCaledonia.pdf,5905
89,2016.02.12,12-Feb-16,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,Avulsion injury to lower leg,N,15h00,2016.02.12-Howe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.12-Howe.pdf,5904
90,2016.02.10.R,Reported 10-Feb-2016,2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,Minor injury to wrist from Southern stingray,N,Unknown,2016.02.10.R-Branson-stingray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.10.R-Branson-stingray.pdf,5903
91,2016.02.10,10-Feb-16,2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,"No injury, knocked off board",N,12h30,2016.02.11-NettleyBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.11-NettleyBay.pdf,5902
92,2016.02.05,05-Feb-16,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,Foot nipped,N,13h20,2016.02.05-Stradbroke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.05-Stradbroke.pdf,5901
93,2016.02.04,04-Feb-16,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,"No injury, shark bit board",N,Late afternoon,2016.02.04-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.04-Morris.pdf,5900
94,2016.01.29,29-Jan-16,2016,Boat,SOUTH AFRICA,KwaZulu-Natal,,Kayak fishing,"No injury, shark capsized kayak",N,Unknown,2016.01.29-DeLange.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.29-DeLange.pdf,5899
95,2016.01.28,28-Jan-16,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,Lacerations to both hands,N,14h00,2016.01.28-Kauai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.28-Kauai.pdf,5898
96,2016.01.25,25-Jan-16,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,No injury,N,11h30,2016.01.25-Waldman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.25-Waldman.pdf,5897
97,2016.01.24.b,24-Jan-16,2016,Unprovoked,USA,Texas,Off Surfside,Spearfishing,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,2016.01.24.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.b-Love.pdf,5896
98,2016.01.24.a,24-Jan-16,2016,Boat,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,"No injury to occupants, shark leapt into boat",N,Unknown,2016.01.24.a-UAEboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.a-UAEboat.pdf,5895
99,2016.01.23,23-Jan-16,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,No injury,N,Morning,2016.01.23-Mason.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.23-Mason.pdf,5894
100,2016.01.11.R,Reported 11-Jan-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,Laceration to right foot,N,Unknown,2016.01.11.R-Hilder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.11.R-Hilder.pdf,5893
101,2016.01.05,05-Jan-16,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,Laceration to right calf,N,Afternoon,2016.01.05-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.05-Davis.pdf,5892
102,2016.01.02,02-Jan-16,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,Lacerations to arms & leg,N,11h30,2016.01.02-Countryman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf,5891
103,2015.12.26,26-Dec-15,2015,Boat,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,"No injury, kayak damaged",N,Morning,2015.12.26-Wardell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf,5890
104,2015.12.25,25-Dec-15,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,Lacerations to left forearm,N,Unknown,2015.12.25-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf,5889
105,2015.12.22,22-Dec-15,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,"No injury, shark bit board",N,Morning,2015.12.22-Ford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf,5888
106,2015.12.21.b,21-Dec-15,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,"No injury, shark leapt on surfboard",N,07h00,2015.12.21.b-Norburn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf,5887
107,2015.12.21.a,21-Dec-15,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,Right hand & part of forearm removed,N,Unknown,2015.12.21.a-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf,5886
108,2015.12.19,19-Dec-15,2015,Unprovoked,ARUBA,,Boat capsized,Sea disaster,FATAL,Y,Unknown,2015.12.19-Aruba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.19-Aruba.pdf,5885
109,2015.12.13,13-Dec-15,2015,Boat,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,"No injury, shark rammed boat & bit motor",N,10h30,2015.12.13-Crust-Boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf,5884
110,2015.12.11,11-Dec-15,2015,Unprovoked,BAHAMAS,,Off Andros Island,Lobster fishing,"Bitten on thigh, abdomen & hand",N,Unknown,2015.12.11-Pinder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11-Pinder.pdf,5883
111,2015.12.08,08-Dec-15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,Lacerations to both hands and forearms,N,Morning,2015.12.08-Scott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf,5882
112,2015.11.16,16-Nov-15,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Right heel injured,N,Afternoon,2015.11.16-Conti.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf,5880
113,2015.11.15.b,15-Nov-15,2015,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Leg injured,N,Morning,2015.11.15.b-PalmBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-PalmBeach.pdf,5879
114,2015.11.15.a,15-Nov-15,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,Lacerations to hand,N,Unknown,2015.11.15.a-Engelman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf,5878
115,2015.11.10,10-Nov-15,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,Injury to left thigh,N,18h15,2015.11.10-Morgan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf,5877
116,2015.12.23,07-Nov-15,2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,Lower left leg injured,N,11h00,2015.11.07-Underwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf,5876
117,2015.11.03,03-Nov-15,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,Laceration to right ankle,N,11h00,2015.11.03-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf,5875
118,2015.11.01.b,01-Nov-15,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,Injury to right ankle/calf & hand,N,14h00,2015.11.01.b-Kruse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf,5874
119,2015.11.01.a,01-Nov-15,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,"Arms severely injured, surgically amputated",N,04h00,2015.11.01.a-Ernesto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf,5873
120,2015.10.30,30-Oct-15,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,Minor injury,N,Unknown,2015.10.30-Galli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf,5872
121,2015.10.28.a,28-Oct-15,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,2015.10.28-Senensi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf,5871
122,2015.10.25,25-Oct-15,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,"Lacerations to right calf, knee & hip",N,15h00,2015.10.25-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf,5870
123,2015.10.21,21-Oct-15,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Lacerations to left hand,N,14h30,2015.10.21-Playalinda.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf,5869
