,id,year,country,type,activity,fatal,country20
980,2008.06.01.b,2008,Usa,Unprovoked,Surfing,N,Y
981,2008.06.01.a,2008,Brazil,Unprovoked,Swimming,N,Y
982,2008.05.26,2008,Usa,Unprovoked,Surfing,N,Y
983,2008.05.24.b,2008,Bahamas,Sea Disaster,Others,N,Y
984,2008.05.24.a,2008,Mexico,Unprovoked,Surfing,N,Y
985,2008.05.23,2008,Mexico,Unprovoked,Surfing,Y,Y
986,2008.05.14,2008,Fiji,Unprovoked,Diving,Y,Y
987,2008.05.10,2008,Australia,Unprovoked,Swimming,N,Y
988,2008.05.07.b,2008,New Caledonia,Unprovoked,Fishing,N,Y
989,2008.05.07.a,2008,Usa,Unprovoked,Wading,N,Y
990,2008.05.01,2008,South Africa,Provoked,Fishing,N,Y
991,2008.04.28.b,2008,Mexico,Unprovoked,Surfing,Y,Y
992,2008.04.28.a,2008,Usa,Unprovoked,Surfing,N,Y
993,2008.04.27,2008,Usa,Unprovoked,Surfing,N,Y
994,2008.04.26.b,2008,New Caledonia,Unprovoked,Swimming,N,Y
995,2008.04.26.a,2008,Usa,Provoked,Surfing,N,Y
996,2008.04.25,2008,Usa,Unprovoked,Swimming,Y,Y
997,2008.04.20.b,2008,Usa,Unprovoked,Surfing,N,Y
998,2008.04.19.R,2008,South Africa,Invalid,Diving,N,Y
999,2008.04.18,2008,Mexico,Invalid,Swimming,Y,Y
1000,2008.04.17,2008,Australia,Invalid,Surfing,N,Y
1001,2008.04.15,2008,Usa,Unprovoked,Surfing,N,Y
1002,2008.03.28.a,2008,Usa,Unprovoked,Boarding,N,Y
1003,2008.04.09.R,2008,Fiji,Unprovoked,Fishing,N,Y
1004,2008.04.08.R,2008,Usa,Unprovoked,Surfing,N,Y
1005,2008.04.08,2008,Australia,Unprovoked,Boarding,Y,Y
1006,2008.04.03,2008,Usa,Unprovoked,Surfing,N,Y
1007,2008.03.28.c,2008,South Africa,Unprovoked,Fishing,N,Y
1008,2008.03.28.b,2008,Usa,Unprovoked,Surfing,N,Y
1009,2008.03.25,2008,Usa,Unprovoked,Wading,N,Y
1010,2008.03.23,2008,Usa,Unprovoked,Surfing,N,Y
1011,2008.03.21,2008,Usa,Unprovoked,Wading,N,Y
1012,2008.03.15,2008,Usa,Unprovoked,Others,N,Y
1013,2008.03.07,2008,Usa,Unprovoked,Surfing,N,Y
1014,2008.02.24,2008,Bahamas,Unprovoked,Diving,Y,Y
1015,2008.02.21.R,2008,French Polynesia,Unprovoked,Fishing,N,Y
1016,2008.02.15,2008,Usa,Unprovoked,Surfing,N,Y
1017,2008.02.07,2008,Australia,Unprovoked,Surfing,N,Y
1018,2008.02.06,2008,Usa,Unprovoked,Surfing,N,Y
1019,2008.01.29,2008,South Africa,Unprovoked,Surfing,N,Y
1020,2008.01.27,2008,Australia,Provoked,Others,N,Y
1021,2008.01.19.R,2008,New Zealand,Invalid,Wading,N,Y
1022,2008.01.14,2008,New Zealand,Boat,Others,N,Y
1023,2008.01.10,2008,Usa,Unprovoked,Surfing,N,Y
1024,2008.00.00.b,2008,Usa,Provoked,Fishing,N,Y
1025,2008.00.00.a,2008,Mexico,Unprovoked,Surfing,N,Y
1026,2007.12.21,2007,Ecuador,Unprovoked,Surfing,N,N
1027,2007.12.19,2007,British Virgin Islands,Invalid,Diving,Y,N
1028,2007.12.18,2007,Australia,Unprovoked,Surfing,N,Y
1029,2007.12.15,2007,Australia,Unprovoked,Swimming,N,Y
1030,2007.12.14,2007,Australia,Invalid,Swimming,N,Y
1031,2007.12.10,2007,Usa,Unprovoked,Surfing,N,Y
1032,2007.12.09,2007,New Zealand,Unprovoked,Surfing,N,Y
1033,2007.12.07,2007,Brazil,Unprovoked,Fishing,N,Y
1034,2007.11.18,2007,Australia,Provoked,Fishing,N,Y
1035,2007.11.08,2007,Australia,Unprovoked,Surfing,N,Y
1036,2007.11.07,2007,South Africa,Unprovoked,Surfing,N,Y
1037,2007.11.06,2007,Usa,Unprovoked,Surfing,N,Y
1038,2007.11.04,2007,Usa,Unprovoked,Surfing,N,Y
1039,2007.11.03,2007,South Africa,Unprovoked,Surfing,N,Y
1040,2007.11.00,2007,Mexico,Invalid,Diving,N,Y
1041,2007.10.29,2007,Usa,Unprovoked,Others,N,Y
1042,2007.10.15,2007,Australia,Unprovoked,Surfing,N,Y
1043,2007.10.13,2007,Australia,Unprovoked,Fishing,N,Y
1044,2007.10.07,2007,Usa,Unprovoked,Surfing,N,Y
1045,2007.10.06,2007,Usa,Unprovoked,Surfing,N,Y
1046,2007.09.30.c,2007,Usa,Unprovoked,Surfing,N,Y
1047,2007.09.30.b,2007,Philippines,Sea Disaster,Others,Y,Y
1048,2007.09.30.a,2007,New Caledonia,Unprovoked,Swimming,Y,Y
1049,2007.09.28,2007,Bahamas,Unprovoked,Fishing,N,Y
1050,2007.09.27.b,2007,Usa,Unprovoked,Surfing,N,Y
1051,2007.09.27.a,2007,Egypt,Unprovoked,Swimming,N,Y
1052,2007.09.22.b,2007,Usa,Invalid,Diving,Y,Y
1053,2007.09.22.a,2007,Usa,Unprovoked,Surfing,N,Y
1054,2007.09.20,2007,Usa,Unprovoked,Surfing,N,Y
1055,2007.09.17,2007,Solomon Islands,Unprovoked,Fishing,N,Y
1056,2007.09.16.b,2007,Usa,Unprovoked,Wading,N,Y
1057,2007.09.16.a,2007,Usa,Unprovoked,Surfing,N,Y
1058,2007.09.13,2007,Usa,Unprovoked,Snorkeling,N,Y
1059,2007.09.08,2007,Usa,Unprovoked,Wading,N,Y
1060,2007.09.05,2007,Usa,Unprovoked,Wading,N,Y
1061,2007.09.04,2007,Usa,Unprovoked,Standing,N,Y
1062,2007.09.03.b,2007,Usa,Unprovoked,Others,N,Y
1063,2007.09.03.a,2007,Usa,Unprovoked,Swimming,N,Y
1064,2007.08.28.b,2007,Usa,Unprovoked,Boarding,N,Y
1065,2007.08.28.a,2007,Usa,Unprovoked,Surfing,N,Y
1066,2007.08.26,2007,Usa,Unprovoked,Surfing,N,Y
1067,2007.08.25,2007,Usa,Unprovoked,Surfing,N,Y
1068,2007.08.22,2007,Usa,Provoked,Diving,N,Y
1069,2007.08.20,2007,Usa,Provoked,Fishing,N,Y
1070,2007.08.19.c,2007,Usa,Unprovoked,Swimming,N,Y
1071,2007.08.19.b,2007,Usa,Unprovoked,Surfing,N,Y
1072,2007.08.19.a.,2007,Usa,Unprovoked,Others,N,Y
1073,2007.08.15,2007,Usa,Unprovoked,Others,N,Y
1074,2007.08.12,2007,Usa,Unprovoked,Swimming,N,Y
1075,2007.08.11,2007,Usa,Unprovoked,Surfing,N,Y
1076,2007.08.09.b,2007,Usa,Unprovoked,Swimming,N,Y
1077,2007.08.09.a,2007,Usa,Unprovoked,Boarding,N,Y
1078,2007.08.07,2007,Usa,Unprovoked,Others,N,Y
1079,2007.07.29,2007,Usa,Unprovoked,Surfing,N,Y
1080,2007.07.28,2007,Usa,Unprovoked,Surfing,N,Y
1081,2007.07.22,2007,Usa,Unprovoked,Surfing,N,Y
1082,2007.07.21,2007,Usa,Boat,Fishing,N,Y
1083,2007.07.19.b,2007,Usa,Unprovoked,Snorkeling,N,Y
1084,2007.07.19.a,2007,Australia,Unprovoked,Wading,N,Y
1085,2007.07.18.b,2007,Usa,Unprovoked,Swimming,N,Y
1086,2007.07.18.a,2007,Norway,Provoked,Diving,N,N
1087,2007.07.17.b,2007,Usa,Invalid,Swimming,N,Y
1088,2007.07.17.a,2007,Usa,Unprovoked,Wading,N,Y
1089,2007.07.10,2007,Bahamas,Unprovoked,Fishing,N,Y
1090,2007.07.05,2007,Usa,Unprovoked,Surfing,N,Y
1091,2007.07.04,2007,Reunion,Unprovoked,Boarding,N,Y
1092,2007.07.00,2007,Senegal,Invalid,Others,UNKNOWN,N
1093,2007.06.30.b,2007,Usa,Provoked,Others,N,Y
1094,2007.06.30.a,2007,Usa,Unprovoked,Swimming,N,Y
1095,2007.06.25,2007,Usa,Unprovoked,Surfing,N,Y
1096,2007.06.24,2007,Usa,Unprovoked,Surfing,N,Y
1097,2007.06.17,2007,Usa,Invalid,Surfing,N,Y
1098,2007.06.12,2007,Usa,Unprovoked,Swimming,N,Y
1099,2007.06.05,2007,Australia,Unprovoked,Surfing,N,Y
1100,2007.05.26,2007,Usa,Unprovoked,Wading,N,Y
1101,2007.05.24,2007,Usa,Provoked,Others,N,Y
1102,2007.05.17.R,2007,England,Provoked,Fishing,N,N
1103,2007.05.16,2007,Australia,Unprovoked,Wading,N,Y
1104,2007.05.12,2007,Australia,Unprovoked,Surfing,N,Y
1105,2007.05.10,2007,Usa,Unprovoked,Surfing,N,Y
1106,2007.05.09.R,2007,Seychelles,Unprovoked,Snorkeling,N,N
1107,2007.05.08,2007,Australia,Invalid,Swimming,Y,Y
1108,2007.05.07.b,2007,Usa,Unprovoked,Snorkeling,N,Y
1109,2007.05.07.a,2007,Usa,Unprovoked,Swimming,N,Y
1110,2007.05.04,2007,Turks & Caicos,Sea Disaster,Others,Y,N
1111,2007.05.00,2007,Bahamas,Provoked,Others,N,Y
1112,2007.04.26,2007,Australia,Unprovoked,Swimming,N,Y
1113,2007.04.22,2007,Usa,Unprovoked,Boarding,N,Y
1114,2007.04.20,2007,Usa,Unprovoked,Surfing,N,Y
1115,2007.04.13.R,2007,Usa,Boat,Fishing,N,Y
1116,2007.04.09,2007,New Caledonia,Unprovoked,Surfing,N,Y
1117,2007.04.01,2007,Usa,Unprovoked,Others,N,Y
1118,2007.03.31.b,2007,Usa,Unprovoked,Surfing,N,Y
1119,2007.03.22,2007,Yemen,Unprovoked,Others,Y,N
1120,2007.03.21,2007,Usa,Unprovoked,Surfing,N,Y
1121,2007.03.20,2007,Australia,Unprovoked,Surfing,N,Y
1122,2007.03.14.R,2007,Usa,Provoked,Fishing,N,Y
1123,2007.03.12,2007,Australia,Unprovoked,Swimming,N,Y
1124,2007.03.11,2007,Usa,Unprovoked,Surfing,N,Y
1125,2007.03.05.R,2007,New Zealand,Provoked,Fishing,N,Y
1126,2007.02.04,2007,Costa Rica,Invalid,Swimming,Y,Y
1127,2007.02.03,2007,Australia,Unprovoked,Boarding,N,Y
1128,2007.02.00,2007,New Caledonia,Unprovoked,Fishing,N,Y
1129,2007.01.25.b,2007,New Caledonia,Unprovoked,Fishing,N,Y
1130,2007.01.25.a,2007,Usa,Boat,Others,N,Y
1131,2007.01.23,2007,Australia,Unprovoked,Diving,N,Y
1132,2007.01.19,2007,Australia,Invalid,Swimming,Y,Y
1133,2007.01.14,2007,South Africa,Unprovoked,Surfing,Y,Y
1134,2007.01.09,2007,Australia,Unprovoked,Surfing,N,Y
1135,2007.01.07,2007,Usa,Invalid,Surfing,N,Y
1136,2007.01.05,2007,Usa,Unprovoked,Surfing,N,Y
1137,2006.12.18,2006,Australia,Unprovoked,Surfing,N,Y
1138,2006.12.11,2006,New Zealand,Unprovoked,Surfing,N,Y
1139,2006.12.10,2006,Usa,Unprovoked,Surfing,N,Y
1140,2006.12.06,2006,South Africa,Provoked,Fishing,N,Y
1141,2006.12.02,2006,Australia,Unprovoked,Boarding,N,Y
1142,2006.11.25,2006,Philippines,Sea Disaster,Others,Y,Y
1143,2006.11.11,2006,Usa,Unprovoked,Swimming,N,Y
1144,2006.11.09,2006,South Africa,Provoked,Others,N,Y
1145,2006.10.31,2006,Usa,Unprovoked,Surfing,N,Y
1146,2006.10.16,2006,Usa,Unprovoked,Fishing,N,Y
1147,2006.10.10,2006,Usa,Unprovoked,Surfing,N,Y
1148,2006.10.07,2006,Usa,Unprovoked,Surfing,N,Y
1149,2006.10.05,2006,Usa,Unprovoked,Others,N,Y
1150,2006.10.00.b,2006,Bahamas,Unprovoked,Diving,N,Y
1151,2006.10.00.a,2006,Gulf Of Aden,Unprovoked,Others,Y,N
1152,2006.09.30,2006,South Africa,Invalid,Fishing,N,Y
1153,2006.09.29,2006,Usa,Unprovoked,Surfing,N,Y
1154,2006.09.18.R,2006,Usa,Provoked,Diving,N,Y
1155,2006.09.16,2006,Usa,Unprovoked,Surfing,N,Y
1156,2006.09.14,2006,Usa,Unprovoked,Swimming,N,Y
1157,2006.09.11,2006,Usa,Unprovoked,Surfing,N,Y
1158,2006.09.04,2006,Australia,Invalid,Diving,Y,Y
1159,2006.09.03.a,2006,Usa,Unprovoked,Standing,N,Y
1160,2006.09.02,2006,Usa,Unprovoked,Swimming,N,Y
1161,2006.09.02a,2006,South Africa,Unprovoked,Surfing,N,Y
1162,2006.08.29.b,2006,Usa,Unprovoked,Surfing,N,Y
1163,2006.08.29.a,2006,Australia,Unprovoked,Surfing,N,Y
1164,2006.08.27,2006,Reunion,Unprovoked,Boarding,N,Y
1165,2006.08.22.a,2006,Belize,Invalid,Fishing,Y,N
1166,2006.08.20.b,2006,Italy,Sea Disaster,Others,Y,Y
1167,2006.08.20.a,2006,Reunion,Unprovoked,Surfing,Y,Y
1168,2006.08.15,2006,South Africa,Unprovoked,Surfing,N,Y
1169,2006.08.13,2006,South Africa,Unprovoked,Others,N,Y
1170,2006.08.00.b,2006,Usa,Unprovoked,Wading,N,Y
1171,2006.08.00.a,2006,Reunion,Unprovoked,Fishing,N,Y
1172,2006.07.31.R,2006,Usa,Provoked,Others,N,Y
1173,2006.07.31.a,2006,Usa,Unprovoked,Surfing,N,Y
1174,2006.07.29.b,2006,Usa,Invalid,Boarding,N,Y
1175,2006.07.29.a,2006,Usa,Unprovoked,Surfing,N,Y
1176,2006.07.28,2006,South Africa,Unprovoked,Surfing,N,Y
1177,2006.07.25,2006,Usa,Unprovoked,Surfing,N,Y
1178,2006.07.23,2006,Usa,Unprovoked,Fishing,N,Y
1179,2006.07.17,2006,Usa,Unprovoked,Standing,N,Y
1180,2006.07.13,2006,Spain,Invalid,Swimming,N,Y
1181,2006.07.12,2006,Usa,Unprovoked,Swimming,N,Y
1182,2006.07.09.b,2006,Usa,Unprovoked,Wading,N,Y
1183,2006.07.09.a,2006,Usa,Unprovoked,Others,N,Y
1184,2006.07.08.b,2006,Usa,Unprovoked,Boarding,N,Y
1185,2006.07.08.a,2006,Usa,Unprovoked,Swimming,N,Y
1186,2006.06.30.b,2006,Usa,Unprovoked,Fishing,N,Y
1187,2006.06.30.a,2006,Usa,Unprovoked,Fishing,N,Y
1188,2006.06.27,2006,Usa,Unprovoked,Boarding,N,Y
1189,2006.06.26,2006,Usa,Provoked,Fishing,N,Y
1190,2006.06.24,2006,Bahamas,Unprovoked,Fishing,N,Y
1191,2006.06.20,2006,Usa,Unprovoked,Surfing,N,Y
1192,2006.06.18,2006,Brazil,Unprovoked,Boarding,Y,Y
1193,2006.06.17,2006,Usa,Unprovoked,Diving,N,Y
1194,2006.06.15,2006,Usa,Unprovoked,Surfing,N,Y
1195,2006.06.07,2006,Usa,Unprovoked,Others,N,Y
1196,2006.06.05,2006,Australia,Unprovoked,Surfing,N,Y
1197,2006.05.31,2006,Usa,Unprovoked,Fishing,N,Y
1198,2006.05.28,2006,Usa,Provoked,Others,N,Y
1199,2006.05.27,2006,Usa,Unprovoked,Surfing,N,Y
1200,2006.05.24,2006,Usa,Provoked,Fishing,N,Y
1201,2006.05.21,2006,Brazil,Unprovoked,Surfing,N,Y
1202,2006.05.19,2006,Usa,Unprovoked,Diving,N,Y
1203,2006.05.04,2006,Usa,Unprovoked,Swimming,N,Y
1204,2006.05.02,2006,Australia,Provoked,Snorkeling,N,Y
1205,2006.04.21,2006,Usa,Unprovoked,Surfing,N,Y
1206,2006.04.19,2006,Usa,Unprovoked,Standing,N,Y
1207,2006.04.13,2006,Usa,Provoked,Fishing,N,Y
1208,2006.04.11,2006,Australia,Unprovoked,Surfing,N,Y
1209,2006.04.09.b,2006,South Africa,Unprovoked,Boarding,N,Y
1210,2006.04.09.a,2006,Brazil,Unprovoked,Swimming,N,Y
1211,2006.04.03,2006,Usa,Unprovoked,Wading,N,Y
1212,2006.03.28.R,2006,Sierra Leone,Unprovoked,Fishing,Y,N
1213,2006.03.23,2006,Usa,Unprovoked,Surfing,N,Y
1214,2006.03.22,2006,South Africa,Invalid,Swimming,Y,Y
1215,2006.03.19,2006,Fiji,Unprovoked,Surfing,N,Y
1216,2006.03.15,2006,Australia,Unprovoked,Surfing,N,Y
1217,2006.02.27,2006,Usa,Unprovoked,Standing,N,Y
1218,2006.02.23,2006,Usa,Invalid,Diving,Y,Y
1219,2006.02.13,2006,Australia,Unprovoked,Wading,N,Y
1220,2006.02.12.b,2006,Australia,Unprovoked,Swimming,N,Y
1221,2006.02.12.a,2006,Australia,Boat,Fishing,N,Y
1222,2006.02.08,2006,South Africa,Unprovoked,Surfing,N,Y
1223,2006.02.01.b,2006,Tonga,Unprovoked,Swimming,Y,Y
1224,2006.02.01.a,2006,Usa,Boat,Others,N,Y
1225,2006.01.28.R,2006,Atlantic Ocean,Boat,Others,N,Y
1226,2006.01.25,2006,South Africa,Unprovoked,Fishing,N,Y
1227,2006.01.23,2006,Atlantic Ocean,Boat,Others,N,Y
1228,2006.01.18,2006,Usa,Unprovoked,Surfing,N,Y
1229,2006.01.15,2006,Australia,Unprovoked,Diving,N,Y
1230,2006.01.11,2006,Bahamas,Invalid,Diving,N,Y
1231,2006.01.07,2006,Australia,Unprovoked,Swimming,Y,Y
1232,2006.01.04,2006,Usa,Unprovoked,Surfing,N,Y
1233,2006.01.01,2006,South Africa,Unprovoked,Fishing,N,Y
1234,2005.12.24,2005,Usa,Unprovoked,Surfing,N,Y
1235,2005.12.21,2005,Usa,Unprovoked,Swimming,N,Y
1236,2005.12.20,2005,Atlantic Ocean,Boat,Others,N,Y
1237,2005.12.11,2005,Australia,Unprovoked,Fishing,N,Y
1238,2005.12.05.R,2005,Australia,Boat,Fishing,N,Y
1239,2005.11.29.R,2005,Usa,Unprovoked,Surfing,N,Y
1240,2005.11.27,2005,Usa,Unprovoked,Surfing,N,Y
1241,2005.11.25.c,2005,Australia,Boat,Fishing,N,Y
1242,2005.11.25.b,2005,Australia,Unprovoked,Surfing,N,Y
1243,2005.11.25.a,2005,South Africa,Unprovoked,Surfing,N,Y
1244,2005.11.24,2005,New Caledonia,Unprovoked,Fishing,N,Y
1245,2005.11.21,2005,Usa,Unprovoked,Surfing,N,Y
1246,2005.11.20,2005,Usa,Unprovoked,Surfing,N,Y
1247,2005.11.15,2005,South Africa,Provoked,Fishing,N,Y
1248,2005.11.12,2005,Usa,Unprovoked,Surfing,N,Y
1249,2005.11.02.b,2005,Usa,Unprovoked,Surfing,N,Y
1250,2005.11.02.a,2005,Usa,Unprovoked,Surfing,N,Y
1251,2005.10.29,2005,Usa,Unprovoked,Wading,N,Y
1252,2005.10.25,2005,St. Maartin,Unprovoked,Standing,N,N
1253,2005.10.22,2005,South Africa,Unprovoked,Surfing,N,Y
1254,2005.10.21,2005,Usa,Unprovoked,Surfing,N,Y
1255,2005.10.19,2005,Usa,Unprovoked,Surfing,N,Y
1256,2005.10.15,2005,Usa,Provoked,Wading,N,Y
1257,2005.10.13,2005,Usa,Unprovoked,Surfing,N,Y
1258,2005.10.11,2005,Grand Cayman,Unprovoked,Diving,N,N
1259,2005.10.06,2005,Usa,Unprovoked,Surfing,N,Y
1260,2005.10.03,2005,Bahamas,Unprovoked,Diving,N,Y
1261,2005.10.01,2005,South Africa,Unprovoked,Surfing,N,Y
1262,2005.09.27.R,2005,Australia,Unprovoked,Surfing,N,Y
1263,2005.09.24,2005,Australia,Unprovoked,Surfing,N,Y
1264,2005.09.23,2005,Australia,Unprovoked,Surfing,N,Y
1265,2005.09.22,2005,Usa,Invalid,Surfing,N,Y
1266,2005.09.20,2005,Usa,Unprovoked,Surfing,N,Y
1267,2005.09.11,2005,Usa,Unprovoked,Surfing,Y,Y
1268,2005.09.07,2005,Australia,Unprovoked,Standing,N,Y
1269,2005.09.05,2005,Usa,Unprovoked,Wading,N,Y
1270,2005.09.04.a,2005,Australia,Unprovoked,Surfing,N,Y
1271,2005.09.02.b,2005,Usa,Unprovoked,Surfing,N,Y
1272,2005.09.02.a,2005,Thailand,Provoked,Others,Y,N
1273,2005.08.24.b,2005,Australia,Unprovoked,Diving,Y,Y
1274,2005.08.24.a,2005,Usa,Unprovoked,Surfing,N,Y
1275,2005.08.22,2005,Usa,Invalid,Boarding,N,Y
1276,2005.08.21,2005,Usa,Unprovoked,Swimming,N,Y
1277,2005.08.19,2005,Usa,Unprovoked,Others,N,Y
1278,2005.08.12,2005,Usa,Unprovoked,Surfing,N,Y
1279,2005.08.06,2005,Usa,Unprovoked,Swimming,N,Y
1280,2005.08.01,2005,Seychelles,Invalid,Fishing,Y,N
1281,2005.07.27,2005,Usa,Unprovoked,Wading,N,Y
1282,2005.07.23,2005,Usa,Unprovoked,Surfing,N,Y
1283,2005.07.22,2005,Usa,Invalid,Surfing,N,Y
1284,2005.07.17.b,2005,Liberia,Invalid,Swimming,Y,N
1285,2005.07.17.a,2005,China,Provoked,Diving,N,N
1286,2005.07.15,2005,Usa,Unprovoked,Swimming,N,Y
1287,2005.07.13,2005,Usa,Unprovoked,Others,N,Y
1288,2005.07.01,2005,Usa,Unprovoked,Standing,N,Y
1289,2005.06.27,2005,Usa,Unprovoked,Fishing,N,Y
1290,2005.06.25,2005,Usa,Unprovoked,Swimming,Y,Y
1291,2005.06.22,2005,Vanuatu,Unprovoked,Swimming,Y,N
1292,2005.06.21,2005,Mexico,Unprovoked,Surfing,N,Y
1293,2005.06.18,2005,Usa,Invalid,Swimming,N,Y
1294,2005.06.16,2005,Usa,Unprovoked,Swimming,N,Y
1295,2005.06.13,2005,South Korea,Unprovoked,Diving,N,N
1296,2005.06.07,2005,Usa,Unprovoked,Boarding,N,Y
1297,2005.06.05,2005,Usa,Invalid,Surfing,N,Y
1298,2005.06.04,2005,South Africa,Unprovoked,Fishing,Y,Y
1299,2005.06.02,2005,Usa,Unprovoked,Wading,N,Y
1300,2005.05.28,2005,Usa,Unprovoked,Swimming,N,Y
1301,2005.05.27,2005,Usa,Unprovoked,Others,N,Y
1302,2005.05.25,2005,South Africa,Unprovoked,Surfing,N,Y
1303,2005.05.15,2005,Australia,Unprovoked,Fishing,N,Y
1304,2005.05.14,2005,Usa,Unprovoked,Others,N,Y
1305,2005.05.03,2005,Madagascar,Unprovoked,Fishing,N,N
1306,2005.05.02.R,2005,Usa,Sea Disaster,Others,N,Y
1307,2005.05.02,2005,Usa,Unprovoked,Surfing,N,Y
1308,2005.04.25,2005,Australia,Provoked,Fishing,N,Y
1309,2005.04.16.b,2005,Australia,Unprovoked,Fishing,N,Y
1310,2005.04.16.a,2005,Australia,Unprovoked,Surfing,N,Y
1311,2005.04.13,2005,Usa,Unprovoked,Wading,N,Y
1312,2005.04.09,2005,Usa,Invalid,Surfing,N,Y
1313,2005.04.07,2005,Usa,Unprovoked,Surfing,N,Y
1314,2005.04.06,2005,Honduras,Invalid,Diving,N,N
1315,2005.03.28,2005,South Africa,Unprovoked,Surfing,N,Y
1316,2005.03.27.R,2005,Australia,Unprovoked,Surfing,N,Y
1317,2005.03.25,2005,Venezuela,Unprovoked,Surfing,N,N
1318,2005.03.19,2005,Australia,Unprovoked,Snorkeling,Y,Y
1319,2005.03.12,2005,Usa,Provoked,Diving,N,Y
1320,2005.03.09,2005,New Zealand,Provoked,Fishing,N,Y
1321,2005.03.05,2005,Solomon Islands,Unprovoked,Diving,N,Y
1322,2005.02.26,2005,Australia,Unprovoked,Swimming,N,Y
1323,2005.02.22,2005,Usa,Provoked,Fishing,N,Y
1324,2005.02.16,2005,Usa,Unprovoked,Surfing,N,Y
1325,2005.02.13,2005,Usa,Unprovoked,Fishing,N,Y
1326,2005.02.04,2005,Brazil,Unprovoked,Surfing,N,Y
1327,2005.01.20,2005,Cuba,Unprovoked,Swimming,N,Y
1328,2005.01.19,2005,Australia,Provoked,Fishing,N,Y
1329,2005.01.14,2005,Australia,Provoked,Others,N,Y
1330,2005.01.08,2005,New Zealand,Unprovoked,Fishing,N,Y
1331,2004.12.26,2004,Sri Lanka,Invalid,Others,N,N
1332,2004.12.16,2004,Australia,Unprovoked,Surfing,Y,Y
1333,2004.12.11,2004,Australia,Unprovoked,Fishing,Y,Y
1334,2004.11.27,2004,South Africa,Unprovoked,Surfing,N,Y
1335,2004.11.26,2004,South Africa,Unprovoked,Others,N,Y
1336,2004.11.15,2004,South Africa,Unprovoked,Swimming,Y,Y
1337,2004.11.11.b,2004,Usa,Unprovoked,Surfing,N,Y
1338,2004.11.11.a,2004,Vanuatu,Unprovoked,Snorkeling,N,N
1339,2004.11.00,2004,New Caledonia,Unprovoked,Diving,N,Y
1340,2004.10.31,2004,Cuba,Unprovoked,Diving,N,Y
1341,2004.10.30.a,2004,South Africa,Unprovoked,Others,N,Y
1342,2004.10.21,2004,Australia,Unprovoked,Surfing,N,Y
1343,2004.10.10,2004,Usa,Unprovoked,Surfing,N,Y
1344,2004.10.09.b,2004,Usa,Unprovoked,Fishing,N,Y
1345,2004.10.09.a,2004,South Africa,Unprovoked,Surfing,N,Y
1346,2004.10.06,2004,Reunion,Unprovoked,Boarding,N,Y
1347,2004.10.02,2004,Usa,Unprovoked,Surfing,N,Y
1348,2004.10.01,2004,Usa,Unprovoked,Surfing,N,Y
1349,2004.09.25,2004,Australia,Boat,Fishing,N,Y
1350,2004.09.20,2004,Usa,Unprovoked,Surfing,N,Y
1351,2004.09.10,2004,Usa,Invalid,Fishing,N,Y
1352,2004.09.08,2004,Brazil,Unprovoked,Swimming,Y,Y
1353,2004.09.04,2004,Usa,Unprovoked,Others,N,Y
1354,2004.08.29,2004,Usa,Unprovoked,Others,N,Y
1355,2004.08.21,2004,Brazil,Unprovoked,Bathing,N,Y
1356,2004.08.20,2004,Usa,Unprovoked,Surfing,N,Y
1357,2004.08.15,2004,Usa,Unprovoked,Diving,Y,Y
1358,2004.08.06,2004,Usa,Unprovoked,Swimming,N,Y
1359,2004.08.03,2004,Australia,Unprovoked,Fishing,N,Y
1360,2004.08.00,2004,South Africa,Boat,Fishing,N,Y
1361,2004.07.31,2004,Usa,Unprovoked,Surfing,N,Y
1362,2004.07.30,2004,Russia,Unprovoked,Fishing,N,N
1363,2004.07.28,2004,Usa,Unprovoked,Surfing,N,Y
1364,2004.07.27.b,2004,Usa,Unprovoked,Swimming,N,Y
1365,2004.07.27.a,2004,Usa,Unprovoked,Swimming,N,Y
1366,2004.07.25,2004,Usa,Unprovoked,Fishing,N,Y
1367,2004.07.19.R,2004,Australia,Boat,Fishing,N,Y
1368,2004.07.15,2004,Japan,Unprovoked,Fishing,N,Y
1369,2004.07.10,2004,Australia,Unprovoked,Surfing,Y,Y
1370,2004.07.02.b,2004,Egypt,Unprovoked,Snorkeling,N,Y
1371,2004.07.02.a,2004,Usa,Unprovoked,Wading,N,Y
1372,2004.06.26.b,2004,Usa,Unprovoked,Surfing,N,Y
1373,2004.06.26.a,2004,Australia,Invalid,Fishing,N,Y
1374,2004.06.14,2004,Usa,Unprovoked,Diving,N,Y
1375,2004.06.10.b,2004,Australia,Unprovoked,Boarding,N,Y
1376,2004.06.10.a,2004,Usa,Unprovoked,Swimming,N,Y
1377,2004.06.02,2004,South Africa,Unprovoked,Swimming,Y,Y
1378,2004.05.29,2004,Usa,Unprovoked,Wading,N,Y
1379,2004.05.23.b,2004,Brazil,Unprovoked,Swimming,N,Y
1380,2004.05.28,2004,Usa,Unprovoked,Surfing,N,Y
1381,2004.05.23.a,2004,Usa,Unprovoked,Swimming,N,Y
1382,2004.05.22.c,2004,Usa,Invalid,Swimming,N,Y
1383,2004.05.22.a,2004,Brazil,Unprovoked,Wading,N,Y
1384,2004.05.18,2004,Bahamas,Provoked,Fishing,N,Y
1385,2004.05.04,2004,Usa,Unprovoked,Surfing,N,Y
