Year,Type,Country,Area,Location,Activity,Sex,Fatal
1999,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",Surfing,M,Y
1999,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,F,N
1999,Unprovoked,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,Swimming,M,Y
1999,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,M,N
1999,Unprovoked,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,Fishing,M,N
1999,Provoked,BRAZIL,Rio Grande de Norte,Atol das Rochas,Other,M,N
1999,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ",Swimming,F,Y
1999,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvea,Fishing,M,N
1999,Provoked,NEW ZEALAND,Unknown,Unknown,Fishing,M,N
1999,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,M,N
1999,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Swimming,F,N
1999,Boat,USA,North Carolina,Frying Pan Shoals,Other,Unknown,N
1999,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,Surfing,M,N
1999,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,N
1999,Unprovoked,MAURITIUS,Unknown,Belle-Mare,Fishing,M,N
1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,Other,M,N
1999,Boat,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",Other,Unknown,N
1999,Invalid,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,F,N
1999,Unprovoked,REUNION,Saint-Leu,Pointe au Sel,Fishing,Unknown,Y
1999,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Fishing,M,N
1999,Invalid,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",Surfing,M,N
1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,N
1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Bathing,F,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Other,M,N
1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,F,N
1998,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,Y
1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1998,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Bathing,M,N
1998,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,N
1998,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing,M,N
1998,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,Y
1998,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,M,N
1998,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,N
1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,N
1998,Unprovoked,REUNION,Saint-Benoît,Unknown,Diving,Unknown,N
1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N
1998,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,Fishing,M,N
1998,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,N
1998,Provoked,SENEGAL,Cap Vert Peninsula,Yoff Island,Fishing,M,N
1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,N
1998,Invalid,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,Unknown,N
1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boarding,M,N
1998,Unprovoked,USA,Virginia,Virginia Beach,Fishing,M,N
1998,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,Fishing,M,N
1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Boarding,M,N
1998,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Other,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,Fishing,M,N
1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Bathing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,N
1998,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,Diving,M,Y
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Boarding,M,Y
1998,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Boarding,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Boarding,M,N
1998,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,N
1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,Boarding,M,N
1998,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Other,F,Y
1998,Unprovoked,USA,Oregon,Gleneden Beach,Surfing,M,N
1998,Provoked,USA,Florida,"Marathon, Monroe County",Diving,M,N
1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Y
1998,Unprovoked,NEW CALEDONIA,Unknown,Île de Sable,Unknown,Unknown,N
1998,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,N
1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Other,M,N
1998,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,N
1998,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,N
1998,Invalid,AUSTRALIA,New South Wales,Whale Beach,Fishing,M,Y
1998,Unprovoked,NEW CALEDONIA,South Province,l'Anse-Vata,Surfing,M,N
1998,Unprovoked,REUNION,Grand'Anse,Unknown,Bathing,M,Y
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,N
1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,M,N
1998,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,M,N
1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,M,Y
1998,Unprovoked,REUNION,Beaufonds,Unknown,Diving,Unknown,Y
1998,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Fishing,M,N
1997,Unprovoked,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Fishing,M,Y
1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,N
1997,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Unknown,F,N
1997,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,N
1997,Unprovoked,AUSTRALIA,Western Australia,Albany,Diving,M,N
1997,Unprovoked,USA,Florida,Unknown,Swimming,M,N
1997,Invalid,AUSTRALIA,New South Wales,Botany Bay?,Unknown,M,Y
1997,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surfing,M,N
1997,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Surfing,M,N
1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,N
1997,Boat,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,Fishing,Unknown,N
1997,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,N
1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Y
1997,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,N
1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,N
1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing,M,N
1997,Invalid,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",Diving,M,Y
1997,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",Diving,M,Y
1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,N
1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,N
1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,Y
1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boarding,M,N
1997,Unprovoked,USA,Texas,"East Beach, Galveston",Bathing,F,N
1997,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Fishing,M,N
1997,Unprovoked,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,N
1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,Y
1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,N
1997,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Bathing,M,N
1997,Unprovoked,OKINAWA,Miyako,Hirara,Fishing,M,Y
1997,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,Unknown,N
1997,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",Fishing,M,N
1997,Unprovoked,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,F,N
1997,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,N
1997,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,M,Unknown
1997,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County",Surfing,M,N
1997,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Fishing,M,N
1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,N
1997,Unprovoked,BAHAMAS,Abaco Islands,Powell Cay,Fishing,M,N
1997,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Fishing,M,N
1997,Unprovoked,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Surfing,M,N
1997,Unprovoked,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,F,N
1997,Unprovoked,AUSTRALIA,Queensland,Whitsunday Passage,Diving,M,N
1997,Unprovoked,USA,Hawaii,"Sunset Beach, O'ahu",Unknown,M,Unknown
1997,Unprovoked,REUNION,L'Etang-Sale,Unknown,Unknown,M,N
1997,Boat,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Canoeing,F,N
1997,Unprovoked,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,M,N
1997,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Surfing,M,Y
1997,Unprovoked,REUNION,Unknown,la Pointe-au-Sel,Fishing,M,Y
1997,Boat,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",Other,Unknown,N
1996,Unprovoked,AUSTRALIA,Queensland,Coolum Beach,Surfing,M,Unknown
1996,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,M,N
1996,Unprovoked,NEW CALEDONIA,Unknown,Unknown,Fishing,M,Y
1996,Unprovoked,NEW CALEDONIA,South Province,L'llot Maetre,Other,F,N
1996,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,N
1996,Unprovoked,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,M,N
1996,Unprovoked,BRAZIL,Pernambuco,Barra de Jangada,Surfing,Unknown,N
1996,Unprovoked,BRAZIL,Pernambuco,Barra de Jangada,Surfing,M,N
1996,Unprovoked,OKINAWA,Miyako Island,Boragawa Beach,Swimming,M,Y
1996,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,N
1996,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,N
1996,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,M,N
1996,Unprovoked,BRAZIL,Pernambuco,Unknown,Unknown,Unknown,N
1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,N
1996,Unprovoked,NEW ZEALAND,Chatham Islands ,Waihere Bay,Diving,M,N
1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1996,Unprovoked,USA,Florida,"Behune Beach, Volusia County",Bathing,M,N
1996,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,M,N
1996,Invalid,USA,South Carolina,"Garden City Beach, Horry County",Boarding,F,N
1996,Provoked,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,Fishing,M,N
1996,Unprovoked,USA,Hawaii,"Paukukalo, Maui",Boarding,M,N
1996,Unprovoked,USA,California,"Bird Rock, Tomales Point",Diving,M,N
1996,Unprovoked,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",Fishing,M,N
1996,Unprovoked,USA,Florida,"Wiggins Pass, Collier County",Bathing,F,N
1996,Unprovoked,OKINAWA,Miyako,Hirara City,Swimming,M,Y
1996,Unprovoked,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba","1 km off the mouth of Marsa Bereika, north of Ras Mohammed",Diving,M,N
1996,Unprovoked,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Swimming,M,N
1996,Unprovoked,USA,Hawaii,"Nakalele Point, Maui",Unknown,Unknown,Unknown
1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N
1996,Unprovoked,USA,Florida,"Public Beach, Siesta Key, Sarasota County",Bathing,F,N
1996,Unprovoked,BAHAMAS,Cat Cay,Unknown,Diving,M,N
1996,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",Surfing,F,N
1996,Unprovoked,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,M,N
1996,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Surfing,M,N
1996,Unprovoked,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",Surfing,M,N
1996,Invalid,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Diving,M,Y
1996,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,N
1996,Unprovoked,SOUTH KOREA,Unknown,Unknown,Diving,M,Y
1996,Unprovoked,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,N
1996,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",Unknown,M,Unknown
1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,M,N
1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,F,N
1996,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Y
1996,Unprovoked,AUSTRALIA,Queensland,Heron Island,Swimming,F,N
1996,Unprovoked,AUSTRALIA,New South Wales,Lord Howe Island,Fishing,M,N
1996,Unprovoked,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",Diving,M,N
1996,Provoked,USA,Missouri,St. Louis,Swimming,F,N
1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Unknown,M,Y
1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Unknown,Unknown,N
1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Diving,Unknown,Y
1996,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata,Other,Unknown,Y
1996,Unprovoked,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,N
1996,Provoked,USA,Florida,"Florida Keys, Monroe County",Bathing,M,N
1996,Unprovoked,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",Swimming,F,N
1996,Unprovoked,USA,Hawaii,"KaelekiI Point, Maui",Swimming,M,N
1996,Unprovoked,AUSTRALIA,Western Australia,"Mutton Bird Island, Albany",Unknown,Unknown,Unknown
1996,Boat,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,Other,Unknown,N
1996,Unprovoked,REUNION,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,M,Y
1996,Unprovoked,FIJI,Taveuni,Unknown,Unknown,M,Y
1996,Unprovoked,USA,North Carolina,Unknown,Surfing,M,N
1995,Unprovoked,USA,Hawaii,Southwest of O'ahu,Unknown,M,Unknown
1995,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand",Unknown,Diving,M,N
1995,Invalid,USA,Hawaii,"Ha'ena, Kaua'i",Unknown,M,N
1995,Unprovoked,NORTHERN ARABIAN SEA,Unknown,Unknown,Other,M,N
1995,Unprovoked,AUSTRALIA,Queensland,Great Keppel Island,Unknown,M,N
1995,Unprovoked,USA,Florida,Unknown,Boarding,M,N
1995,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Surfing,M,N
1995,Unprovoked,AUSTRALIA,Queensland,"Pialba, Hervey Bay",Other,F,N
1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,N
1995,Unprovoked,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,N
1995,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,N
1995,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Surfing,M,N
1995,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,N
1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,N
1995,Unprovoked,REUNION,Saint-Denis,Unknown,Boarding,M,Y
1995,Unprovoked,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",Diving,M,Y
1995,Unprovoked,AUSTRALIA,Western Australia,"Honeymoon Island, near Hopetown",Diving,M,Y
1995,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Surfing,M,N
1995,Invalid,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,N
1995,Unprovoked,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,N
1995,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Other,M,N
1995,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,N
1995,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,N
1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,N
1995,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,N
1995,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,M,N
1995,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,Unknown,N
1995,Unprovoked,TONGA,Vavau,Near Tapana Island,Fishing,M,N
1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Bathing,M,N
1995,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,Y
1995,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,N
1995,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",Boarding,F,N
1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Boarding,M,N
1995,Invalid,TONGA,Vavau,Neiafu,Fishing,M,N
1995,Invalid,USA,California,"Carmel, Monterey County",Diving,M,N
1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,N
1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Unknown,M,N
1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,N
1995,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Boarding,M,N
1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,M,N
1995,Unprovoked,BRAZIL,Pernambuco,Candeias,Surfing,M,Y
1995,Unprovoked,USA,Texas,Port Aransas,Surfing,M,N
1995,Provoked,USA,Mississippi,"Cat Island, Harrison County",Fishing,F,N
1995,Provoked,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",Surfing,M,N
1995,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Diving,M,N
1995,Unprovoked,USA,California,"LaJolla Shores, San Diego County",Canoeing,F,N
1995,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Other,M,N
1995,Unprovoked,USA,South Carolina,"Garden City Beach, Horry County",Surfing,M,N
1995,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,N
1995,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,N
1995,Unprovoked,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,M,N
1995,Unprovoked,HONG KONG,Clearwater Bay,First Beach,Swimming,F,Y
1995,Unprovoked,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,M,Y
1995,Unprovoked,HONG KONG,New Territories,Sai Kung Beach,Diving,Unknown,Y
1995,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,N
1995,Unprovoked,FIJI,Yasawa Islands,Waya Island,Other,M,Y
1995,Unprovoked,AUSTRALIA,Western Australia,"Bernier Island, Shark Bay",Unknown,Unknown,Unknown
1995,Unprovoked,SOUTH KOREA,Unknown,Jangkodo Island,Diving,F,Y
1995,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N
1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Unknown,M,N
1995,Unprovoked,AUSTRALIA,New South Wales,"Honeysuckle Point, Eden",Diving,M,N
1995,Unprovoked,JAPAN,Aichi Prefecture,Atsumi Peninsula,Diving,M,Y
1995,Unprovoked,AUSTRALIA,New South Wales,"Clark Island, Sydney Harbour",Surfing,F,N
1995,Unprovoked,AUSTRALIA,South Australia,Cactus Beach,Surfing,M,N
1995,Unprovoked,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,Unknown,Y
1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Swimming,M,N
1995,Unprovoked,VENEZUELA,Unknown,Unknown,Surfing,M,N
1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,M,Y
1995,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,N
1995,Invalid,SOUTH AFRICA,Unknown,Unknown,Diving,M,N
1995,Provoked,AUSTRALIA,Queensland,Gladstone Reef,Snorkeling,M,N
1995,Invalid,USA,North Carolina,Carolina Beach,Diving,M,Y
1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Unknown,M,Unknown
1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Boarding,M,N
1994,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i",Surfing,Unknown,N
1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,N
1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,N
1994,Unprovoked,VANUATU,Tafea Province,Aniwa Island,Unknown,Unknown,Unknown
1994,Invalid,AUSTRALIA,Queensland,"Hinchinbrook Channel, Queensland",Other,M,N
1994,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Other,M,Y
1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,Y
1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,M,N
1994,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i",Surfing,F,N
1994,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,Unknown,N
1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,Unknown,N
1994,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Bathing,F,N
1994,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,N
1994,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,N
1994,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,N
1994,Sea Disaster,USA,Florida,Florida Straits,Other,M,Y
1994,Unprovoked,USA,Hawaii,Makaha Surf Beach,Other,F,N
1994,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,Unknown,Unknown,N
1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,N
