,Year,Ocean_Sea
2605,1986,NORTH_ATLANTIC
2606,1986,NORTH_PACIFIC
2608,1985,NORTH_ATLANTIC
2610,1985,NORTH_PACIFIC
2611,1985,NORTH_PACIFIC
2613,1985,NORTH_PACIFIC
2614,1985,NORTH_PACIFIC
2615,1985,NORTH_PACIFIC
2616,1985,GULF_OF_MEXICO
2617,1985,NORTH_PACIFIC
2619,1985,NORTH_ATLANTIC
2620,1985,NORTH_ATLANTIC
2621,1985,NORTH_ATLANTIC
2622,1985,NORTH_ATLANTIC
2623,1985,NORTH_ATLANTIC
2624,1985,NORTH_ATLANTIC
2625,1985,NORTH_ATLANTIC
2626,1985,NORTH_PACIFIC
2627,1985,NORTH_ATLANTIC
2629,1985,NORTH_PACIFIC
2631,1985,NORTH_ATLANTIC
2633,1985,NORTH_PACIFIC
2634,1985,NORTH_ATLANTIC
2646,1984,NORTH_ATLANTIC
2647,1984,NORTH_ATLANTIC
2648,1984,NORTH_ATLANTIC
2649,1984,NORTH_ATLANTIC
2650,1984,NORTH_ATLANTIC
2651,1984,NORTH_ATLANTIC
2652,1984,NORTH_PACIFIC
2653,1984,NORTH_PACIFIC
2654,1984,NORTH_ATLANTIC
2655,1984,NORTH_ATLANTIC
2656,1984,NORTH_ATLANTIC
2657,1984,NORTH_ATLANTIC
2658,1984,NORTH_PACIFIC
2659,1984,NORTH_PACIFIC
2660,1984,NORTH_PACIFIC
2661,1984,NORTH_ATLANTIC
2663,1984,GULF_OF_MEXICO
2664,1984,GULF_OF_MEXICO
2666,1984,NORTH_ATLANTIC
2669,1984,NORTH_PACIFIC
2682,1984,NORTH_PACIFIC
2683,1984,NORTH_ATLANTIC
2685,1983,NORTH_ATLANTIC
2691,1983,NORTH_ATLANTIC
2693,1983,NORTH_ATLANTIC
2694,1983,NORTH_ATLANTIC
2695,1983,NORTH_ATLANTIC
2696,1983,NORTH_PACIFIC
2698,1983,NORTH_ATLANTIC
2699,1983,NORTH_ATLANTIC
2700,1983,NORTH_ATLANTIC
2701,1983,NORTH_ATLANTIC
2706,1983,NORTH_ATLANTIC
2707,1983,NORTH_ATLANTIC
2708,1983,NORTH_ATLANTIC
2709,1983,NORTH_ATLANTIC
2710,1983,NORTH_ATLANTIC
2711,1983,NORTH_ATLANTIC
2712,1983,NORTH_ATLANTIC
2714,1983,NORTH_ATLANTIC
2715,1983,NORTH_ATLANTIC
2716,1983,NORTH_ATLANTIC
2717,1983,NORTH_ATLANTIC
2718,1983,NORTH_ATLANTIC
2720,1983,NORTH_ATLANTIC
2724,1983,NORTH_ATLANTIC
2727,1983,NORTH_ATLANTIC
2734,1982,NORTH_ATLANTIC
2735,1982,NORTH_ATLANTIC
2738,1982,NORTH_ATLANTIC
2739,1982,NORTH_PACIFIC
2740,1982,NORTH_PACIFIC
2741,1982,NORTH_ATLANTIC
2743,1982,NORTH_PACIFIC
2748,1982,NORTH_PACIFIC
2749,1982,NORTH_ATLANTIC
2750,1982,NORTH_PACIFIC
2751,1982,NORTH_ATLANTIC
2754,1982,NORTH_ATLANTIC
2755,1982,NORTH_ATLANTIC
2756,1982,NORTH_ATLANTIC
2757,1982,NORTH_PACIFIC
2758,1982,NORTH_ATLANTIC
2759,1982,NORTH_ATLANTIC
2763,1982,NORTH_ATLANTIC
2765,1982,NORTH_PACIFIC
2766,1982,NORTH_PACIFIC
2767,1982,NORTH_ATLANTIC
2768,1982,NORTH_PACIFIC
2769,1982,NORTH_ATLANTIC
2774,1981,NORTH_PACIFIC
2776,1981,NORTH_PACIFIC
2779,1981,NORTH_PACIFIC
2780,1981,NORTH_ATLANTIC
2781,1981,NORTH_ATLANTIC
2782,1981,NORTH_ATLANTIC
2783,1981,NORTH_ATLANTIC
2784,1981,NORTH_ATLANTIC
2785,1981,NORTH_ATLANTIC
2786,1981,NORTH_ATLANTIC
2787,1981,NORTH_ATLANTIC
2788,1981,NORTH_ATLANTIC
2789,1981,NORTH_ATLANTIC
2790,1981,NORTH_ATLANTIC
2791,1981,NORTH_PACIFIC
2792,1981,NORTH_ATLANTIC
2793,1981,NORTH_ATLANTIC
2794,1981,NORTH_ATLANTIC
2795,1981,NORTH_ATLANTIC
2797,1981,NORTH_ATLANTIC
2800,1981,NORTH_PACIFIC
2801,1981,NORTH_PACIFIC
2804,1981,NORTH_ATLANTIC
2805,1981,NORTH_ATLANTIC
2808,1981,NORTH_ATLANTIC
2810,1981,NORTH_ATLANTIC
2811,1981,NORTH_ATLANTIC
2812,1981,SOUTH_PACIFIC
2813,1981,SOUTH_ATLANTIC
2817,1981,NORTH_ATLANTIC
2818,1981,SOUTH_ATLANTIC
2819,1981,NORTH_ATLANTIC
2828,1980,SOUTH_ATLANTIC
2829,1980,NORTH_PACIFIC
2830,1980,NORTH_PACIFIC
2832,1980,NORTH_ATLANTIC
2833,1980,NORTH_PACIFIC
2835,1980,NORTH_ATLANTIC
2836,1980,NORTH_ATLANTIC
2837,1980,NORTH_ATLANTIC
2838,1980,NORTH_ATLANTIC
2839,1980,NORTH_PACIFIC
2841,1980,CARIBBEAN_SEA
2843,1980,NORTH_PACIFIC
2845,1980,SOUTH_ATLANTIC
2853,1980,SOUTH_PACIFIC
2861,1979,NORTH_PACIFIC
2867,1979,NORTH_ATLANTIC
2869,1979,NORTH_ATLANTIC
2870,1979,NORTH_ATLANTIC
2875,1979,NORTH_ATLANTIC
2876,1979,NORTH_ATLANTIC
2877,1979,NORTH_ATLANTIC
2878,1979,NORTH_PACIFIC
2882,1979,NORTH_PACIFIC
2885,1978,NORTH_PACIFIC
2886,1978,NORTH_ATLANTIC
2891,1978,NORTH_PACIFIC
2892,1978,NORTH_ATLANTIC
2893,1978,NORTH_ATLANTIC
2894,1978,NORTH_PACIFIC
2895,1978,NORTH_ATLANTIC
2896,1978,NORTH_ATLANTIC
2906,1978,NORTH_ATLANTIC
2908,1977,NORTH_PACIFIC
2909,1977,NORTH_ATLANTIC
2917,1977,NORTH_PACIFIC
2918,1977,NORTH_ATLANTIC
2919,1977,NORTH_PACIFIC
2920,1977,NORTH_ATLANTIC
2921,1977,GULF_OF_MEXICO
2925,1977,NORTH_PACIFIC
2933,1977,NORTH_PACIFIC
2935,1976,NORTH_PACIFIC
2938,1976,NORTH_ATLANTIC
2942,1976,NORTH_PACIFIC
2947,1976,NORTH_ATLANTIC
2948,1976,NORTH_ATLANTIC
2949,1976,NORTH_ATLANTIC
2950,1976,NORTH_ATLANTIC
2951,1976,NORTH_PACIFIC
2952,1976,NORTH_ATLANTIC
2953,1976,NORTH_ATLANTIC
2954,1976,NORTH_PACIFIC
2955,1976,NORTH_ATLANTIC
2956,1976,NORTH_ATLANTIC
2957,1976,NORTH_PACIFIC
2961,1976,GULF_OF_MEXICO
2962,1976,NORTH_ATLANTIC
2970,1976,NORTH_ATLANTIC
2972,1976,NORTH_PACIFIC
2974,1975,NORTH_PACIFIC
2979,1975,NORTH_ATLANTIC
2980,1975,NORTH_ATLANTIC
2982,1975,NORTH_PACIFIC
2985,1975,NORTH_ATLANTIC
2986,1975,NORTH_PACIFIC
2988,1975,NORTH_PACIFIC
2990,1975,NORTH_ATLANTIC
2992,1975,NORTH_PACIFIC
2993,1975,NORTH_PACIFIC
2994,1975,NORTH_ATLANTIC
2996,1975,NORTH_ATLANTIC
2997,1975,NORTH_ATLANTIC
2998,1975,NORTH_ATLANTIC
2999,1975,GULF_OF_MEXICO
3000,1975,NORTH_ATLANTIC
3001,1975,NORTH_ATLANTIC
3002,1975,NORTH_ATLANTIC
3003,1975,NORTH_ATLANTIC
3009,1975,NORTH_ATLANTIC
3020,1975,NORTH_ATLANTIC
3023,1974,NORTH_ATLANTIC
3024,1974,NORTH_PACIFIC
3025,1974,NORTH_PACIFIC
3027,1974,NORTH_PACIFIC
3028,1974,NORTH_PACIFIC
3030,1974,NORTH_PACIFIC
3036,1974,NORTH_PACIFIC
3037,1974,NORTH_PACIFIC
3038,1974,GULF_OF_MEXICO
3040,1974,NORTH_ATLANTIC
3041,1974,NORTH_PACIFIC
3042,1974,SOUTH_ATLANTIC
3045,1974,NORTH_ATLANTIC
3063,1973,NORTH_PACIFIC
3064,1973,NORTH_PACIFIC
3066,1973,NORTH_ATLANTIC
3069,1973,NORTH_ATLANTIC
3071,1973,NORTH_PACIFIC
3075,1973,NORTH_ATLANTIC
3077,1973,NORTH_PACIFIC
3081,1973,NORTH_PACIFIC
3083,1973,NORTH_PACIFIC
3089,1972,NORTH_PACIFIC
3096,1972,CARIBBEAN_SEA
3097,1972,NORTH_ATLANTIC
3099,1972,NORTH_PACIFIC
3101,1972,NORTH_ATLANTIC
3102,1972,NORTH_PACIFIC
3104,1972,NORTH_PACIFIC
3107,1972,NORTH_ATLANTIC
3108,1972,NORTH_PACIFIC
3114,1972,NORTH_PACIFIC
3127,1971,NORTH_ATLANTIC
3129,1971,NORTH_PACIFIC
3130,1971,NORTH_ATLANTIC
3134,1971,NORTH_ATLANTIC
3135,1971,NORTH_PACIFIC
3140,1971,NORTH_PACIFIC
3141,1971,CARIBBEAN_SEA
3142,1971,CARIBBEAN_SEA
3152,1970,NORTH_PACIFIC
3154,1970,NORTH_PACIFIC
3155,1970,NORTH_ATLANTIC
3158,1970,NORTH_ATLANTIC
3160,1970,NORTH_ATLANTIC
3161,1970,NORTH_ATLANTIC
3164,1970,NORTH_ATLANTIC
3166,1970,CARIBBEAN_SEA
3167,1970,CARIBBEAN_SEA
3169,1970,CARIBBEAN_SEA
3172,1970,NORTH_PACIFIC
3173,1970,NORTH_ATLANTIC
3180,1970,NORTH_PACIFIC
3192,1969,NORTH_PACIFIC
3194,1969,NORTH_PACIFIC
3195,1969,NORTH_PACIFIC
3196,1969,NORTH_ATLANTIC
3197,1969,NORTH_ATLANTIC
3198,1969,NORTH_ATLANTIC
3199,1969,NORTH_ATLANTIC
3202,1969,NORTH_ATLANTIC
3203,1969,NORTH_PACIFIC
3204,1969,NORTH_ATLANTIC
3205,1969,CARIBBEAN_SEA
3206,1969,NORTH_ATLANTIC
3207,1969,GULF_OF_MEXICO
3208,1969,NORTH_ATLANTIC
3209,1969,CARIBBEAN_SEA
3212,1969,NORTH_ATLANTIC
3214,1969,NORTH_PACIFIC
3219,1969,NORTH_ATLANTIC
3228,1968,NORTH_ATLANTIC
3229,1968,NORTH_ATLANTIC
3231,1968,NORTH_ATLANTIC
3233,1968,NORTH_ATLANTIC
3234,1968,NORTH_ATLANTIC
3237,1968,CARIBBEAN_SEA
3238,1968,NORTH_PACIFIC
3239,1968,NORTH_ATLANTIC
3240,1968,NORTH_ATLANTIC
3241,1968,NORTH_ATLANTIC
3242,1968,NORTH_PACIFIC
3243,1968,NORTH_ATLANTIC
3244,1968,NORTH_ATLANTIC
3248,1968,NORTH_ATLANTIC
3249,1968,NORTH_ATLANTIC
3254,1968,NORTH_ATLANTIC
3255,1968,NORTH_ATLANTIC
3256,1968,NORTH_ATLANTIC
3263,1968,CARIBBEAN_SEA
3264,1968,NORTH_ATLANTIC
3265,1968,NORTH_ATLANTIC
3276,1967,GULF_OF_MEXICO
3277,1967,NORTH_ATLANTIC
3279,1967,NORTH_PACIFIC
3282,1967,NORTH_ATLANTIC
3285,1967,NORTH_PACIFIC
3289,1967,NORTH_ATLANTIC
3292,1967,NORTH_ATLANTIC
3293,1967,NORTH_ATLANTIC
3295,1967,NORTH_ATLANTIC
3297,1967,NORTH_ATLANTIC
3298,1967,NORTH_ATLANTIC
3309,1967,GULF_OF_MEXICO
3324,1966,NORTH_PACIFIC
3328,1966,NORTH_ATLANTIC
3329,1966,NORTH_ATLANTIC
3332,1966,NORTH_ATLANTIC
3338,1966,NORTH_ATLANTIC
3339,1966,NORTH_ATLANTIC
3340,1966,GULF_OF_MEXICO
3341,1966,NORTH_ATLANTIC
3342,1966,GULF_OF_MEXICO
3345,1966,NORTH_ATLANTIC
3346,1966,CARIBBEAN_SEA
3347,1966,NORTH_ATLANTIC
3348,1966,NORTH_ATLANTIC
3349,1966,GULF_OF_MEXICO
3354,1966,NORTH_ATLANTIC
3356,1966,CARIBBEAN_SEA
3363,1966,NORTH_PACIFIC
3370,1966,NORTH_ATLANTIC
3371,1966,NORTH_PACIFIC
3373,1965,NORTH_PACIFIC
3377,1965,CARIBBEAN_SEA
3380,1965,NORTH_ATLANTIC
3381,1965,NORTH_ATLANTIC
3386,1965,GULF_OF_MEXICO
3388,1965,NORTH_ATLANTIC
3389,1965,NORTH_ATLANTIC
3390,1965,GULF_OF_MEXICO
3391,1965,NORTH_ATLANTIC
3392,1965,NORTH_ATLANTIC
3393,1965,NORTH_ATLANTIC
3394,1965,GULF_OF_MEXICO
3397,1965,GULF_OF_MEXICO
3398,1965,GULF_OF_MEXICO
3400,1965,CARIBBEAN_SEA
3401,1965,GULF_OF_MEXICO
3402,1965,NORTH_ATLANTIC
3403,1965,NORTH_PACIFIC
3404,1965,NORTH_ATLANTIC
3406,1965,NORTH_ATLANTIC
3407,1965,CARIBBEAN_SEA
3408,1965,NORTH_ATLANTIC
3410,1965,NORTH_ATLANTIC
3411,1965,NORTH_PACIFIC
3416,1965,GULF_OF_MEXICO
3417,1965,NORTH_PACIFIC
3418,1965,NORTH_ATLANTIC
3431,1964,CARIBBEAN_SEA
3433,1964,NORTH_ATLANTIC
3438,1964,NORTH_ATLANTIC
3439,1964,NORTH_PACIFIC
3440,1964,NORTH_ATLANTIC
3441,1964,NORTH_ATLANTIC
3442,1964,NORTH_ATLANTIC
3445,1964,CARIBBEAN_SEA
3447,1964,NORTH_ATLANTIC
3449,1964,NORTH_ATLANTIC
3452,1964,NORTH_ATLANTIC
3453,1964,NORTH_ATLANTIC
3454,1964,NORTH_PACIFIC
3458,1964,CARIBBEAN_SEA
3460,1964,CARIBBEAN_SEA
3464,1964,NORTH_ATLANTIC
3476,1964,NORTH_ATLANTIC
3477,1964,NORTH_PACIFIC
3483,1964,NORTH_PACIFIC
3506,1963,NORTH_ATLANTIC
3509,1963,NORTH_ATLANTIC
3511,1963,SOUTH_PACIFIC
3512,1963,NORTH_ATLANTIC
3515,1963,NORTH_ATLANTIC
3516,1963,CARIBBEAN_SEA
3518,1963,NORTH_ATLANTIC
3519,1963,GULF_OF_MEXICO
3520,1963,CARIBBEAN_SEA
3524,1963,NORTH_PACIFIC
3527,1963,CARIBBEAN_SEA
3530,1963,NORTH_PACIFIC
3531,1963,NORTH_PACIFIC
3537,1963,NORTH_ATLANTIC
3555,1962,NORTH_PACIFIC
3559,1962,GULF_OF_MEXICO
3562,1962,NORTH_PACIFIC
3565,1962,GULF_OF_MEXICO
3571,1962,NORTH_PACIFIC
3572,1962,NORTH_ATLANTIC
3574,1962,GULF_OF_MEXICO
3575,1962,NORTH_ATLANTIC
3579,1962,NORTH_ATLANTIC
3581,1962,NORTH_PACIFIC
3582,1962,GULF_OF_MEXICO
3583,1962,GULF_OF_MEXICO
3585,1962,NORTH_ATLANTIC
3587,1962,NORTH_ATLANTIC
3588,1962,NORTH_PACIFIC
3589,1962,NORTH_PACIFIC
3590,1962,NORTH_PACIFIC
3592,1962,NORTH_ATLANTIC
3594,1962,NORTH_PACIFIC
3595,1962,NORTH_ATLANTIC
3596,1962,NORTH_ATLANTIC
3597,1962,NORTH_PACIFIC
3620,1962,NORTH_PACIFIC
3644,1961,NORTH_PACIFIC
3646,1961,NORTH_ATLANTIC
3648,1961,NORTH_ATLANTIC
3649,1961,NORTH_ATLANTIC
3656,1961,NORTH_PACIFIC
3657,1961,NORTH_ATLANTIC
3658,1961,NORTH_ATLANTIC
3659,1961,NORTH_PACIFIC
3661,1961,NORTH_ATLANTIC
3666,1961,NORTH_ATLANTIC
3667,1961,NORTH_ATLANTIC
3668,1961,NORTH_ATLANTIC
3671,1961,NORTH_PACIFIC
3673,1961,NORTH_ATLANTIC
3675,1961,NORTH_ATLANTIC
3679,1961,NORTH_ATLANTIC
3695,1961,CARIBBEAN_SEA
3699,1961,NORTH_PACIFIC
3711,1961,CARIBBEAN_SEA
3714,1961,NORTH_PACIFIC
3715,1960,NORTH_PACIFIC
3721,1960,NORTH_ATLANTIC
3727,1960,NORTH_PACIFIC
3732,1960,NORTH_ATLANTIC
3734,1960,NORTH_PACIFIC
3735,1960,NORTH_ATLANTIC
3740,1960,NORTH_ATLANTIC
3742,1960,GULF_OF_MEXICO
3743,1960,NORTH_ATLANTIC
3745,1960,NORTH_ATLANTIC
3746,1960,NORTH_ATLANTIC
3748,1960,NORTH_ATLANTIC
3750,1960,NORTH_ATLANTIC
3751,1960,NORTH_ATLANTIC
3753,1960,GULF_OF_MEXICO
3754,1960,NORTH_ATLANTIC
3756,1960,NORTH_ATLANTIC
3759,1960,NORTH_ATLANTIC
3760,1960,NORTH_PACIFIC
3762,1960,GULF_OF_MEXICO
3763,1960,CARIBBEAN_SEA
3764,1960,NORTH_ATLANTIC
3765,1960,NORTH_PACIFIC
3766,1960,NORTH_ATLANTIC
3769,1960,NORTH_PACIFIC
3772,1960,NORTH_ATLANTIC
3781,1960,NORTH_ATLANTIC
3785,1960,NORTH_PACIFIC
3790,1960,NORTH_PACIFIC
3798,1960,NORTH_PACIFIC
3799,1960,CARIBBEAN_SEA
3800,1960,CARIBBEAN_SEA
3820,1959,NORTH_ATLANTIC
3823,1959,NORTH_PACIFIC
3828,1959,NORTH_PACIFIC
3832,1959,NORTH_ATLANTIC
3833,1959,NORTH_ATLANTIC
3834,1959,NORTH_ATLANTIC
3835,1959,NORTH_PACIFIC
3837,1959,NORTH_ATLANTIC
3838,1959,NORTH_PACIFIC
3843,1959,NORTH_ATLANTIC
3844,1959,NORTH_ATLANTIC
3845,1959,NORTH_ATLANTIC
3847,1959,NORTH_PACIFIC
3850,1959,GULF_OF_MEXICO
3851,1959,NORTH_PACIFIC
3853,1959,NORTH_PACIFIC
3854,1959,NORTH_PACIFIC
3856,1959,NORTH_PACIFIC
3857,1959,NORTH_PACIFIC
3858,1959,NORTH_PACIFIC
3859,1959,CARIBBEAN_SEA
3860,1959,NORTH_ATLANTIC
3862,1959,GULF_OF_MEXICO
3865,1959,NORTH_PACIFIC
3866,1959,NORTH_PACIFIC
3868,1959,NORTH_ATLANTIC
3869,1959,NORTH_PACIFIC
3870,1959,NORTH_ATLANTIC
3874,1959,NORTH_PACIFIC
3877,1959,NORTH_ATLANTIC
3879,1959,NORTH_ATLANTIC
3881,1959,CARIBBEAN_SEA
3886,1959,SOUTH_PACIFIC
3904,1958,NORTH_PACIFIC
3909,1958,NORTH_PACIFIC
3910,1958,NORTH_PACIFIC
3911,1958,NORTH_ATLANTIC
3912,1958,NORTH_PACIFIC
3915,1958,NORTH_ATLANTIC
3916,1958,NORTH_ATLANTIC
3917,1958,NORTH_PACIFIC
3919,1958,NORTH_PACIFIC
3920,1958,NORTH_ATLANTIC
3921,1958,NORTH_ATLANTIC
3922,1958,NORTH_ATLANTIC
3926,1958,NORTH_ATLANTIC
3928,1958,NORTH_ATLANTIC
3929,1958,NORTH_ATLANTIC
3930,1958,NORTH_ATLANTIC
3931,1958,NORTH_ATLANTIC
3932,1958,NORTH_ATLANTIC
3935,1958,NORTH_ATLANTIC
3941,1958,CARIBBEAN_SEA
3966,1957,NORTH_ATLANTIC
3967,1957,NORTH_PACIFIC
3968,1957,NORTH_ATLANTIC
3970,1957,CARIBBEAN_SEA
3973,1957,NORTH_ATLANTIC
3974,1957,NORTH_PACIFIC
3976,1957,NORTH_ATLANTIC
3981,1957,NORTH_ATLANTIC
3983,1957,NORTH_ATLANTIC
3986,1957,NORTH_ATLANTIC
3987,1957,CARIBBEAN_SEA
3988,1957,CARIBBEAN_SEA
3989,1957,CARIBBEAN_SEA
3990,1957,NORTH_ATLANTIC
4004,1956,NORTH_ATLANTIC
4010,1956,CARIBBEAN_SEA
4012,1956,NORTH_PACIFIC
4019,1956,CARIBBEAN_SEA
4020,1956,NORTH_PACIFIC
4022,1956,NORTH_ATLANTIC
4023,1956,NORTH_ATLANTIC
4028,1956,CARIBBEAN_SEA
4042,1956,NORTH_ATLANTIC
4043,1956,NORTH_ATLANTIC
4048,1955,NORTH_ATLANTIC
4054,1955,NORTH_PACIFIC
4055,1955,NORTH_PACIFIC
4056,1955,NORTH_PACIFIC
4058,1955,NORTH_PACIFIC
4061,1955,NORTH_ATLANTIC
4065,1955,NORTH_ATLANTIC
4068,1955,NORTH_PACIFIC
4072,1955,NORTH_PACIFIC
4076,1955,NORTH_PACIFIC
4077,1955,NORTH_PACIFIC
4084,1955,NORTH_ATLANTIC
4085,1955,CARIBBEAN_SEA
4088,1955,CARIBBEAN_SEA
4095,1954,NORTH_ATLANTIC
4099,1954,NORTH_PACIFIC
4103,1954,CARIBBEAN_SEA
4104,1954,CARIBBEAN_SEA
4105,1954,SOUTH_PACIFIC
4109,1954,NORTH_ATLANTIC
4110,1954,NORTH_ATLANTIC
4113,1954,NORTH_PACIFIC
4118,1954,NORTH_PACIFIC
4123,1954,SOUTH_ATLANTIC
4126,1954,CARIBBEAN_SEA
4127,1954,NORTH_PACIFIC
4128,1954,NORTH_PACIFIC
4138,1953,NORTH_PACIFIC
4139,1953,GULF_OF_MEXICO
4140,1953,NORTH_ATLANTIC
4141,1953,NORTH_PACIFIC
4142,1953,NORTH_PACIFIC
4143,1953,CARIBBEAN_SEA
4144,1953,NORTH_PACIFIC
4145,1953,NORTH_PACIFIC
4146,1953,NORTH_ATLANTIC
4148,1953,NORTH_ATLANTIC
4149,1953,NORTH_PACIFIC
4150,1953,NORTH_PACIFIC
4153,1953,GULF_OF_MEXICO
4160,1953,NORTH_PACIFIC
4167,1953,NORTH_ATLANTIC
4172,1952,NORTH_PACIFIC
4173,1952,NORTH_PACIFIC
4174,1952,NORTH_PACIFIC
4178,1952,NORTH_ATLANTIC
4179,1952,NORTH_ATLANTIC
4180,1952,NORTH_ATLANTIC
4181,1952,NORTH_PACIFIC
4182,1952,NORTH_PACIFIC
4183,1952,CARIBBEAN_SEA
4184,1952,NORTH_PACIFIC
4196,1952,NORTH_ATLANTIC
4201,1951,CARIBBEAN_SEA
4212,1951,CARIBBEAN_SEA
4213,1951,NORTH_PACIFIC
4215,1951,NORTH_PACIFIC
4234,1950,NORTH_PACIFIC
4236,1950,NORTH_PACIFIC
4241,1950,CARIBBEAN_SEA
4242,1950,GULF_OF_MEXICO
4243,1950,GULF_OF_MEXICO
4244,1950,NORTH_ATLANTIC
4245,1950,NORTH_ATLANTIC
4246,1950,NORTH_ATLANTIC
4256,1950,NORTH_PACIFIC
4263,1950,NORTH_ATLANTIC
4264,1950,NORTH_PACIFIC
4282,1949,NORTH_ATLANTIC
4283,1949,NORTH_PACIFIC
4289,1949,GULF_OF_MEXICO
4305,1948,CARIBBEAN_SEA
4310,1948,NORTH_PACIFIC
4311,1948,NORTH_PACIFIC
4317,1948,NORTH_ATLANTIC
4318,1948,CARIBBEAN_SEA
4325,1948,GULF_OF_MEXICO
4328,1948,NORTH_ATLANTIC
4342,1947,SOUTH_ATLANTIC
4343,1947,NORTH_ATLANTIC
4344,1947,NORTH_PACIFIC
4348,1947,NORTH_PACIFIC
4358,1947,NORTH_ATLANTIC
4359,1947,SOUTH_ATLANTIC
4393,1945,NORTH_ATLANTIC
4397,1945,NORTH_ATLANTIC
4400,1945,CARIBBEAN_SEA
4401,1945,CARIBBEAN_SEA
4402,1945,CARIBBEAN_SEA
4405,1944,NORTH_ATLANTIC
4414,1944,NORTH_ATLANTIC
4415,1944,CARIBBEAN_SEA
4419,1944,NORTH_ATLANTIC
4421,1944,CARIBBEAN_SEA
4422,1944,NORTH_PACIFIC
4436,1943,NORTH_ATLANTIC
4439,1943,NORTH_ATLANTIC
4440,1943,NORTH_PACIFIC
4442,1943,NORTH_ATLANTIC
4444,1943,GULF_OF_MEXICO
4451,1943,NORTH_PACIFIC
4454,1943,SOUTH_ATLANTIC
4457,1943,GULF_OF_MEXICO
4460,1943,NORTH_PACIFIC
4461,1943,NORTH_PACIFIC
4462,1943,NORTH_PACIFIC
4483,1942,SOUTH_ATLANTIC
4488,1942,CARIBBEAN_SEA
4498,1942,NORTH_ATLANTIC
4503,1942,NORTH_PACIFIC
4510,1941,CARIBBEAN_SEA
4511,1941,NORTH_ATLANTIC
4513,1941,NORTH_ATLANTIC
4514,1941,NORTH_ATLANTIC
4515,1941,NORTH_PACIFIC
4516,1941,NORTH_ATLANTIC
4519,1941,NORTH_PACIFIC
4521,1941,CARIBBEAN_SEA
4536,1940,NORTH_ATLANTIC
4537,1940,NORTH_ATLANTIC
4538,1940,NORTH_ATLANTIC
4563,1939,NORTH_PACIFIC
4565,1939,NORTH_PACIFIC
4567,1939,NORTH_ATLANTIC
4568,1939,GULF_OF_MEXICO
4569,1939,NORTH_ATLANTIC
4575,1939,NORTH_ATLANTIC
4576,1939,CARIBBEAN_SEA
4577,1939,CARIBBEAN_SEA
4582,1938,NORTH_PACIFIC
4583,1938,NORTH_ATLANTIC
4585,1938,NORTH_PACIFIC
4587,1938,NORTH_PACIFIC
4599,1938,CARIBBEAN_SEA
4600,1938,NORTH_ATLANTIC
4603,1937,NORTH_ATLANTIC
4616,1937,CARIBBEAN_SEA
4621,1937,GULF_OF_MEXICO
4622,1937,GULF_OF_MEXICO
4633,1936,NORTH_PACIFIC
4639,1936,NORTH_PACIFIC
4641,1936,NORTH_ATLANTIC
4643,1936,NORTH_ATLANTIC
4644,1936,NORTH_ATLANTIC
4645,1936,NORTH_ATLANTIC
4649,1936,NORTH_ATLANTIC
4652,1936,NORTH_ATLANTIC
4665,1935,NORTH_ATLANTIC
4670,1935,NORTH_PACIFIC
4671,1935,NORTH_PACIFIC
4674,1935,NORTH_ATLANTIC
4682,1935,NORTH_PACIFIC
4700,1934,NORTH_ATLANTIC
4702,1934,NORTH_ATLANTIC
4707,1934,GULF_OF_MEXICO
4710,1934,NORTH_ATLANTIC
4718,1934,SOUTH_PACIFIC
4726,1933,NORTH_PACIFIC
4727,1933,NORTH_ATLANTIC
4728,1933,NORTH_ATLANTIC
4729,1933,NORTH_PACIFIC
4731,1933,NORTH_ATLANTIC
4732,1933,NORTH_ATLANTIC
4734,1933,CARIBBEAN_SEA
4737,1933,CARIBBEAN_SEA
4738,1933,NORTH_ATLANTIC
4746,1932,CARIBBEAN_SEA
4752,1932,NORTH_ATLANTIC
4754,1932,NORTH_ATLANTIC
4755,1932,GULF_OF_MEXICO
4756,1932,NORTH_ATLANTIC
4757,1932,NORTH_ATLANTIC
4758,1932,NORTH_ATLANTIC
4764,1932,NORTH_PACIFIC
4769,1932,NORTH_PACIFIC
4772,1931,CARIBBEAN_SEA
4773,1931,NORTH_ATLANTIC
4774,1931,NORTH_ATLANTIC
4775,1931,NORTH_PACIFIC
4776,1931,CARIBBEAN_SEA
4777,1931,NORTH_PACIFIC
4778,1931,NORTH_ATLANTIC
4779,1931,CARIBBEAN_SEA
4780,1931,CARIBBEAN_SEA
4781,1931,GULF_OF_MEXICO
4782,1931,NORTH_ATLANTIC
4785,1931,NORTH_ATLANTIC
4786,1931,NORTH_PACIFIC
4787,1931,NORTH_PACIFIC
4788,1931,NORTH_ATLANTIC
4805,1930,CARIBBEAN_SEA
4809,1930,NORTH_ATLANTIC
4810,1930,CARIBBEAN_SEA
4811,1930,NORTH_ATLANTIC
4813,1930,GULF_OF_MEXICO
4815,1930,CARIBBEAN_SEA
4817,1930,NORTH_ATLANTIC
4821,1930,GULF_OF_MEXICO
4832,1929,CARIBBEAN_SEA
4836,1929,NORTH_ATLANTIC
4837,1929,GULF_OF_MEXICO
4839,1929,NORTH_ATLANTIC
4846,1929,NORTH_ATLANTIC
4860,1929,NORTH_ATLANTIC
4862,1929,NORTH_ATLANTIC
4864,1928,NORTH_ATLANTIC
4866,1928,NORTH_ATLANTIC
