,Year,Ocean_Sea
1359,2005,GULF_OF_MEXICO
1360,2005,NORTH_ATLANTIC
1361,2005,NORTH_ATLANTIC
1364,2005,NORTH_PACIFIC
1366,2005,NORTH_ATLANTIC
1367,2005,NORTH_PACIFIC
1372,2005,NORTH_ATLANTIC
1373,2005,NORTH_ATLANTIC
1374,2005,GULF_OF_MEXICO
1375,2005,NORTH_ATLANTIC
1376,2005,CARIBBEAN_SEA
1379,2005,CARIBBEAN_SEA
1386,2005,NORTH_ATLANTIC
1387,2005,NORTH_PACIFIC
1388,2005,NORTH_ATLANTIC
1389,2005,SOUTH_ATLANTIC
1390,2005,CARIBBEAN_SEA
1400,2004,NORTH_PACIFIC
1403,2004,CARIBBEAN_SEA
1407,2004,NORTH_PACIFIC
1408,2004,NORTH_PACIFIC
1411,2004,NORTH_PACIFIC
1412,2004,NORTH_PACIFIC
1414,2004,NORTH_PACIFIC
1415,2004,GULF_OF_MEXICO
1416,2004,SOUTH_ATLANTIC
1417,2004,NORTH_ATLANTIC
1418,2004,NORTH_ATLANTIC
1419,2004,SOUTH_ATLANTIC
1420,2004,NORTH_PACIFIC
1421,2004,NORTH_PACIFIC
1422,2004,NORTH_ATLANTIC
1425,2004,NORTH_ATLANTIC
1427,2004,NORTH_ATLANTIC
1428,2004,NORTH_ATLANTIC
1429,2004,GULF_OF_MEXICO
1430,2004,GULF_OF_MEXICO
1435,2004,GULF_OF_MEXICO
1436,2004,NORTH_PACIFIC
1438,2004,NORTH_ATLANTIC
1440,2004,NORTH_ATLANTIC
1442,2004,GULF_OF_MEXICO
1443,2004,SOUTH_ATLANTIC
1444,2004,NORTH_PACIFIC
1445,2004,NORTH_ATLANTIC
1446,2004,NORTH_ATLANTIC
1447,2004,NORTH_ATLANTIC
1448,2004,SOUTH_ATLANTIC
1449,2004,NORTH_ATLANTIC
1450,2004,GULF_OF_MEXICO
1451,2004,SOUTH_ATLANTIC
1456,2004,NORTH_PACIFIC
1458,2004,NORTH_PACIFIC
1459,2004,NORTH_ATLANTIC
1460,2004,NORTH_ATLANTIC
1461,2004,SOUTH_ATLANTIC
1462,2004,NORTH_ATLANTIC
1464,2004,NORTH_ATLANTIC
1465,2004,NORTH_PACIFIC
1467,2004,NORTH_PACIFIC
1469,2004,SOUTH_ATLANTIC
1476,2004,SOUTH_ATLANTIC
1478,2004,CARIBBEAN_SEA
1479,2004,CARIBBEAN_SEA
1487,2003,NORTH_ATLANTIC
1488,2003,NORTH_ATLANTIC
1494,2003,NORTH_ATLANTIC
1496,2003,NORTH_ATLANTIC
1501,2003,NORTH_ATLANTIC
1503,2003,NORTH_PACIFIC
1504,2003,NORTH_ATLANTIC
1505,2003,NORTH_PACIFIC
1506,2003,NORTH_ATLANTIC
1507,2003,NORTH_ATLANTIC
1508,2003,NORTH_ATLANTIC
1509,2003,NORTH_ATLANTIC
1510,2003,NORTH_ATLANTIC
1511,2003,NORTH_ATLANTIC
1512,2003,NORTH_PACIFIC
1514,2003,NORTH_ATLANTIC
1515,2003,NORTH_ATLANTIC
1516,2003,NORTH_ATLANTIC
1517,2003,NORTH_ATLANTIC
1518,2003,NORTH_ATLANTIC
1520,2003,NORTH_ATLANTIC
1521,2003,NORTH_ATLANTIC
1522,2003,NORTH_ATLANTIC
1524,2003,NORTH_ATLANTIC
1525,2003,GULF_OF_MEXICO
1526,2003,NORTH_PACIFIC
1527,2003,NORTH_PACIFIC
1530,2003,NORTH_ATLANTIC
1531,2003,NORTH_ATLANTIC
1532,2003,NORTH_ATLANTIC
1533,2003,NORTH_ATLANTIC
1534,2003,NORTH_ATLANTIC
1535,2003,NORTH_ATLANTIC
1536,2003,NORTH_ATLANTIC
1539,2003,NORTH_ATLANTIC
1540,2003,NORTH_ATLANTIC
1541,2003,SOUTH_ATLANTIC
1542,2003,NORTH_ATLANTIC
1543,2003,NORTH_PACIFIC
1545,2003,NORTH_ATLANTIC
1546,2003,NORTH_ATLANTIC
1547,2003,NORTH_ATLANTIC
1548,2003,NORTH_ATLANTIC
1549,2003,NORTH_ATLANTIC
1550,2003,NORTH_PACIFIC
1551,2003,NORTH_ATLANTIC
1552,2003,NORTH_ATLANTIC
1554,2003,SOUTH_ATLANTIC
1555,2003,SOUTH_ATLANTIC
1556,2003,SOUTH_ATLANTIC
1557,2003,SOUTH_ATLANTIC
1558,2003,NORTH_ATLANTIC
1559,2003,NORTH_ATLANTIC
1560,2003,NORTH_ATLANTIC
1561,2003,NORTH_ATLANTIC
1562,2003,NORTH_ATLANTIC
1563,2003,NORTH_ATLANTIC
1564,2003,NORTH_ATLANTIC
1565,2003,NORTH_ATLANTIC
1566,2003,CARIBBEAN_SEA
1567,2003,NORTH_ATLANTIC
1568,2003,NORTH_ATLANTIC
1569,2003,NORTH_ATLANTIC
1572,2003,NORTH_ATLANTIC
1576,2003,NORTH_PACIFIC
1583,2002,SOUTH_ATLANTIC
1585,2002,NORTH_PACIFIC
1586,2002,NORTH_PACIFIC
1587,2002,CARIBBEAN_SEA
1588,2002,NORTH_ATLANTIC
1589,2002,NORTH_ATLANTIC
1591,2002,NORTH_PACIFIC
1592,2002,SOUTH_ATLANTIC
1593,2002,NORTH_ATLANTIC
1594,2002,NORTH_ATLANTIC
1595,2002,NORTH_ATLANTIC
1596,2002,NORTH_ATLANTIC
1597,2002,NORTH_ATLANTIC
1598,2002,NORTH_ATLANTIC
1599,2002,NORTH_PACIFIC
1600,2002,NORTH_ATLANTIC
1602,2002,NORTH_PACIFIC
1603,2002,NORTH_PACIFIC
1604,2002,SOUTH_ATLANTIC
1605,2002,NORTH_PACIFIC
1607,2002,NORTH_ATLANTIC
1608,2002,NORTH_ATLANTIC
1609,2002,NORTH_PACIFIC
1610,2002,GULF_OF_MEXICO
1611,2002,NORTH_ATLANTIC
1612,2002,NORTH_ATLANTIC
1613,2002,NORTH_ATLANTIC
1615,2002,NORTH_ATLANTIC
1616,2002,NORTH_ATLANTIC
1617,2002,NORTH_ATLANTIC
1618,2002,NORTH_ATLANTIC
1619,2002,NORTH_ATLANTIC
1620,2002,SOUTH_ATLANTIC
1621,2002,NORTH_ATLANTIC
1623,2002,NORTH_ATLANTIC
1627,2002,NORTH_PACIFIC
1628,2002,NORTH_ATLANTIC
1629,2002,NORTH_ATLANTIC
1630,2002,NORTH_ATLANTIC
1632,2002,NORTH_PACIFIC
1633,2002,NORTH_ATLANTIC
1634,2002,NORTH_ATLANTIC
1635,2002,NORTH_ATLANTIC
1636,2002,NORTH_PACIFIC
1638,2002,NORTH_ATLANTIC
1639,2002,SOUTH_ATLANTIC
1643,2002,NORTH_ATLANTIC
1644,2002,NORTH_ATLANTIC
1646,2002,NORTH_ATLANTIC
1647,2002,NORTH_ATLANTIC
1648,2002,NORTH_ATLANTIC
1649,2002,NORTH_PACIFIC
1650,2002,NORTH_ATLANTIC
1651,2002,SOUTH_ATLANTIC
1652,2002,NORTH_ATLANTIC
1653,2002,NORTH_ATLANTIC
1654,2002,NORTH_ATLANTIC
1656,2002,CARIBBEAN_SEA
1663,2002,SOUTH_ATLANTIC
1665,2002,NORTH_PACIFIC
1668,2001,NORTH_PACIFIC
1672,2001,NORTH_PACIFIC
1674,2001,NORTH_ATLANTIC
1675,2001,NORTH_ATLANTIC
1676,2001,NORTH_ATLANTIC
1677,2001,NORTH_ATLANTIC
1678,2001,NORTH_ATLANTIC
1680,2001,NORTH_ATLANTIC
1681,2001,NORTH_ATLANTIC
1682,2001,NORTH_ATLANTIC
1683,2001,NORTH_ATLANTIC
1684,2001,NORTH_ATLANTIC
1685,2001,NORTH_ATLANTIC
1686,2001,NORTH_ATLANTIC
1687,2001,NORTH_ATLANTIC
1688,2001,NORTH_ATLANTIC
1689,2001,NORTH_ATLANTIC
1690,2001,NORTH_ATLANTIC
1691,2001,NORTH_ATLANTIC
1692,2001,NORTH_ATLANTIC
1693,2001,NORTH_ATLANTIC
1694,2001,NORTH_ATLANTIC
1695,2001,NORTH_ATLANTIC
1696,2001,NORTH_ATLANTIC
1697,2001,NORTH_ATLANTIC
1698,2001,NORTH_ATLANTIC
1699,2001,NORTH_ATLANTIC
1700,2001,NORTH_ATLANTIC
1702,2001,NORTH_ATLANTIC
1703,2001,NORTH_ATLANTIC
1705,2001,NORTH_ATLANTIC
1706,2001,NORTH_ATLANTIC
1707,2001,NORTH_ATLANTIC
1708,2001,NORTH_ATLANTIC
1709,2001,NORTH_ATLANTIC
1710,2001,NORTH_ATLANTIC
1711,2001,NORTH_PACIFIC
1712,2001,NORTH_ATLANTIC
1713,2001,NORTH_ATLANTIC
1714,2001,GULF_OF_MEXICO
1715,2001,GULF_OF_MEXICO
1716,2001,NORTH_PACIFIC
1718,2001,NORTH_ATLANTIC
1719,2001,GULF_OF_MEXICO
1720,2001,NORTH_ATLANTIC
1721,2001,NORTH_ATLANTIC
1726,2001,NORTH_ATLANTIC
1728,2001,NORTH_ATLANTIC
1729,2001,NORTH_ATLANTIC
1730,2001,NORTH_ATLANTIC
1731,2001,NORTH_ATLANTIC
1732,2001,NORTH_ATLANTIC
1733,2001,NORTH_ATLANTIC
1734,2001,NORTH_ATLANTIC
1735,2001,NORTH_ATLANTIC
1736,2001,NORTH_ATLANTIC
1737,2001,NORTH_ATLANTIC
1738,2001,NORTH_PACIFIC
1739,2001,NORTH_ATLANTIC
1742,2001,NORTH_ATLANTIC
1743,2001,SOUTH_ATLANTIC
1745,2001,NORTH_PACIFIC
1746,2001,NORTH_ATLANTIC
1747,2001,SOUTH_ATLANTIC
1748,2001,SOUTH_ATLANTIC
1749,2001,CARIBBEAN_SEA
1754,2001,CARIBBEAN_SEA
1756,2001,NORTH_PACIFIC
1761,2000,NORTH_ATLANTIC
1766,2000,NORTH_ATLANTIC
1767,2000,NORTH_ATLANTIC
1770,2000,NORTH_PACIFIC
1772,2000,NORTH_ATLANTIC
1773,2000,NORTH_PACIFIC
1774,2000,NORTH_ATLANTIC
1775,2000,NORTH_ATLANTIC
1776,2000,NORTH_ATLANTIC
1777,2000,NORTH_ATLANTIC
1778,2000,NORTH_ATLANTIC
1779,2000,NORTH_PACIFIC
1784,2000,NORTH_ATLANTIC
1785,2000,NORTH_ATLANTIC
1786,2000,NORTH_ATLANTIC
1787,2000,NORTH_ATLANTIC
1788,2000,NORTH_ATLANTIC
1791,2000,NORTH_ATLANTIC
1794,2000,NORTH_ATLANTIC
1795,2000,NORTH_ATLANTIC
1796,2000,NORTH_PACIFIC
1797,2000,NORTH_ATLANTIC
1798,2000,NORTH_PACIFIC
1799,2000,NORTH_ATLANTIC
1800,2000,NORTH_ATLANTIC
1801,2000,NORTH_ATLANTIC
1802,2000,NORTH_ATLANTIC
1804,2000,NORTH_ATLANTIC
1805,2000,NORTH_ATLANTIC
1806,2000,NORTH_ATLANTIC
1807,2000,NORTH_ATLANTIC
1812,2000,NORTH_ATLANTIC
1813,2000,NORTH_ATLANTIC
1814,2000,GULF_OF_MEXICO
1815,2000,NORTH_ATLANTIC
1816,2000,NORTH_ATLANTIC
1817,2000,NORTH_ATLANTIC
1818,2000,NORTH_ATLANTIC
1819,2000,NORTH_ATLANTIC
1823,2000,NORTH_ATLANTIC
1824,2000,NORTH_ATLANTIC
1825,2000,GULF_OF_MEXICO
1826,2000,GULF_OF_MEXICO
1827,2000,GULF_OF_MEXICO
1828,2000,NORTH_ATLANTIC
1834,2000,NORTH_ATLANTIC
1835,2000,NORTH_ATLANTIC
1836,2000,NORTH_ATLANTIC
1838,2000,NORTH_ATLANTIC
1839,2000,NORTH_ATLANTIC
1846,2000,NORTH_ATLANTIC
1847,2000,NORTH_ATLANTIC
1854,2000,NORTH_ATLANTIC
1858,1999,SOUTH_ATLANTIC
1859,1999,NORTH_PACIFIC
1860,1999,SOUTH_ATLANTIC
1861,1999,NORTH_ATLANTIC
1862,1999,NORTH_ATLANTIC
1863,1999,NORTH_PACIFIC
1864,1999,NORTH_PACIFIC
1866,1999,SOUTH_ATLANTIC
1869,1999,NORTH_ATLANTIC
1870,1999,NORTH_ATLANTIC
1871,1999,NORTH_ATLANTIC
1872,1999,NORTH_PACIFIC
1873,1999,NORTH_ATLANTIC
1875,1999,NORTH_ATLANTIC
1876,1999,NORTH_ATLANTIC
1877,1999,NORTH_ATLANTIC
1878,1999,NORTH_ATLANTIC
1879,1999,NORTH_ATLANTIC
1880,1999,NORTH_ATLANTIC
1881,1999,NORTH_ATLANTIC
1883,1999,NORTH_ATLANTIC
1884,1999,NORTH_ATLANTIC
1885,1999,NORTH_ATLANTIC
1886,1999,NORTH_ATLANTIC
1888,1999,NORTH_ATLANTIC
1889,1999,NORTH_PACIFIC
1891,1999,NORTH_ATLANTIC
1892,1999,NORTH_ATLANTIC
1894,1999,NORTH_ATLANTIC
1895,1999,NORTH_ATLANTIC
1896,1999,NORTH_ATLANTIC
1897,1999,NORTH_ATLANTIC
1899,1999,SOUTH_ATLANTIC
1902,1999,NORTH_ATLANTIC
1904,1999,SOUTH_ATLANTIC
1905,1999,NORTH_PACIFIC
1908,1999,NORTH_PACIFIC
1909,1999,NORTH_PACIFIC
1910,1999,NORTH_ATLANTIC
1912,1999,NORTH_ATLANTIC
1919,1999,NORTH_ATLANTIC
1920,1998,NORTH_ATLANTIC
1925,1998,NORTH_ATLANTIC
1926,1998,NORTH_ATLANTIC
1927,1998,NORTH_ATLANTIC
1928,1998,NORTH_PACIFIC
1930,1998,SOUTH_ATLANTIC
1931,1998,NORTH_ATLANTIC
1933,1998,NORTH_ATLANTIC
1934,1998,SOUTH_ATLANTIC
1936,1998,NORTH_ATLANTIC
1937,1998,NORTH_ATLANTIC
1938,1998,NORTH_ATLANTIC
1940,1998,NORTH_ATLANTIC
1942,1998,NORTH_ATLANTIC
1944,1998,NORTH_PACIFIC
1945,1998,NORTH_ATLANTIC
1946,1998,NORTH_ATLANTIC
1947,1998,NORTH_ATLANTIC
1951,1998,SOUTH_ATLANTIC
1952,1998,NORTH_ATLANTIC
1958,1998,NORTH_ATLANTIC
1963,1998,NORTH_ATLANTIC
1964,1998,NORTH_ATLANTIC
1965,1998,NORTH_ATLANTIC
1968,1998,NORTH_PACIFIC
1969,1998,NORTH_ATLANTIC
1970,1998,SOUTH_ATLANTIC
1972,1998,NORTH_ATLANTIC
1974,1998,NORTH_ATLANTIC
1975,1998,NORTH_ATLANTIC
1984,1998,NORTH_ATLANTIC
1987,1997,NORTH_ATLANTIC
1988,1997,NORTH_ATLANTIC
1990,1997,NORTH_ATLANTIC
1993,1997,NORTH_PACIFIC
1994,1997,NORTH_ATLANTIC
1995,1997,NORTH_ATLANTIC
1997,1997,NORTH_ATLANTIC
1998,1997,SOUTH_ATLANTIC
1999,1997,NORTH_ATLANTIC
2000,1997,NORTH_ATLANTIC
2001,1997,NORTH_ATLANTIC
2002,1997,NORTH_ATLANTIC
2003,1997,NORTH_ATLANTIC
2004,1997,NORTH_PACIFIC
2005,1997,GULF_OF_MEXICO
2006,1997,GULF_OF_MEXICO
2007,1997,NORTH_ATLANTIC
2010,1997,NORTH_ATLANTIC
2011,1997,NORTH_ATLANTIC
2012,1997,GULF_OF_MEXICO
2013,1997,NORTH_ATLANTIC
2014,1997,NORTH_ATLANTIC
2015,1997,NORTH_ATLANTIC
2018,1997,SOUTH_ATLANTIC
2019,1997,NORTH_ATLANTIC
2021,1997,SOUTH_ATLANTIC
2022,1997,NORTH_PACIFIC
2024,1997,NORTH_ATLANTIC
2025,1997,SOUTH_ATLANTIC
2026,1997,NORTH_ATLANTIC
2027,1997,NORTH_ATLANTIC
2028,1997,NORTH_ATLANTIC
2029,1997,NORTH_ATLANTIC
2030,1997,NORTH_ATLANTIC
2031,1997,NORTH_ATLANTIC
2032,1997,SOUTH_ATLANTIC
2035,1997,NORTH_PACIFIC
2046,1996,NORTH_PACIFIC
2047,1996,NORTH_ATLANTIC
2048,1996,SOUTH_ATLANTIC
2049,1996,SOUTH_ATLANTIC
2051,1996,NORTH_PACIFIC
2052,1996,NORTH_ATLANTIC
2053,1996,NORTH_PACIFIC
2054,1996,SOUTH_ATLANTIC
2055,1996,NORTH_ATLANTIC
2057,1996,NORTH_ATLANTIC
2058,1996,NORTH_ATLANTIC
2059,1996,NORTH_ATLANTIC
2060,1996,NORTH_ATLANTIC
2062,1996,NORTH_PACIFIC
2063,1996,NORTH_PACIFIC
2064,1996,NORTH_ATLANTIC
2065,1996,NORTH_ATLANTIC
2068,1996,NORTH_ATLANTIC
2069,1996,NORTH_ATLANTIC
2070,1996,NORTH_PACIFIC
2071,1996,NORTH_ATLANTIC
2072,1996,NORTH_ATLANTIC
2073,1996,NORTH_ATLANTIC
2074,1996,NORTH_ATLANTIC
2079,1996,NORTH_ATLANTIC
2081,1996,NORTH_ATLANTIC
2082,1996,NORTH_PACIFIC
2085,1996,SOUTH_ATLANTIC
2093,1996,CARIBBEAN_SEA
2095,1996,NORTH_ATLANTIC
2097,1996,NORTH_PACIFIC
2102,1996,NORTH_ATLANTIC
2103,1995,NORTH_PACIFIC
2105,1995,NORTH_PACIFIC
2108,1995,NORTH_ATLANTIC
2109,1995,NORTH_ATLANTIC
2111,1995,NORTH_ATLANTIC
2112,1995,NORTH_ATLANTIC
2113,1995,NORTH_ATLANTIC
2114,1995,NORTH_PACIFIC
2115,1995,NORTH_ATLANTIC
2116,1995,NORTH_ATLANTIC
2118,1995,NORTH_ATLANTIC
2120,1995,NORTH_PACIFIC
2121,1995,NORTH_ATLANTIC
2122,1995,NORTH_ATLANTIC
2123,1995,NORTH_ATLANTIC
2124,1995,SOUTH_ATLANTIC
2125,1995,NORTH_ATLANTIC
2126,1995,NORTH_ATLANTIC
2127,1995,NORTH_ATLANTIC
2128,1995,NORTH_ATLANTIC
2129,1995,NORTH_ATLANTIC
2130,1995,NORTH_ATLANTIC
2132,1995,NORTH_ATLANTIC
2133,1995,NORTH_ATLANTIC
2134,1995,NORTH_ATLANTIC
2135,1995,NORTH_ATLANTIC
2136,1995,NORTH_ATLANTIC
2138,1995,NORTH_PACIFIC
2139,1995,NORTH_ATLANTIC
2140,1995,NORTH_ATLANTIC
2141,1995,NORTH_ATLANTIC
2142,1995,NORTH_ATLANTIC
2143,1995,NORTH_ATLANTIC
2144,1995,NORTH_ATLANTIC
2145,1995,NORTH_ATLANTIC
2147,1995,SOUTH_ATLANTIC
2148,1995,GULF_OF_MEXICO
2149,1995,GULF_OF_MEXICO
2150,1995,NORTH_ATLANTIC
2151,1995,NORTH_PACIFIC
2152,1995,NORTH_PACIFIC
2153,1995,GULF_OF_MEXICO
2154,1995,NORTH_ATLANTIC
2155,1995,NORTH_ATLANTIC
2156,1995,NORTH_ATLANTIC
2157,1995,NORTH_PACIFIC
2161,1995,NORTH_ATLANTIC
2165,1995,NORTH_ATLANTIC
2166,1995,NORTH_ATLANTIC
2171,1995,SOUTH_ATLANTIC
2173,1995,CARIBBEAN_SEA
2175,1995,SOUTH_ATLANTIC
2178,1995,NORTH_ATLANTIC
2179,1995,NORTH_ATLANTIC
2181,1994,NORTH_PACIFIC
2182,1994,SOUTH_ATLANTIC
2183,1994,SOUTH_ATLANTIC
2186,1994,NORTH_PACIFIC
2187,1994,SOUTH_ATLANTIC
2189,1994,NORTH_PACIFIC
2190,1994,NORTH_PACIFIC
2191,1994,SOUTH_ATLANTIC
2192,1994,SOUTH_ATLANTIC
2193,1994,NORTH_ATLANTIC
2194,1994,NORTH_ATLANTIC
2195,1994,NORTH_ATLANTIC
2196,1994,NORTH_PACIFIC
2197,1994,NORTH_ATLANTIC
2198,1994,NORTH_PACIFIC
2200,1994,SOUTH_ATLANTIC
2201,1994,SOUTH_ATLANTIC
2205,1994,SOUTH_ATLANTIC
2206,1994,NORTH_ATLANTIC
2207,1994,NORTH_ATLANTIC
2208,1994,NORTH_ATLANTIC
2209,1994,NORTH_ATLANTIC
2210,1994,NORTH_ATLANTIC
2211,1994,NORTH_ATLANTIC
2212,1994,NORTH_ATLANTIC
2213,1994,NORTH_ATLANTIC
2214,1994,NORTH_PACIFIC
2216,1994,NORTH_ATLANTIC
2217,1994,NORTH_ATLANTIC
2219,1994,SOUTH_PACIFIC
2220,1994,SOUTH_PACIFIC
2221,1994,NORTH_PACIFIC
2222,1994,SOUTH_ATLANTIC
2224,1994,NORTH_ATLANTIC
2225,1994,NORTH_PACIFIC
2228,1994,SOUTH_ATLANTIC
2229,1994,NORTH_PACIFIC
2235,1994,NORTH_ATLANTIC
2236,1993,NORTH_PACIFIC
2237,1993,NORTH_ATLANTIC
2239,1993,NORTH_PACIFIC
2241,1993,NORTH_PACIFIC
2242,1993,NORTH_ATLANTIC
2243,1993,NORTH_PACIFIC
2244,1993,NORTH_PACIFIC
2247,1993,NORTH_PACIFIC
2248,1993,NORTH_PACIFIC
2249,1993,NORTH_ATLANTIC
2250,1993,NORTH_ATLANTIC
2252,1993,NORTH_ATLANTIC
2253,1993,NORTH_ATLANTIC
2254,1993,NORTH_PACIFIC
2255,1993,NORTH_PACIFIC
2256,1993,NORTH_ATLANTIC
2258,1993,NORTH_PACIFIC
2260,1993,NORTH_PACIFIC
2262,1993,NORTH_ATLANTIC
2263,1993,SOUTH_ATLANTIC
2266,1993,GULF_OF_MEXICO
2267,1993,NORTH_PACIFIC
2271,1993,NORTH_ATLANTIC
2275,1993,SOUTH_ATLANTIC
2276,1993,NORTH_ATLANTIC
2278,1993,NORTH_PACIFIC
2279,1993,NORTH_PACIFIC
2284,1993,SOUTH_ATLANTIC
2286,1993,CARIBBEAN_SEA
2287,1993,NORTH_PACIFIC
2291,1993,NORTH_ATLANTIC
2292,1992,NORTH_PACIFIC
2293,1992,NORTH_PACIFIC
2294,1992,NORTH_PACIFIC
2295,1992,NORTH_ATLANTIC
2296,1992,NORTH_ATLANTIC
2297,1992,NORTH_PACIFIC
2299,1992,NORTH_PACIFIC
2300,1992,NORTH_ATLANTIC
2301,1992,NORTH_PACIFIC
2302,1992,NORTH_PACIFIC
2303,1992,NORTH_PACIFIC
2305,1992,SOUTH_ATLANTIC
2307,1992,SOUTH_ATLANTIC
2308,1992,NORTH_PACIFIC
2309,1992,NORTH_ATLANTIC
2310,1992,SOUTH_ATLANTIC
2311,1992,NORTH_ATLANTIC
2312,1992,NORTH_ATLANTIC
2314,1992,NORTH_PACIFIC
2315,1992,NORTH_PACIFIC
2316,1992,NORTH_ATLANTIC
2317,1992,NORTH_ATLANTIC
2318,1992,NORTH_PACIFIC
2319,1992,NORTH_ATLANTIC
2320,1992,SOUTH_ATLANTIC
2321,1992,SOUTH_ATLANTIC
2322,1992,SOUTH_ATLANTIC
2327,1992,NORTH_ATLANTIC
2332,1992,NORTH_PACIFIC
2336,1992,NORTH_PACIFIC
2337,1992,NORTH_PACIFIC
2348,1991,NORTH_PACIFIC
2349,1991,NORTH_PACIFIC
2350,1991,NORTH_PACIFIC
2351,1991,NORTH_PACIFIC
2352,1991,NORTH_ATLANTIC
2354,1991,NORTH_ATLANTIC
2355,1991,NORTH_PACIFIC
2356,1991,NORTH_ATLANTIC
2359,1991,NORTH_ATLANTIC
2360,1991,NORTH_ATLANTIC
2361,1991,NORTH_ATLANTIC
2363,1991,NORTH_ATLANTIC
2364,1991,NORTH_ATLANTIC
2365,1991,NORTH_ATLANTIC
2367,1991,NORTH_PACIFIC
2368,1991,NORTH_ATLANTIC
2371,1991,NORTH_ATLANTIC
2372,1991,NORTH_ATLANTIC
2374,1991,NORTH_PACIFIC
2376,1991,SOUTH_ATLANTIC
2377,1991,NORTH_ATLANTIC
2378,1991,NORTH_ATLANTIC
2379,1991,NORTH_PACIFIC
2381,1991,NORTH_PACIFIC
2388,1990,NORTH_PACIFIC
2389,1990,NORTH_ATLANTIC
2390,1990,NORTH_ATLANTIC
2391,1990,NORTH_ATLANTIC
2394,1990,NORTH_ATLANTIC
2395,1990,NORTH_PACIFIC
2396,1990,NORTH_ATLANTIC
2398,1990,NORTH_PACIFIC
2399,1990,NORTH_PACIFIC
2400,1990,NORTH_ATLANTIC
2401,1990,NORTH_PACIFIC
2402,1990,GULF_OF_MEXICO
2403,1990,GULF_OF_MEXICO
2404,1990,GULF_OF_MEXICO
2405,1990,NORTH_ATLANTIC
2407,1990,NORTH_ATLANTIC
2417,1990,NORTH_PACIFIC
2420,1990,NORTH_PACIFIC
2421,1990,NORTH_ATLANTIC
2422,1990,NORTH_PACIFIC
2423,1990,NORTH_ATLANTIC
2424,1989,NORTH_PACIFIC
2429,1989,NORTH_PACIFIC
2433,1989,NORTH_PACIFIC
2434,1989,GULF_OF_MEXICO
2435,1989,NORTH_ATLANTIC
2438,1989,NORTH_ATLANTIC
2439,1989,NORTH_PACIFIC
2440,1989,NORTH_PACIFIC
2441,1989,NORTH_ATLANTIC
2442,1989,NORTH_PACIFIC
2444,1989,NORTH_ATLANTIC
2447,1989,NORTH_ATLANTIC
2449,1969,NORTH_ATLANTIC
2452,1989,NORTH_ATLANTIC
2453,1989,GULF_OF_MEXICO
2454,1989,NORTH_PACIFIC
2455,1989,NORTH_ATLANTIC
2460,1989,NORTH_ATLANTIC
2461,1989,NORTH_PACIFIC
2462,1989,NORTH_PACIFIC
2463,1989,NORTH_PACIFIC
2464,1989,NORTH_PACIFIC
2470,1989,NORTH_PACIFIC
2471,1989,NORTH_PACIFIC
2472,1989,NORTH_PACIFIC
2474,1989,NORTH_PACIFIC
2477,1989,NORTH_ATLANTIC
2478,1988,SOUTH_PACIFIC
2482,1988,NORTH_PACIFIC
2484,1988,NORTH_ATLANTIC
2485,1988,NORTH_ATLANTIC
2486,1988,NORTH_ATLANTIC
2488,1988,NORTH_ATLANTIC
2489,1988,NORTH_ATLANTIC
2490,1988,NORTH_ATLANTIC
2491,1988,NORTH_ATLANTIC
2492,1988,NORTH_ATLANTIC
2495,1988,NORTH_PACIFIC
2496,1988,NORTH_ATLANTIC
2497,1988,NORTH_ATLANTIC
2498,1988,NORTH_ATLANTIC
2499,1988,NORTH_ATLANTIC
2500,1988,NORTH_ATLANTIC
2501,1988,NORTH_ATLANTIC
2502,1988,NORTH_ATLANTIC
2504,1988,NORTH_ATLANTIC
2505,1988,NORTH_ATLANTIC
2506,1988,NORTH_ATLANTIC
2507,1988,NORTH_ATLANTIC
2509,1988,NORTH_ATLANTIC
2510,1988,NORTH_ATLANTIC
2512,1988,NORTH_PACIFIC
2513,1988,NORTH_ATLANTIC
2514,1988,NORTH_PACIFIC
2515,1988,NORTH_ATLANTIC
2516,1988,NORTH_ATLANTIC
2518,1988,NORTH_ATLANTIC
2519,1988,NORTH_PACIFIC
2529,1988,NORTH_ATLANTIC
2534,1987,NORTH_ATLANTIC
2536,1987,NORTH_ATLANTIC
2538,1987,NORTH_PACIFIC
2541,1987,CARIBBEAN_SEA
2544,1987,NORTH_ATLANTIC
2545,1987,NORTH_PACIFIC
2546,1987,NORTH_ATLANTIC
2547,1987,GULF_OF_MEXICO
2548,1987,GULF_OF_MEXICO
2549,1987,NORTH_ATLANTIC
2550,1987,NORTH_ATLANTIC
2551,1987,NORTH_ATLANTIC
2552,1987,NORTH_ATLANTIC
2553,1987,NORTH_ATLANTIC
2554,1987,NORTH_ATLANTIC
2557,1987,GULF_OF_MEXICO
2558,1987,NORTH_PACIFIC
2562,1987,NORTH_ATLANTIC
2570,1986,NORTH_ATLANTIC
2571,1986,NORTH_ATLANTIC
2572,1986,NORTH_PACIFIC
2575,1986,NORTH_ATLANTIC
2576,1986,NORTH_ATLANTIC
2577,1986,NORTH_ATLANTIC
2579,1986,NORTH_ATLANTIC
2582,1986,NORTH_ATLANTIC
2583,1986,NORTH_ATLANTIC
2584,1986,NORTH_ATLANTIC
2585,1986,NORTH_ATLANTIC
2586,1986,NORTH_ATLANTIC
2591,1986,NORTH_ATLANTIC
2595,1986,NORTH_PACIFIC
